index,objectid,msoa11cd,geometry,MSOA,MSOA_with_supply
348,3014,E02006513,POINT (421379.9897744005 254312.3019159671),FALSE,FALSE
349,3011,E02006514,POINT (419222.9612327799 254612.8213460564),FALSE,FALSE
350,3012,E02006515,POINT (409960.0336828302 252126.0720033935),FALSE,FALSE
351,3009,E02006516,POINT (433986.5499159792 251034.7204207514),FALSE,FALSE
352,3010,E02006517,POINT (422475.1689696787 246926.3959052359),FALSE,FALSE
353,3017,E02006518,POINT (425828.5389399561 240192.9155288439),FALSE,FALSE
354,5841,E02006561,POINT (489532.7556483661 130126.5122772084),FALSE,FALSE
355,5836,E02006564,POINT (488314.1376597729 121169.8865222767),FALSE,FALSE
356,5976,E02006573,POINT (480414.5243138268 97235.74415731241),FALSE,FALSE
357,5973,E02006574,POINT (485775.9195111725 93237.9719281455),FALSE,FALSE
358,6094,E02006644,POINT (409508.810584716 193711.5558819322),FALSE,FALSE
359,6095,E02006645,POINT (393045.4458293488 187958.6891125282),FALSE,FALSE
360,6093,E02006647,POINT (399147.4930256465 186067.8219777566),FALSE,FALSE
361,6102,E02006648,POINT (388766.7455107644 184532.571294601),FALSE,FALSE
362,6352,E02006651,POINT (389640.3775868947 177724.892993387),FALSE,FALSE
363,6349,E02006652,POINT (391543.089599063 174331.3410004413),FALSE,FALSE
364,6347,E02006654,POINT (391761.030573043 173130.3143494719),FALSE,FALSE
365,6668,E02006661,POINT (413333.4167822943 144146.012605287),FALSE,FALSE
366,6664,E02006665,POINT (381602.7344369207 132367.8109395384),FALSE,FALSE
367,6740,E02006676,POINT (394334.9516823412 128697.6080639944),FALSE,FALSE
368,2799,E02006710,POINT (363357.4685349179 267520.1247536499),FALSE,FALSE
369,3178,E02006757,POINT (398142.863519053 246503.6894192349),FALSE,FALSE
370,3185,E02006758,POINT (409955.2530182432 245809.9317279428),FALSE,FALSE
371,2946,E02006760,POINT (406261.4426568781 245363.5801779972),FALSE,FALSE
372,2947,E02006761,POINT (403857.9789241003 243972.9599945473),FALSE,FALSE
373,2944,E02006762,POINT (402856.96969206 243130.6518596704),FALSE,FALSE
374,2945,E02006763,POINT (404705.9486409657 243290.5168197082),FALSE,FALSE
375,2942,E02006764,POINT (403947.4576686696 242495.7179759388),FALSE,FALSE
376,2943,E02006765,POINT (408475.8187281516 238421.8883208833),FALSE,FALSE
377,2940,E02006766,POINT (393417.8803358502 238055.6290572793),FALSE,FALSE
378,6344,E02006781,POINT (90585.87339722435 10637.78127539554),FALSE,FALSE
379,6413,E02006845,POINT (336983.2162268814 162534.9858801882),FALSE,FALSE
380,6410,E02006846,POINT (335356.4434744876 161398.9091852583),FALSE,FALSE
381,5000,E02006857,POINT (563147.3084183707 101082.9886807204),FALSE,FALSE
382,1484,E02006870,POINT (479374.0866351575 471401.3429505947),FALSE,FALSE
383,5705,E02006880,POINT (621989.8586055886 135845.2969419705),FALSE,FALSE
