,MSOA11CD,MSOA11NM,pop0-49,pop50-59,pop60-69,pop70-79,pop80-89,pop90+,total_pop,geometry,MSOA,MSOA_with_supply,dissolve
72,E02003901,Cornwall 028,3418,1312,1384,1156,472,111,7853,"POLYGON ((217206.2849808496 64778.89247934878, 216701.1570413057 63813.2734751355, 217455.0673171156 63305.04988315928, 217929.4669435829 63342.95454416281, 217405.451682383 61686.71112673829, 218537.5204767026 60679.4995374977, 219945.0890286149 61344.29068496919, 221384.4315255673 60409.25201155097, 221446.5377306314 61306.77309363606, 222190.5721422302 61956.51440378182, 222902.9871812621 62234.62028080632, 223085.3962951388 61889.10931505045, 224962.2665491029 62023.53398499408, 225359.4883144675 62472.26383795691, 224882.8399912434 62772.89612192588, 224879.6694461559 63113.63196494422, 224942.4481493891 63137.92656601931, 225354.6599136481 63159.72755713158, 225855.4661445274 62619.51700057194, 225639.0118077795 61634.14462112053, 228695.5174416703 60822.15800658951, 228762.1123311901 60568.55451765365, 228171.1124299177 60396.75139980394, 227318.3932084111 60551.05135435189, 227705.0447393061 59881.80032552037, 229944.6460187765 59670.05692212417, 230035.6327588948 58511.30563995367, 230530.5422608197 57977.09743779278, 229147.0490359884 56732.29356874884, 229228.1622957355 56179.76399187883, 229872.1394015978 55773.97551250679, 230146.5850761133 55128.54498495371, 229548.5735351215 54721.03535501551, 229165.8598458401 55137.14485725388, 229322.7515178478 54324.26350024962, 229246.1651645575 54338.340193134, 228737.0079798767 54258.61095162464, 228591.0362630857 54280.23775462867, 228000.3574223867 54143.25744746253, 226623.6162814658 53927.67071779538, 226605.0653278191 53912.16840386754, 226332.3713971574 54184.26797856652, 225982.8086981321 53631.46505448918, 225939.1685845707 54320.37493466469, 224842.8102931528 53798.72789962246, 224496.1074166353 54407.45013094784, 223480.6687667885 54588.75419275439, 222665.5151448553 53190.12065602036, 221722.3229685515 52968.1260613426, 221514.2736572506 53215.01961708034, 220433.5279374002 52692.51956751346, 220685.221845725 52062.4992589388, 220340.9193092696 51327.11308141294, 220704.5315780281 50929.38133491343, 220518.2539073881 51038.82240726819, 220267.6130967215 50491.89715388324, 219997.1909333989 50451.37874855226, 218559.6513857129 50235.98444590147, 216596.8328048549 51246.2076269121, 215947.0214083076 51219.01442572501, 215821.9980993338 51082.98461212727, 215769.1075631616 51074.59438030425, 215473.4008814318 50703.69854469315, 215135.0066575415 50335.51506164786, 214569.5016475391 50918.62308246471, 213712.7878312354 50383.82916426167, 212327.2952461806 50686.1098399008, 212282.8211263083 50713.79703567084, 212305.6735960134 51100.94443492987, 212388.6024324649 51134.23548666263, 213781.0015764085 51605.14588890426, 213555.0694396498 51602.5056956413, 214450.4070833042 51961.93744796389, 212950.384681686 51595.44154241134, 212877.7136789483 52169.12389798477, 212913.0364675396 52498.25685693367, 213165.5976766 53078.77110363528, 212546.7889507894 53037.1737196419, 212566.8608906924 52977.81213192959, 212465.3843977757 53043.16852014713, 212554.3155463128 55624.5395448615, 212187.5226211296 56309.16154923971, 211396.7163808139 56671.97294486169, 210924.6138592634 57659.60349868465, 211768.0403180999 58521.90389605693, 211739.3373019234 59376.63312284209, 212292.528553853 60929.6474498233, 210594.8463423613 61922.53178831798, 210113.8523136214 62924.30587949758, 209713.6439218426 63004.2611969815, 210025.6603304007 63680.15847513688, 211010.3843655131 64122.24457696945, 211258.1932845497 64570.03848856391, 212221.8988114958 63767.8151508733, 212905.8015613033 63653.80424531968, 213107.9344138051 65118.41990159592, 214194.5495956738 65462.12473511405, 215827.0711657253 65364.31459324944, 216197.0700395006 64948.20004702089, 217206.2849808496 64778.89247934878))",FALSE,FALSE,1
73,E02003903,Cornwall 034,2986,1066,1050,859,325,39,6325,"MULTIPOLYGON (((242066.9157450733 49497.70326639651, 242054.4142504127 49493.20278906653, 242054.3132382369 49504.20270824817, 242066.9157450733 49497.70326639651)), ((242989.5175312237 53692.01745620751, 242961.3180169537 53686.01988619321, 242961.1143737982 53698.11740130628, 242989.5175312237 53692.01745620751)), ((242888.3940877033 57084.85649763569, 243447.2721722033 56627.77445291571, 243579.0238002063 56507.45189378079, 243190.9876057881 56338.08079416672, 243028.8047658924 56286.41684972, 243141.9634239906 55234.97866123304, 242442.245904855 55219.70358001254, 242537.8193880316 54515.52115517025, 242811.1194577273 54778.16823494402, 243086.9608559209 54524.85438724488, 242259.5126348056 54234.82107047489, 242180.1127408789 54467.12208152266, 242044.4119789397 54578.42318094219, 241899.5100873612 54666.22335450226, 242080.7111966032 54467.92102590029, 241831.5046022532 54253.92131018764, 241015.4923226433 54167.91362825994, 240818.976765733 53706.9240179217, 241293.4937581019 53924.42313459009, 242381.1981268811 53716.8215905042, 241907.7930349585 53339.11946251435, 242944.4063700796 53382.91653633321, 243194.5237565182 53657.31784326115, 243818.1264034023 53387.31444346588, 243828.6206096931 52728.21602977492, 243294.7029993184 52197.61618368054, 242859.6983082601 52393.31765830808, 242962.1933549721 52011.91804424144, 243366.5995343154 52059.91449996459, 244122.120069939 52371.6153549852, 244055.0259300561 52712.91716048034, 244919.3495805863 53286.02544138182, 245329.8464440907 53456.45640439526, 245481.9816421297 53344.35707193523, 245693.7100697138 52926.46279114787, 245926.3522977131 51927.80185793873, 245690.9591645481 51499.38792646772, 245677.5018296695 51478.97981800733, 245651.1624587098 51473.42764794835, 244394.9108421704 51284.4132688762, 243435.2774066216 50428.91377134336, 243449.1670035132 50051.60789886984, 243610.5501773547 49912.88526936213, 243622.3907515705 49860.55539869462, 244229.6906102374 49380.25340783034, 244300.2435828258 48705.39779341212, 242720.4061591527 48824.8952811489, 242501.3869594092 48649.95906775841, 241768.0600749042 48146.54329051619, 241654.5139001668 48532.5159846218, 241774.7719711573 48672.68824718616, 241559.9603201025 48853.93568331836, 241534.3803132623 48940.89524783575, 242112.1163215351 49471.40168262323, 241673.231278414 50286.91142572285, 239997.7120537236 51572.89560498382, 237984.9185265417 53117.72889764069, 237954.3952760356 53126.82294581196, 238240.9352369804 53967.22979879993, 237958.8665465903 54688.54046000887, 238698.8820753448 54961.47349876046, 238903.4535998042 54636.42762050609, 238951.8583994504 55214.32843792718, 239361.8659276602 55414.02797822939, 239997.7486095123 55203.07785147446, 240160.9805978326 55148.92652172156, 240161.6826531277 55463.22596133777, 241315.6044778512 56187.32820582335, 241182.9965772842 56559.62939636802, 241523.7990839015 56884.13316263593, 241800.7486482542 56925.9464865418, 241883.2116849701 56885.1254899734, 241998.2587621342 56955.76619209591, 242862.6777668509 57086.27484571296, 242888.3940877033 57084.85649763569)))",FALSE,FALSE,1
74,E02003904,Cornwall 037,1886,887,949,824,365,84,4995,"MULTIPOLYGON (((226033.6553207388 51332.58914039333, 225805.7286350984 51310.32450363657, 225607.1327597854 51336.4230601037, 225659.1551692607 51588.29134630231, 226033.6553207388 51332.58914039333)), ((224496.1074166353 54407.45013094784, 224842.8102931528 53798.72789962246, 225939.1685845707 54320.37493466469, 225982.8086981321 53631.46505448918, 226332.3713971574 54184.26797856652, 226605.0653278191 53912.16840386754, 225753.4093081031 53200.47786908448, 225617.1106438981 53058.91228469208, 225728.3027926444 52985.31202940157, 225682.3706201891 52942.49871501725, 225689.4246518084 52940.42768820995, 225599.9826855477 52316.5011222607, 224105.0153870629 51655.78927446346, 224121.9897537767 51391.41228225263, 224054.3718216806 51098.78112930767, 223496.9849172336 51209.58388348756, 222359.3653280755 51587.78791359742, 222186.6620274272 51186.59940601332, 222007.9188970382 50857.96240397322, 220924.0066982848 50982.57860626964, 221105.1087654417 50791.07862466015, 220267.6130967215 50491.89715388324, 220518.2539073881 51038.82240726819, 220704.5315780281 50929.38133491343, 220340.9193092696 51327.11308141294, 220685.221845725 52062.4992589388, 220433.5279374002 52692.51956751346, 221514.2736572506 53215.01961708034, 221722.3229685515 52968.1260613426, 222665.5151448553 53190.12065602036, 223480.6687667885 54588.75419275439, 224496.1074166353 54407.45013094784)))",FALSE,FALSE,1
75,E02003931,Cornwall 001,5464,1455,1555,1386,655,152,10667,"POLYGON ((219949.9073897289 104189.6336989506, 219969.6354272344 105749.6790592499, 219997.6213313023 106108.1960278241, 220040.0171208659 106651.194707963, 220524.1126461393 106357.4763335617, 220748.722998916 106466.3771269761, 220368.4115159108 106476.2812403059, 220259.7312180974 107134.0999411948, 220150.8214595321 107456.5566889096, 220214.4410377915 108570.8465246639, 220211.5299198147 108666.7476864416, 221771.5818471189 109307.6510977405, 222912.223212948 109217.1329929971, 223580.9391141228 108281.0181781798, 223438.9554587695 107724.0216996164, 224467.560846592 108071.0096315235, 224641.3709227439 107593.2934531805, 224200.5996650108 107168.4846967855, 224209.3695964806 106578.5068749988, 224644.465374776 106411.5580504916, 223953.3507059084 106209.7470225651, 224005.1343675797 105352.7330052126, 222925.3001355742 105371.4364227, 222858.7093840005 104842.7246518818, 221802.7905495656 103762.2256792053, 221376.0902777213 103804.6245927087, 221394.8611684295 104496.2415456977, 219949.9073897289 104189.6336989506))",FALSE,FALSE,1
76,E02003933,Cornwall 003,3225,1155,1279,1054,394,85,7192,"POLYGON ((217779.5046278288 94553.25216384538, 217658.496050309 94241.24121987348, 216664.3836706619 94837.05261708604, 217200.3803592353 93545.32980037338, 214851.5591785485 93245.94701868712, 215308.7626514527 92849.13956088101, 215069.9618028153 92344.42461967186, 215436.5336841627 89569.42269336528, 214579.2065020284 88063.80242043, 214048.1963236159 87975.53921140038, 213417.9827862115 88764.15738537878, 212608.4795529929 89094.16176202559, 211898.8500530031 88610.15728872785, 212202.7581644528 88439.65073963566, 212002.038482421 87358.92822953293, 213260.2595835493 86691.81483747068, 213206.6586244621 86214.50123379932, 211858.3120049592 85705.68368616264, 210944.5065825612 85727.8904769652, 210833.3976194277 85267.08169075148, 210298.4851532398 85580.9933926285, 208962.8641333273 85070.18819589721, 209023.8591102587 84228.17548188893, 208418.0386596507 82785.0573359869, 207927.8302598017 82827.76229137133, 207869.430543695 82337.15554876745, 207062.5164618419 82374.15946836519, 207130.6180511683 80579.75020695693, 208022.7205811847 80680.73203450162, 209214.624115452 79822.21339569724, 209516.8319233314 79954.31580255015, 209251.110989305 78453.2933038926, 208668.7963345002 77720.17906723099, 207169.0686641728 77500.38812924374, 206535.9789588275 78899.91682400662, 205926.5539772972 78388.00921913871, 205050.0575717694 79553.52890594664, 205194.5617305385 79899.73711174022, 204505.643085767 79574.0332344803, 204303.2291878607 80656.07163853038, 203968.5525069243 80856.86252327086, 203423.6260435705 80415.76877172582, 202560.0895175839 81777.69265641001, 204131.5878302252 83961.40684437257, 203983.7240957473 84580.27174301413, 204024.2852251729 84751.08989576157, 204272.7051078192 85304.93595066288, 205038.5678429799 87202.93890886568, 204543.5839484873 87553.18722442552, 204532.1750356901 87563.12941101458, 205131.2668601818 88931.01737626619, 205009.1775369625 88928.30187893656, 204772.4141874589 89205.74244852085, 205110.2661570295 89008.41706279243, 205146.3447180438 89099.10252485401, 205158.2501841908 89095.27789699554, 205170.0473159915 89158.680275644, 205283.3698745627 89443.52263838585, 206026.5848796026 89311.51950051464, 206233.4895279593 89545.72039544562, 206115.7753680831 89662.80858988824, 206172.5283302831 89830.50848231601, 206250.5477074849 89872.73265987879, 206680.1855622313 89451.82306570638, 206731.2613230998 89461.27422001419, 206837.6000106135 89329.41688327253, 207208.6557522725 89549.61099278368, 207213.0051392339 89550.41579021959, 207214.4865938278 89553.07123985214, 207220.6132790945 89579.10346635635, 207401.6171694859 90261.6169261522, 207669.7670119606 90717.95829140721, 207897.1522462909 90739.10994046362, 208201.93342847 90573.03084830492, 208724.7328978454 90816.08975836111, 208986.3536562792 90840.42503464347, 209201.2505167914 91037.63147759609, 209024.1855349566 91371.79058819669, 209670.3332839812 91347.1132498621, 209706.2686049291 91345.58238426165, 209291.566170011 91499.03399647077, 209511.9604591909 91779.53594542929, 210803.5864695216 91913.63988615948, 210727.9128298581 92003.12577405619, 210739.1569354763 92005.19334760576, 210456.183820455 92324.44825096041, 210781.3953548251 92850.95244415521, 211702.6076189291 93069.9523619496, 211723.2759685621 93217.03144968947, 212210.6141445141 93770.05324046515, 212645.3288478313 93993.36080444275, 212639.9523566597 94538.53060969745, 212759.4505223648 95054.99575074232, 213119.1370679331 95490.07149889157, 212846.231625221 96724.09113219584, 213770.7507045104 96515.98071151078, 214248.7615746507 96844.18075768999, 213862.4533829342 97336.59329302644, 214254.0616405632 97407.09036125476, 214344.3634914695 97788.59761342121, 215282.9833461183 97909.99389845502, 215330.2166540167 98315.22048849598, 215441.6965890103 98570.43248290583, 215993.7984848631 99095.00907998023, 217478.6184171361 99538.99945734462, 217483.9349992014 99543.22686523525, 218107.8305497279 98838.48224812973, 217930.9155894014 97499.77056265305, 218215.6201201811 97166.26373064757, 218999.8314817618 97127.75962737753, 219313.2398572492 96552.48575837884, 218028.9533519467 95429.84577285609, 217779.5046278288 94553.25216384538))",FALSE,FALSE,1
77,E02003934,Cornwall 004,3663,1128,1082,936,361,82,7252,"POLYGON ((217779.5046278288 94553.25216384538, 218654.1061864046 94531.730141509, 219373.2177738603 93633.01055820246, 219322.1040138508 93094.51214436584, 221450.3254847094 91685.5847217, 222644.937538647 91809.37575818456, 221988.733660036 92850.19119368051, 222130.2533647875 93337.69372495165, 222997.7502174818 93271.0899852982, 223684.6727524116 93988.59301008991, 224558.186263143 94240.29439475809, 225143.7875822536 94221.08790064862, 225131.2892372152 94002.28925552734, 227228.8214103443 94511.77608811337, 227650.9377744145 94442.77368270638, 227798.2317142294 93628.86943953481, 229034.1512061454 92017.1353184153, 228887.4419704829 91603.23195354448, 229357.5715534456 90908.14284103067, 230218.8555437387 91000.61430890171, 230879.4726054554 90471.70444799541, 231291.077925184 90767.79931512452, 231752.1157449875 90545.32406076713, 231717.0863586684 90781.40583279598, 232967.8183984987 91504.98088747275, 234178.8356064652 90397.98655179414, 234380.3032954886 87483.40982469034, 234792.2467026884 87231.42779776308, 234780.4047818235 86836.14495526653, 234268.0563135411 86779.80968088677, 232896.7821176304 86629.03185007148, 232178.2729714441 87375.14842063107, 231022.153340055 87336.7561258022, 229381.5115897853 87821.17011064757, 228663.7882530862 87519.36343958697, 228240.4158091709 86562.23724224707, 227744.4561731147 86307.05919947833, 227858.3531402311 85236.6355596428, 227061.9326631746 85214.63923573273, 226530.3223399079 84657.43100990611, 225720.2503355079 84926.15387281706, 225285.6001423654 84297.93200300483, 224768.0867410133 84346.51526969718, 224521.1745089073 83330.10932089636, 223305.568126795 83711.22308790879, 221980.5462415306 83283.62527947975, 221174.6361249582 83715.63236375013, 221550.3560460321 85100.95941978309, 222113.1801486007 85603.76412080895, 221837.0705483299 86002.38098715138, 219369.0502605351 87098.10821671018, 218988.5411393182 86589.50461143177, 219318.3386079645 86310.39698856371, 219312.0363781232 85149.08710614959, 218039.4273738107 85906.58870830075, 218194.9195099196 85264.67887126672, 217503.8051505439 85269.78255579827, 217786.9061896634 84661.57288936831, 216810.2856786592 84140.26279163477, 216142.7690603425 83081.34052438085, 215856.4481244749 81100.82039034393, 215462.939870728 81361.00849297366, 215600.4498225233 82107.71774573994, 215083.2399950846 82659.44161127176, 212592.5002609254 81188.11537499918, 211905.0754470988 80249.80050404437, 211000.653435058 79961.00346837821, 210659.3462412627 79518.10073010172, 209937.1403104636 80534.91592575703, 209469.7388507681 80285.5156593626, 209516.8319233314 79954.31580255015, 209214.624115452 79822.21339569724, 208022.7205811847 80680.73203450162, 207130.6180511683 80579.75020695693, 207062.5164618419 82374.15946836519, 207869.430543695 82337.15554876745, 207927.8302598017 82827.76229137133, 208418.0386596507 82785.0573359869, 209023.8591102587 84228.17548188893, 208962.8641333273 85070.18819589721, 210298.4851532398 85580.9933926285, 210833.3976194277 85267.08169075148, 210944.5065825612 85727.8904769652, 211858.3120049592 85705.68368616264, 213206.6586244621 86214.50123379932, 213260.2595835493 86691.81483747068, 212002.038482421 87358.92822953293, 212202.7581644528 88439.65073963566, 211898.8500530031 88610.15728872785, 212608.4795529929 89094.16176202559, 213417.9827862115 88764.15738537878, 214048.1963236159 87975.53921140038, 214579.2065020284 88063.80242043, 215436.5336841627 89569.42269336528, 215069.9618028153 92344.42461967186, 215308.7626514527 92849.13956088101, 214851.5591785485 93245.94701868712, 217200.3803592353 93545.32980037338, 216664.3836706619 94837.05261708604, 217658.496050309 94241.24121987348, 217779.5046278288 94553.25216384538))",FALSE,FALSE,1
78,E02003935,Cornwall 005,6806,1487,1139,901,471,114,10918,"POLYGON ((233850.185330697 85669.70719277079, 233468.3134879768 85444.0778032034, 233820.0872072994 85338.31040348182, 233843.6927567239 84701.70030435079, 234343.389863706 84556.89899859147, 235535.165142718 84904.78549370487, 235548.2290345562 84908.5988817293, 235545.1416302514 84902.63531350391, 234677.8972291756 83227.46952401599, 234309.5642760049 83093.48424148146, 234158.1795972481 81810.94338631135, 233137.1457616548 82102.6493104783, 231952.9310755413 83255.7792328058, 231869.2689483865 83827.11534092898, 232450.3439004733 84226.89431783429, 232551.9633428441 84999.21143375133, 232236.0498347413 85002.80594014961, 232040.8476158938 85548.51760767578, 231374.6437178602 85528.62350889892, 231409.8375981977 86018.6313866553, 231096.3303316439 86043.93026997612, 233042.3856098495 86184.3332918548, 232872.1785470947 85767.31683851872, 233850.185330697 85669.70719277079))",FALSE,FALSE,1
79,E02003950,Cornwall 069,2645,878,1013,670,293,104,5603,"POLYGON ((140927.5174902781 22937.38992573663, 140273.6523801255 22684.05047474593, 140352.1462243019 22356.54720257467, 139995.8157213824 22327.98972899714, 139895.5434378919 22319.95350221309, 139721.1432368011 21874.26883744389, 139298.4377215648 22411.66164041046, 138740.929151971 22247.66851317071, 138711.5209953246 22179.54507238368, 138707.2490327787 22177.97962067388, 138479.8757915941 21691.5614242297, 138419.010591165 21691.83625163557, 138171.1616660477 21845.17200702686, 137561.8316246389 21695.70679905248, 137145.6062744632 21697.58617546012, 137116.0456225117 21586.35797135906, 136846.0016399146 21520.11767796782, 136381.9453626224 21744.43387129626, 136305.3356128822 21840.34179503634, 136459.9996849887 22003.09772893322, 135788.2980663443 22635.0116231962, 135926.1876959095 22833.07187315049, 136044.1002795529 22983.01235628604, 136033.347490009 22986.99283007812, 136050.9038973161 23012.21037443708, 135521.0969622489 23176.61979097783, 135777.9069047771 23637.51882249168, 134659.7373747412 24078.05557708138, 134359.7281074267 24585.7689913956, 134112.1143733899 25364.15394578892, 134666.6284277209 25610.84913659058, 134757.671053785 26320.03651222741, 134802.6977887803 26340.26838302461, 135766.467604942 26582.34554311277, 136224.7980393751 27453.71961441421, 135674.6404683961 28641.46885974455, 135575.9872947956 30932.99741561599, 135075.7635865118 31623.05829818686, 134934.1942689597 31842.981871122, 135507.0100981535 32130.31200205258, 135468.8757844283 32261.08577798685, 135535.7078413429 32305.60676450204, 135345.0205466294 32685.82121294085, 136172.5332067496 32965.01458688779, 136263.4582389144 34185.73019716347, 137041.462485305 34890.94025322382, 137930.2927938418 33188.72987447892, 137464.422234073 33177.77699611516, 137382.6509112139 32706.23325398099, 138633.3954320877 32661.50648045921, 138660.4374428011 33457.20007005095, 139538.0592816854 33138.27801306383, 139248.961498493 33052.87832377496, 139266.5325107272 31878.96671236778, 140407.2998995915 29945.52255387692, 139947.5752507354 28974.51465333841, 140248.9551717171 27853.88754589877, 140719.9531797267 27527.67872682991, 141985.7798604128 27992.56007942946, 143213.3222043089 26617.08898185467, 141723.649515023 25784.51183933807, 141082.742268475 25922.04062654762, 141202.0733889391 26294.89785605141, 140915.3893572076 26008.22652982983, 140772.1405566852 25676.96271137365, 141532.2799505468 24695.52502624037, 141380.4565544249 23898.38119564811, 140744.7568761229 23740.34133608777, 140927.5174902781 22937.38992573663))",FALSE,FALSE,1
80,E02003952,Cornwall 018,5263,1172,1041,856,345,109,8786,"POLYGON ((187752.5972175665 58884.2129853775, 186842.0874901433 59409.92906242402, 185805.578968408 59080.23326187039, 184636.1837001228 59485.45098999696, 182382.1541241212 59321.62305233176, 181878.9682631447 60048.77916450362, 182999.389425319 60810.32922064338, 182969.0167897786 62129.5687660749, 182218.0739311682 62209.05702130115, 182169.3451639027 62383.74816903978, 182197.1652044483 62400.88151947179, 182289.1044668386 62817.90669145505, 183128.1100529553 62858.69868778123, 182326.5182731895 63091.22498007282, 183102.5134241703 63144.00211568139, 184216.7518207911 65320.52142522542, 184211.8992140952 65367.22426224774, 185188.6531065452 65429.00966399623, 185448.8493788211 64579.60250199237, 186543.9524351907 64723.99175501193, 186401.6419609113 63751.4783048626, 187411.7544304893 63644.17115785668, 187423.0318827154 62231.95031276549, 188901.7369485557 61312.03035476059, 189144.0266889661 59785.9007080624, 187752.5972175665 58884.2129853775))",FALSE,FALSE,1
81,E02003954,Cornwall 020,4311,1005,901,663,392,131,7403,"POLYGON ((181461.3289735516 61907.1451410125, 181362.5636206422 61537.10742327859, 180648.2527370992 61060.72173978065, 181623.9732883827 60626.89255486979, 181878.9682631447 60048.77916450362, 181621.542036941 59785.58532807528, 181098.1655847298 60038.3893303657, 180056.6602305765 59818.79092091593, 179808.141517824 59399.39525210834, 177455.1981316044 60051.45233838764, 177249.3838651393 60412.57703916929, 177261.5330412389 60405.73304666526, 177309.0459559681 61234.90440552231, 177651.4465434048 60922.23829737952, 177670.5510131566 60931.35853574224, 177958.9460852492 60679.02954448064, 179192.6596573055 61175.0185065906, 179727.7631310249 61031.11000495756, 179845.0599458941 60680.50643516917, 179996.7764663571 60875.52571545486, 180004.4637004221 60885.40702925055, 180694.2655218125 60532.09540507506, 180937.5664892202 60563.09386709839, 179996.7837492218 61006.36272035292, 179790.4728916732 61103.57029867041, 178109.5529926776 61428.43588428025, 178153.9785416944 61675.94188808603, 178953.9497532461 61684.50692714981, 179596.667991449 61588.8179613016, 179903.1506884362 61980.83483460467, 179921.2917784056 62913.25352519358, 180278.0792486938 62509.55323528129, 180310.6831331722 62459.6213782219, 180322.9361329132 62458.79814647755, 180339.9297861817 62439.57013495013, 180743.3808438122 62430.55182776021, 180761.7864926158 62429.31533002583, 180705.8477030552 62043.96462767938, 180769.9520188453 61988.12864957878, 180797.4456741756 61991.27112156528, 180813.0565402136 62069.13890565821, 180825.3119408595 62069.37739050842, 180814.9674371305 61993.27387627959, 180813.911568037 61980.43793425497, 181354.483366252 61789.80281920059, 181461.3289735516 61907.1451410125))",FALSE,FALSE,1
82,E02003955,Cornwall 021,5773,1411,1201,994,478,109,9966,"POLYGON ((181878.9682631447 60048.77916450362, 181623.9732883827 60626.89255486979, 180648.2527370992 61060.72173978065, 181362.5636206422 61537.10742327859, 181461.3289735516 61907.1451410125, 181545.4142166948 61999.49107505984, 182169.3451639027 62383.74816903978, 182218.0739311682 62209.05702130115, 182969.0167897786 62129.5687660749, 182999.389425319 60810.32922064338, 181878.9682631447 60048.77916450362))",FALSE,FALSE,1
83,E02003956,Cornwall 024,4637,1132,1007,721,330,66,7893,"POLYGON ((198469.8678895794 67692.12954933682, 198295.575225322 67394.14361577964, 198754.6453693198 66643.32201178474, 198761.1295307623 65892.70615862776, 198433.1221299142 65721.70591637384, 197996.9017753217 64412.90375451438, 198554.2749268106 61391.54762775966, 199793.8379632622 62778.58049160478, 200372.7997456983 62924.56569570032, 200633.2301140905 64105.29045407177, 201152.7263048003 63528.57357440342, 201020.4278723377 62817.87975274879, 201357.443842524 62579.06676694355, 200937.2057915117 62030.15356578227, 202242.8274020498 60612.60199946139, 202513.743156156 59837.87617698507, 201811.8830127757 59740.08451290897, 201590.7387731562 59347.77036154506, 201431.1385950438 59659.97820681156, 201143.2360003946 59207.16778794213, 201338.9273575149 59000.35773064886, 200176.6244324817 58086.94046668147, 199926.9307328488 57469.42121001284, 199100.4058523259 57345.9349286264, 198489.3769291645 56294.5172987172, 198130.1738429776 55185.64246664103, 196564.1041799545 55813.26317560204, 196571.9632439172 56475.95413906313, 195713.2390728421 56083.91223284241, 195513.9442348292 56389.36376430301, 195189.8279709406 56253.06544771555, 195028.3322163454 55778.06545417511, 194018.4219113669 56796.39902481704, 193354.4088855633 56800.10876237383, 192897.1025147127 56444.01322225714, 192663.3019215104 57323.32256876654, 193706.8229637564 58283.31619330385, 193886.208975453 59789.05633365904, 195403.6313987178 61041.76576806919, 195618.7256824839 61552.5817524578, 195739.4329892398 62619.40335153317, 194844.2322591656 63772.62431707283, 195265.6385233842 64217.02831835803, 194550.8321899427 64395.82464696572, 194748.8527513664 64676.2249223945, 193679.5711525725 65481.06609577642, 193935.1596182301 65703.44291525552, 194534.0579451519 65552.34388234661, 194792.8185401375 68182.6632007022, 195281.9373704721 68206.45856158005, 196821.3556109958 68275.53922789422, 198469.8678895794 67692.12954933682))",FALSE,FALSE,1
84,E02003957,Cornwall 027,5878,1778,1502,1237,526,98,11019,"POLYGON ((209713.6439218426 63004.2611969815, 210113.8523136214 62924.30587949758, 210594.8463423613 61922.53178831798, 212292.528553853 60929.6474498233, 211739.3373019234 59376.63312284209, 211768.0403180999 58521.90389605693, 210924.6138592634 57659.60349868465, 210815.1144739153 57837.60930858279, 210394.5947727449 57112.59617787573, 209325.9634827344 56612.38974130058, 209186.4731988925 56207.77585099125, 208724.1625260465 57147.30747268934, 208001.8610993098 57720.52155764113, 208009.0340342897 56581.46766424796, 207018.4377417862 55168.65945505825, 205188.4145989766 55275.97496965222, 205019.0082290171 55528.19030281834, 204599.4027294278 54948.47377888625, 204180.8915165104 54707.2686019837, 203307.3843502431 54864.88385294413, 203350.3354759838 53874.43112788972, 203078.7263138631 54010.17734722883, 201826.0331257796 54808.79933635207, 200993.8391471322 54839.74794970316, 200622.6481781445 54281.25482660194, 200143.6866882175 54205.63562745077, 199723.2707924249 55209.49305805369, 199149.9157108982 55141.73522175141, 198765.2894127559 56361.50407033332, 198489.3769291645 56294.5172987172, 199100.4058523259 57345.9349286264, 199926.9307328488 57469.42121001284, 200176.6244324817 58086.94046668147, 201338.9273575149 59000.35773064886, 201143.2360003946 59207.16778794213, 201431.1385950438 59659.97820681156, 201590.7387731562 59347.77036154506, 201811.8830127757 59740.08451290897, 202513.743156156 59837.87617698507, 202242.8274020498 60612.60199946139, 200937.2057915117 62030.15356578227, 201357.443842524 62579.06676694355, 203760.3559566507 63298.14220426948, 203899.7471326957 62371.63171617998, 204997.0563193646 61582.71209927122, 205998.5746339966 62267.82125569013, 207974.2104998524 62319.18505071013, 207939.7084984709 62881.68950263111, 209646.984403027 62711.56737227977, 209713.6439218426 63004.2611969815))",FALSE,FALSE,1
85,E02003958,Cornwall 030,4802,1308,1122,798,330,56,8416,"POLYGON ((198489.3769291645 56294.5172987172, 198765.2894127559 56361.50407033332, 199149.9157108982 55141.73522175141, 199328.7317072698 53943.32315775193, 200137.2969445701 52916.59050354164, 200084.4387824834 51774.63780576919, 199494.2546710241 51422.03449154223, 197926.7738752421 52241.36838333265, 197443.4542408317 51093.44987077644, 196131.6254012715 49836.82271787687, 193602.2015164124 50312.60914757679, 193668.3992209286 50841.67118366389, 193194.9212684178 51702.39684171218, 192100.0975125452 51880.42110038287, 191941.4060218551 52783.73960015448, 192225.5585739031 54566.57727154635, 191920.5695113594 55314.40117293035, 192209.0889015827 55998.21721942816, 192897.1025147127 56444.01322225714, 193354.4088855633 56800.10876237383, 194018.4219113669 56796.39902481704, 195028.3322163454 55778.06545417511, 195189.8279709406 56253.06544771555, 195513.9442348292 56389.36376430301, 195713.2390728421 56083.91223284241, 196571.9632439172 56475.95413906313, 196564.1041799545 55813.26317560204, 198130.1738429776 55185.64246664103, 198489.3769291645 56294.5172987172))",FALSE,FALSE,1
