,MSOA11CD,MSOA11NM,pop0-49,pop50-59,pop60-69,pop70-79,pop80-89,pop90+,total_pop,geometry,MSOA,MSOA_with_supply,dissolve
200,E02004665,Stroud 015,4724,1339,1215,1056,450,91,8875,"POLYGON ((374774.7498672889 197784.4378274597, 375770.8361637797 196771.1856667111, 377543.2631275397 196917.7543423728, 379342.1091692356 197035.8696518566, 379893.2101817887 196534.059035654, 380434.3315659506 196508.253379028, 379838.0433434251 195307.9371609587, 378275.9475598894 194163.5092584544, 378816.5236824459 193786.4359408373, 377699.5566331817 192746.9816958224, 378336.6385440263 191851.0666014005, 379764.580365928 192674.6748669529, 380903.2939308319 191237.1952608532, 381102.3187876302 190675.6270104324, 380651.0736570114 190337.5804106485, 379894.2919228922 188356.7785133875, 379554.5990687476 188502.5748100519, 379307.1877329174 188112.8959710916, 378742.8749221078 188269.0663991607, 378165.2773582568 187934.4479507692, 377940.2737018126 188389.3657363761, 377161.7565091423 188135.761427214, 376949.034800482 188696.0770414548, 376873.2537286493 188431.7762291664, 376259.5438830546 188431.9265781839, 376267.1463397914 188684.284872952, 375660.0191133834 188709.0864524478, 374777.6136658483 189496.3104998866, 374428.2063379828 188817.2942563854, 373035.8553362607 188771.2052318865, 372635.3594465404 189141.6055947157, 373073.4555310548 190436.6382410985, 373176.16817504 192151.139982826, 372374.0559026858 192950.3343745172, 373428.3533438927 193461.3283412879, 372707.0608241389 193400.8291717401, 372500.06270297 194187.952552181, 372479.197975532 194825.3496702073, 372112.4729589382 194996.8551384892, 372080.4734459595 196737.939168707, 372161.8897569553 196492.6986696895, 372526.4193784194 196581.1996490623, 372869.9993556106 197696.0479579699, 373321.3024160623 196767.3702064797, 373613.2996831394 197108.5808054399, 374287.1670490033 196874.1958961155, 374482.0197153334 197814.1988796646, 374774.7498672889 197784.4378274597))",FALSE,FALSE,1
201,E02004694,Basingstoke and Deane 020,4027,1092,825,756,349,85,7134,"POLYGON ((449267.8715205382 153899.7070086644, 449433.1706897001 153224.5961831618, 449157.7769682608 152771.0315815501, 449622.8358199513 149921.2438075909, 447863.3049663159 149195.5731122737, 448126.6029904082 148460.0675077567, 447769.7877569915 148428.8553456669, 447578.2962787373 147822.0537624873, 448168.1896123988 147433.9511987456, 448519.1875147509 146605.2651166669, 447942.772280998 146062.6352712561, 448071.5846591794 145781.6370790414, 448462.6827884651 145922.2419981749, 448205.9880129122 145134.539473958, 449025.2468372665 144402.6812488229, 448393.9814417203 144173.4246019424, 446159.9534983766 143022.962959074, 446091.9661970891 145366.2550541895, 444928.4493316676 146064.0751593892, 444805.5677878553 145234.0799630587, 444191.3046145034 144988.3214072782, 443145.4218817287 146369.0738566107, 440523.7053659353 147330.5253361946, 440033.4758651284 147471.1807546425, 440070.4339804649 148364.9713980006, 438838.6011364656 150184.2655003475, 437769.6662361661 150885.6383451573, 438680.9040706531 152230.1563572212, 440409.1444458394 153298.8660257363, 440767.7681714318 153909.5321157413, 440590.5782015606 155037.3108281643, 439929.4867034844 155851.0657691219, 440620.7512779713 158748.1336155538, 440275.62498752 159249.7568773632, 440373.9521143689 159803.2786983385, 440488.7539928182 160019.2712695985, 441046.5468544593 159262.8691085475, 441336.2429673013 159353.5838003421, 442242.3482637148 158268.6799271438, 442116.063063903 158039.1711433543, 444538.0951102698 156822.6114455682, 443871.9455524635 156080.1518186449, 443167.9545268222 155669.3744354062, 442915.6105567144 155931.67893057, 442515.8149121503 155514.1662818929, 442544.1101657099 154365.8528023365, 443080.1788256773 153983.0225130297, 444552.0494368944 154012.0786716395, 444757.4414905909 153116.2255763152, 445734.4627745691 153016.9351499538, 446137.7410155777 152218.5133815916, 449267.8715205382 153899.7070086644))",FALSE,FALSE,1
202,E02004698,East Hampshire 002,3946,768,571,547,357,111,6300,"POLYGON ((472720.2990213707 140048.9204681206, 471996.6170034452 139113.1335186243, 471533.1002137137 139061.0479400628, 471485.8496629693 139423.232764256, 471813.3320029483 139456.8827812207, 471594.1066234614 140238.9868543244, 472170.3036141386 140527.1320204525, 471825.4026845387 140835.3123298802, 471310.9044876659 140639.8254401899, 471368.2924576549 140909.3242740229, 472126.9652436035 141429.6041144359, 472809.4999971334 140492.1089658285, 472720.2990213707 140048.9204681206))",FALSE,FALSE,1
203,E02004699,East Hampshire 003,5851,1655,1293,1208,672,167,10846,"POLYGON ((472720.2990213707 140048.9204681206, 473293.3011761178 140413.3647881486, 472905.5845436855 139334.4825125733, 472509.0838041009 137451.4452011259, 471232.566454674 138193.4661436577, 470381.813548433 137874.3655311885, 470127.8733016151 138113.2462022754, 470636.2553712477 138852.1805448879, 469992.0731486016 139126.4792798307, 469899.263902172 139321.9824606807, 470184.4800019147 139333.9366799546, 469798.6493046047 139788.2325222898, 469938.3975917398 140235.3299459179, 469554.6089072229 140461.1670890866, 471029.3922319397 140511.9749638545, 471368.2924576549 140909.3242740229, 471310.9044876659 140639.8254401899, 471825.4026845387 140835.3123298802, 472170.3036141386 140527.1320204525, 471594.1066234614 140238.9868543244, 471813.3320029483 139456.8827812207, 471485.8496629693 139423.232764256, 471533.1002137137 139061.0479400628, 471996.6170034452 139113.1335186243, 472720.2990213707 140048.9204681206))",FALSE,FALSE,1
204,E02004702,East Hampshire 006,4959,1257,914,678,314,35,8157,"POLYGON ((481090.7075368183 136618.1580229751, 481396.0969215565 135930.1295404532, 480884.0883588231 135565.1570487752, 480582.3054343816 134636.9668981632, 479216.0774733486 134042.4941900421, 479537.2376402742 134979.1794399215, 479878.0906600763 135131.0576719608, 479771.0988256048 134809.6474634882, 480060.9934890787 134821.2809735292, 480230.8230051681 136146.0824448466, 480868.927723342 136734.4178079499, 481090.7075368183 136618.1580229751))",FALSE,FALSE,1
205,E02004703,East Hampshire 007,6175,2057,1702,1567,643,143,12287,"POLYGON ((469554.6089072229 140461.1670890866, 469938.3975917398 140235.3299459179, 469798.6493046047 139788.2325222898, 470184.4800019147 139333.9366799546, 469899.263902172 139321.9824606807, 469992.0731486016 139126.4792798307, 470636.2553712477 138852.1805448879, 470127.8733016151 138113.2462022754, 470381.813548433 137874.3655311885, 471232.566454674 138193.4661436577, 472509.0838041009 137451.4452011259, 472666.5895311899 135962.4124858694, 472317.6866444864 135095.776499705, 472877.4139867527 132622.6347421249, 473107.2000313334 132176.638435945, 473935.5250239245 132587.5320133316, 474085.424362382 132342.9636494353, 474799.8251965198 132217.8126305071, 475077.1443050185 131794.5054151402, 474746.5778510572 131287.3742532927, 474272.3184030955 131305.0029179193, 474443.6140684874 130712.3167483911, 473766.9428830142 130317.4432572582, 473643.3997781631 131166.5046857051, 473229.7990600187 131626.4205337393, 472573.6327706739 131215.5413555845, 472771.4268022882 130555.2975300966, 472066.9117854279 131033.1096509084, 471740.1191234977 130868.900188242, 470741.680858906 131203.8037812359, 470101.9063124158 131704.5624855668, 469788.5814874358 131244.3010039802, 469433.3880717224 131303.6072640902, 467556.7839672626 128748.2854821102, 466426.5856489226 127968.1064680061, 465840.0790969523 127658.9032266504, 465475.1449883446 128001.3232137299, 464471.3822952838 127853.8024210893, 463830.3806610691 128793.3796230821, 463944.316040636 129440.5336983857, 463515.8207621143 129706.1232760249, 463719.9683784225 130196.3681261762, 462643.2610166855 131442.5715114448, 462526.1861305806 132357.4858467225, 463091.6471225612 133127.9935655957, 464316.1426484967 133707.0633106646, 464552.0129720297 134435.9916801561, 465060.0657404941 134607.9538302651, 464434.8810809442 134863.9701430757, 463529.2882070552 134664.7566881193, 463760.9747497648 135138.0669195498, 463406.4998669724 138286.6610433212, 462224.093118362 137854.0442657099, 460982.7855578603 138063.3391436821, 460830.3123332345 138620.1415328985, 461838.7062675924 139500.7822509662, 462684.6223976933 140813.9271625681, 463905.0343021273 141334.0557895124, 464827.4291845688 140985.4553465436, 464590.6024047215 141903.9343800429, 464856.552073652 143307.6142141825, 465663.1310207916 143703.4074430889, 465267.3294897922 143085.0274168821, 466188.4402935731 142193.7329246046, 469554.6089072229 140461.1670890866))",FALSE,FALSE,1
206,E02004705,East Hampshire 009,5347,1380,1023,949,526,116,9341,"POLYGON ((486123.349362103 135319.9759966927, 486292.4472341511 134492.5011557841, 486968.4332962054 134503.7932439473, 487326.5660364241 133689.7271397009, 487015.7180152189 133124.4493790321, 487402.6903705467 132643.1360844679, 485503.2546247768 131823.7490093356, 484400.2183175614 130083.0289783472, 483376.8298135643 129965.3303298603, 483164.0992349358 130373.4473560418, 482978.3705967069 129763.9621065013, 482342.2809441169 129764.6518852707, 482136.4764453974 130478.1467308227, 481563.0895300093 130628.5427443246, 481275.459212441 130516.3403131017, 480444.3934556448 133652.6450444235, 480721.0594538596 133763.5918710988, 485001.399744918 135973.6988682859, 486123.349362103 135319.9759966927))",FALSE,FALSE,1
207,E02004774,Havant 013,4471,1450,1547,1428,881,261,10038,"POLYGON ((475220.5940015419 106508.0619188641, 475280.2135382402 105626.8121584381, 475277.5282645538 105643.3756674564, 475252.892442796 105712.4241436737, 475277.9006103122 105420.4074643835, 474897.0012512066 105525.0049289414, 474873.5032950797 105309.6106084264, 474753.9807285453 105274.3653968612, 474751.1750664568 105268.5560987655, 474738.0923381756 105267.6764353564, 474732.6857195051 105255.0943232216, 474728.095187493 105244.4159422699, 474699.3839565519 105278.3424523018, 473935.9002294784 105467.4040624623, 473593.7200367029 104981.7949539058, 473475.0199164464 104993.9633991814, 473271.9873259088 106157.007191511, 474035.4824289022 106395.1359950624, 473881.7120502839 107270.0701011673, 474258.6725981125 107328.5083267152, 473734.7059811467 108153.5915280329, 474777.116578516 108783.3129191506, 475648.1049498289 107724.8680779931, 475220.5940015419 106508.0619188641))",FALSE,FALSE,1
208,E02004787,New Forest 009,3260,1069,1109,1184,653,168,7443,"POLYGON ((442660.3956512406 107867.4682932745, 442390.9424156717 107568.0220539959, 442671.6837191536 107139.0086346953, 442378.0372647183 107246.974361882, 442192.609230471 106554.5465096014, 441711.9649482385 106488.292077848, 441328.7781145817 106884.9793786346, 440583.7343548444 106380.6053801306, 440059.6032313072 107060.9644848249, 441258.754705327 107338.8436067718, 441199.9296209264 108354.6988328949, 440904.5620939407 108516.9678000759, 441611.7567475092 109347.919954423, 442488.2318023299 108536.1780926586, 442260.9365848211 108220.4894020603, 442620.948568832 107906.9229183749, 442660.3956512406 107867.4682932745))",FALSE,FALSE,1
209,E02004789,New Forest 011,5779,1599,1331,1133,677,174,10693,"POLYGON ((443436.5362381825 107228.8453590299, 443045.7954572919 106731.7111782016, 442977.173203152 105601.4856388484, 442448.7882497078 105264.3424211698, 442638.1291092739 105097.0782350792, 440583.7343548444 106380.6053801306, 441328.7781145817 106884.9793786346, 441711.9649482385 106488.292077848, 442192.609230471 106554.5465096014, 442378.0372647183 107246.974361882, 442671.6837191536 107139.0086346953, 442390.9424156717 107568.0220539959, 442660.3956512406 107867.4682932745, 443144.0526348695 107383.7190141103, 443433.9877559355 107231.0580052037, 443436.5362381825 107228.8453590299))",FALSE,FALSE,1
210,E02004791,New Forest 013,3452,729,668,510,205,44,5608,"POLYGON ((442627.5666288992 103162.8282614774, 442129.6177124009 103285.5254758502, 441717.4748400307 104120.8925011672, 442347.8924385491 104459.6118849302, 443032.6932031114 103612.9948709332, 443363.7097862685 103746.0080225494, 443378.6968559006 103352.9925505966, 443812.9294757498 103711.6063656702, 445034.2062060879 102737.4135867229, 444777.5116061002 102288.2967222201, 444298.1247381918 102250.3862019302, 444115.4484039494 102885.1230897681, 442627.5666288992 103162.8282614774))",FALSE,FALSE,1
211,E02004792,New Forest 014,3909,1340,1358,1181,542,109,8439,"POLYGON ((445613.6130440988 98477.56668165172, 445413.6427098418 98588.13549269454, 445147.664304558 99773.37030826279, 444424.8471693081 100583.4827467354, 443872.6572990729 100680.8873065408, 443266.0710793317 102541.1446743921, 442954.0301470589 102171.6150926522, 442704.5550841026 102291.4266847408, 442627.5666288992 103162.8282614774, 444115.4484039494 102885.1230897681, 444298.1247381918 102250.3862019302, 444777.5116061002 102288.2967222201, 445034.2062060879 102737.4135867229, 443812.9294757498 103711.6063656702, 443378.6968559006 103352.9925505966, 443363.7097862685 103746.0080225494, 443032.6932031114 103612.9948709332, 442347.8924385491 104459.6118849302, 442638.1291092739 105097.0782350792, 442448.7882497078 105264.3424211698, 442977.173203152 105601.4856388484, 443045.7954572919 106731.7111782016, 443436.5362381825 107228.8453590299, 443792.3979401108 106919.8741459518, 443623.999658675 106793.4842301734, 444202.8071401699 106571.7662327307, 443965.50881309 106226.5786931646, 444275.0060947037 106380.2645357688, 445665.902528266 105602.0170934102, 445121.4089537425 105015.5459159297, 445738.5017865173 105420.6161954241, 445575.6049748663 104908.1272503399, 445819.5017126751 105398.4128993923, 446413.4964505112 105185.3915158068, 446953.5963049794 104425.0768324671, 446550.3997710637 104081.795234684, 446635.0011030269 103203.1990716838, 447562.9932703904 103328.7676072208, 447402.2940145765 102922.773367792, 447745.6896368946 103343.1639607814, 448041.7887916052 102988.4528615701, 447968.2902947229 102702.455113545, 447463.9935998833 102924.2723171319, 447926.0896873136 102616.8566280755, 447685.9049321663 102258.9262846578, 447571.4426708355 102111.8223487523, 447617.6243386073 102157.1727962743, 447579.78681882 102100.7865143788, 448184.3367202018 102264.3942783338, 448384.6856403393 101981.4559427356, 448246.585048033 102236.0533402536, 448370.785397332 102324.1548820871, 448126.5877285238 102345.9487760346, 448311.6832415342 102625.7549880403, 448688.381773144 102171.7614286029, 448425.3839790877 102035.1580962538, 448602.2826941544 101771.4571116727, 448919.0791144622 102500.1702733992, 448806.7779698473 101927.3601728827, 447465.2948663151 100592.7871286118, 447156.5459126058 99998.90652354501, 446480.2692860945 98698.04824685477, 445736.350771404 98468.22622846154, 445613.6130440988 98477.56668165172))",FALSE,FALSE,1
212,E02004821,Test Valley 008,2506,871,763,767,297,61,5265,"POLYGON ((448393.9814417203 144173.4246019424, 446863.6395186937 141850.247735346, 447032.4503319274 141596.3384481782, 446437.1224014061 141113.0282839783, 446469.3791783344 140192.6775918398, 445712.4100095175 140232.5080169365, 445680.1835193686 139787.5948696398, 444576.9681741176 139132.9786010615, 443631.4222678299 137634.9593703223, 444166.0098089293 136839.9347829605, 443468.8914827341 136275.3262352626, 441600.963254488 135868.6975954957, 441840.0443610277 135029.7793954677, 441290.3440817302 134763.3812017271, 441091.4392007775 135005.4934309114, 440116.2623631452 135607.1705077784, 440284.0236180637 135849.796459258, 439492.323200653 136564.1926139741, 437958.5729552986 135354.7725535586, 438951.8816360806 134409.5008569278, 437762.9896373907 134617.2442117461, 437959.7899440433 134200.3492474165, 437668.3913128844 133817.6407816472, 436366.1319749928 134331.4352711073, 435969.9531895599 133982.9276520166, 435474.7445024448 134023.5183657669, 435273.5316443117 133633.6204313913, 435217.5346753842 134551.6926487856, 436105.4132653122 134857.7445558007, 435235.1308647344 135164.0857344142, 435679.2339463963 136271.0666972917, 436468.6229840561 136659.8803286715, 436243.5037611257 136947.1760294369, 436653.3073317176 137863.9892716825, 437968.4051437957 138536.6184793308, 438147.4996709283 138919.7185472577, 437819.5053193464 139063.2783036505, 437376.1126298206 138563.2695339474, 436923.3034105195 139210.7136921739, 434712.3930695846 139168.9222706757, 433003.5122945942 138369.2178868779, 431961.1086866971 139955.3254073228, 433330.1298027157 141637.4500521476, 434104.3516776249 143334.951041961, 434519.2052574002 143159.0015333531, 435426.3939203791 143701.9137707053, 434944.4711213721 144171.3126394419, 434212.5061095346 143785.6724407247, 434263.4403671988 144084.983552534, 434814.663359368 144250.6895645549, 434787.2064637343 144555.8515737187, 435519.7795941008 144286.7902957674, 435780.1790242288 143819.4803301019, 437051.3228006545 144039.8724216559, 437779.9964686477 144601.3159544164, 438148.2313752268 144465.2401872922, 438354.1078748444 144851.8228636459, 438941.8259435305 144704.7377233456, 440344.158773213 146251.8767581163, 440231.7904346425 147117.8757527783, 440523.7053659353 147330.5253361946, 443145.4218817287 146369.0738566107, 444191.3046145034 144988.3214072782, 444805.5677878553 145234.0799630587, 444928.4493316676 146064.0751593892, 446091.9661970891 145366.2550541895, 446159.9534983766 143022.962959074, 448393.9814417203 144173.4246019424))",FALSE,FALSE,1
213,E02004822,Test Valley 009,3631,1405,1196,978,477,87,7774,"POLYGON ((431961.1086866971 139955.3254073228, 433003.5122945942 138369.2178868779, 434712.3930695846 139168.9222706757, 436923.3034105195 139210.7136921739, 437376.1126298206 138563.2695339474, 437819.5053193464 139063.2783036505, 438147.4996709283 138919.7185472577, 437968.4051437957 138536.6184793308, 436653.3073317176 137863.9892716825, 436243.5037611257 136947.1760294369, 436468.6229840561 136659.8803286715, 435679.2339463963 136271.0666972917, 435235.1308647344 135164.0857344142, 436105.4132653122 134857.7445558007, 435217.5346753842 134551.6926487856, 435273.5316443117 133633.6204313913, 435474.7445024448 134023.5183657669, 435969.9531895599 133982.9276520166, 436366.1319749928 134331.4352711073, 437668.3913128844 133817.6407816472, 437959.7899440433 134200.3492474165, 437762.9896373907 134617.2442117461, 438951.8816360806 134409.5008569278, 437958.5729552986 135354.7725535586, 439492.323200653 136564.1926139741, 440284.0236180637 135849.796459258, 440116.2623631452 135607.1705077784, 441091.4392007775 135005.4934309114, 440808.9288143085 134673.3762790241, 439894.4474556111 135430.9652040059, 439558.710265411 134900.8706473696, 439569.2843063771 133326.8460062331, 439927.4810298848 133358.3490502164, 440014.604219017 132945.7594883722, 441094.818778522 133094.4485000276, 441283.926301716 131968.9797821025, 441018.6614708391 131029.1442518274, 441423.9749085893 130983.7307721503, 441058.4337848805 129421.8614694863, 439619.3495947461 129062.2822365446, 438849.3288054436 128240.5526469604, 438386.8523839005 127872.1856143549, 438089.1452330598 128386.5836966931, 437458.9564998409 127973.2930246122, 437572.3569633445 127683.9912615351, 436861.7699340647 127538.5722974011, 436232.1613644109 126971.8861723316, 436441.6662275557 126455.2798961844, 436147.4484010506 126196.8722501677, 436589.4633242753 125432.9342614173, 436155.1519575967 125150.6594795433, 436507.0527936624 125031.4515461532, 436277.993149218 124778.5864774477, 436792.2326084729 124779.8500513099, 436703.0360093131 124299.4361335389, 435914.2787572538 124178.8455338903, 435732.4820783457 123784.5093008061, 435365.3333697802 123973.9535148908, 435157.1433013355 123629.9488132422, 435378.4199245965 123006.2339179719, 434413.347239341 124101.1576276701, 433703.9853163675 124397.3011959362, 433048.5813895273 125418.5017040522, 432787.0870657552 124872.3163881018, 432454.8883376427 125168.2918659081, 431989.4738609232 124284.8848919417, 431588.1031488636 124231.980397656, 431791.9741468069 124127.0790541752, 431529.0974442383 123766.3805770382, 430992.4639797888 123519.1421376464, 430090.2168289207 124369.9020360067, 429178.4221834506 124682.5127784242, 428922.7345158993 124477.3485593929, 428193.0336058591 125005.0198212959, 426780.7480152621 126035.142998596, 425875.0186136934 125999.4341314212, 425690.8110552526 126863.846058372, 426175.4849766697 131031.1755153358, 425496.3989384977 132601.9246791674, 426215.5959537844 133795.2888527957, 425932.6959867371 134715.6684463882, 426256.7813341593 135405.1243744953, 425249.4250041171 136294.7460614662, 423681.3027489385 136488.60447663, 423827.3056934076 137293.3166589456, 427896.3964850412 137542.6190652759, 429021.9885234862 138315.2331694326, 429376.8612675774 137637.5509620485, 431057.6133219324 140146.5413977852, 431961.1086866971 139955.3254073228))",FALSE,FALSE,1
214,E02005010,Canterbury 001,4694,1045,1007,740,378,203,8067,"POLYGON ((618214.161901206 167440.4380885202, 617796.555781442 168055.6593287264, 616744.595617398 167841.7648271174, 616714.377086215 168226.5770092959, 616714.4010252508 168263.0621061715, 617855.0644091251 168462.1748895983, 618413.551496534 168441.3689561413, 619168.2083888846 168487.9166192157, 618992.8488411324 167985.4873755506, 618462.0206912537 167451.71653212, 618410.0189841974 167862.5639459628, 618214.161901206 167440.4380885202))",FALSE,FALSE,1
215,E02005012,Canterbury 003,4809,1289,1155,1087,504,98,8942,"POLYGON ((618214.161901206 167440.4380885202, 618376.0232157132 167355.9983783038, 618090.169919667 166901.8953786092, 617614.4670776457 167019.0716228994, 616878.9052090351 166149.5171905967, 616003.662528052 166578.6397503697, 616714.377086215 168226.5770092959, 616744.595617398 167841.7648271174, 617796.555781442 168055.6593287264, 618214.161901206 167440.4380885202))",FALSE,FALSE,1
216,E02005013,Canterbury 004,4202,1338,1099,1119,533,130,8421,"POLYGON ((616714.4010252508 168263.0621061715, 616714.377086215 168226.5770092959, 616003.662528052 166578.6397503697, 616878.9052090351 166149.5171905967, 616273.7090686703 165194.2374018449, 616758.1510615372 164510.0129632406, 616196.2602743398 163738.4925905722, 615329.4088084948 163518.4725889279, 615535.4067647831 163948.0821760806, 614710.4386962496 164677.1518749355, 615055.8078142472 165131.1528356947, 614371.5825029978 165592.1149437592, 614768.1876627534 166196.0039931129, 614419.9359570984 166454.6711169353, 614547.9127011721 166981.8547082282, 614281.2666377679 166934.0366174701, 614573.772749637 167264.2426092301, 613807.7348084052 167308.3280239932, 613556.9685339951 166943.6135776316, 613904.4180806088 166867.9090940388, 613581.6326950116 166810.3491311534, 612702.5025158681 167267.5284870516, 612702.782964299 167359.6067160156, 613744.3692644094 167836.4312427282, 614646.5623510301 167740.7383298446, 615575.6520847629 167848.8452937717, 615788.1510736957 168286.8902145217, 616714.4010252508 168263.0621061715))",FALSE,FALSE,1
217,E02005014,Canterbury 005,3651,1368,1482,1440,671,172,8784,"POLYGON ((615329.4088084948 163518.4725889279, 615151.3792772954 162600.4607651592, 614368.1175400326 162836.0797210595, 613900.5043462454 162626.6399591051, 613313.8947528315 163339.0855803225, 612457.6495384658 163740.0127796547, 612518.6136483302 164416.4699810385, 612879.5360916974 165224.2451288925, 612475.9462455758 165382.0205409295, 612286.2049608545 166584.7874036563, 611809.5289393434 166595.2316671904, 612137.2069079749 167248.5306052141, 612702.5025158681 167267.5284870516, 613581.6326950116 166810.3491311534, 613904.4180806088 166867.9090940388, 613556.9685339951 166943.6135776316, 613807.7348084052 167308.3280239932, 614573.772749637 167264.2426092301, 614281.2666377679 166934.0366174701, 614547.9127011721 166981.8547082282, 614419.9359570984 166454.6711169353, 614768.1876627534 166196.0039931129, 614371.5825029978 165592.1149437592, 615055.8078142472 165131.1528356947, 614710.4386962496 164677.1518749355, 615535.4067647831 163948.0821760806, 615329.4088084948 163518.4725889279))",FALSE,FALSE,1
218,E02005020,Canterbury 011,4389,995,886,781,395,70,7516,"POLYGON ((618307.8958479698 163937.2171378954, 618932.2672732924 163366.3841206318, 619043.0170297377 162450.4441493198, 619472.6387286256 162511.3643893823, 619689.6629862485 161622.0795747578, 617963.3479115436 160277.8344511098, 618152.0344360261 159887.6444957377, 618782.9026616772 160189.126198401, 619031.4689868594 159996.3019808423, 618703.1574474896 158931.3892660721, 617960.2282756696 158547.2049539893, 617265.7936455199 159483.6318289952, 616422.6908019891 158858.3685560103, 616403.6995403277 159334.4893890935, 615976.4408374106 159287.9777767377, 616551.5491347425 160002.6993587083, 616458.3620053708 160749.2630921065, 615681.751828639 161135.4203756341, 615628.3848934359 161919.4176631414, 615053.5255042861 161803.2120959226, 615151.3792772954 162600.4607651592, 615329.4088084948 163518.4725889279, 616196.2602743398 163738.4925905722, 617270.1087691722 164172.8556039931, 617450.7498194217 163796.4677028937, 618307.8958479698 163937.2171378954))",FALSE,FALSE,1
219,E02005021,Canterbury 012,8996,825,823,917,367,63,11991,"POLYGON ((615151.3792772954 162600.4607651592, 615053.5255042861 161803.2120959226, 615628.3848934359 161919.4176631414, 615681.751828639 161135.4203756341, 616458.3620053708 160749.2630921065, 616551.5491347425 160002.6993587083, 615969.3463843137 159743.6789209954, 615009.1358017646 159983.4828957213, 614256.965109067 159554.3246957962, 613871.8749892666 158708.7542734768, 614024.0876405505 158567.5768977793, 613655.343432404 158305.8268842417, 613346.1870187091 158476.9319428554, 613732.5274738879 158028.2639061147, 613087.5934543934 157715.2895499942, 613214.9659728915 157347.6502146473, 613132.0914358019 157164.6944422444, 612214.4663118091 157195.5831119671, 610451.7066748675 155689.6936677, 607559.4321604858 156190.7108092787, 607509.3801012387 156359.290478578, 608173.3866530007 157062.8223373333, 608059.3879014516 157392.3084732285, 609720.0759778217 158140.749467566, 609566.5187329102 158624.0581532208, 609985.4463924427 160282.4948239347, 609647.9428819133 160998.2829420496, 610354.8555648536 161413.3308904646, 610203.5789166724 161828.7251672553, 610965.0810757403 162559.5510547925, 611724.7315596567 162590.4262422423, 611717.3639801928 163182.6582085225, 612457.6495384658 163740.0127796547, 613313.8947528315 163339.0855803225, 613900.5043462454 162626.6399591051, 614368.1175400326 162836.0797210595, 615151.3792772954 162600.4607651592))",FALSE,FALSE,1
220,E02005023,Canterbury 014,8400,742,554,369,231,67,10363,"POLYGON ((617960.2282756696 158547.2049539893, 617329.15942182 157853.0473503193, 616678.0557578066 157450.8690156404, 616804.0553064619 157227.5658021956, 615825.60935112 157656.7224163014, 616033.0227872393 158152.1508705282, 615259.6308252298 158036.387024974, 615019.7572625061 158362.2328513523, 614731.9493299458 158243.2019769145, 614932.4096288255 158475.1820919708, 615976.4408374106 159287.9777767377, 616403.6995403277 159334.4893890935, 616422.6908019891 158858.3685560103, 617265.7936455199 159483.6318289952, 617960.2282756696 158547.2049539893))",FALSE,FALSE,1
221,E02005025,Canterbury 016,8002,947,851,759,422,91,11072,"POLYGON ((617329.15942182 157853.0473503193, 618562.0368427816 157908.57541665, 618147.980934405 157174.2624191194, 617682.3622219234 156600.7789241408, 617896.861981308 156007.9933934582, 617472.8681336252 155270.598633826, 616239.0047415118 155200.8487730493, 615409.8628473801 155844.9911704682, 614776.1240579309 157313.3311418927, 615259.6308252298 158036.387024974, 616033.0227872393 158152.1508705282, 615825.60935112 157656.7224163014, 616804.0553064619 157227.5658021956, 616678.0557578066 157450.8690156404, 617329.15942182 157853.0473503193))",FALSE,FALSE,1
222,E02005027,Canterbury 018,2705,949,741,663,377,118,5553,"POLYGON ((622969.8161504884 155666.0889764066, 623442.6318636255 155927.4023298167, 624208.5047390341 155259.0155830138, 623872.1374422819 154561.0016709005, 622558.8802927653 151335.7408630802, 623359.685986366 151572.711151016, 624967.0780822356 150501.7502747047, 625168.2693519642 150288.3662468912, 624740.7168776025 149588.2450460273, 623475.2995772711 147656.2264185256, 623192.299124265 147577.4039414779, 622355.7808905508 148289.0148263559, 621638.0179604687 147541.0665451104, 621176.4541310869 147532.9562566922, 620749.747923162 148271.4105201667, 620455.9523421673 148251.6529099314, 620105.5630508231 146703.2027199851, 619151.5651347474 147527.3530631289, 617846.8866378192 147789.9475082344, 617954.2559764876 148744.2476464504, 617717.2693596083 148803.9451657086, 617667.7610873408 147974.4434030276, 617357.4573773885 147675.8309727722, 616533.3756666593 147859.5384908046, 616717.0722024234 150057.5786469906, 616216.8528323491 150920.2533590109, 616396.7119601159 151163.1428705631, 616027.3867697499 152386.7858935189, 616239.0047415118 155200.8487730493, 617472.8681336252 155270.598633826, 617896.861981308 156007.9933934582, 617682.3622219234 156600.7789241408, 618147.980934405 157174.2624191194, 619278.3476134348 156540.0988681232, 620295.6488058921 156992.2810125733, 620194.9022703298 156225.015712218, 619579.2210638713 155838.7982953954, 622033.2671721961 154911.8080123097, 622347.6391949333 155304.2238905445, 622734.0130256639 155218.6730632524, 622969.8161504884 155666.0889764066))",FALSE,FALSE,1
