msoa11cd,geometry
E02001583,POINT (444669.162856288 396912.4086596043)
E02001582,POINT (443243.8954728196 397291.1957104786)
E02001581,POINT (445584.0351756691 398185.5804628952)
E02001580,POINT (445514.3239699689 399256.6461818868)
E02001509,POINT (435874.9623719425 411597.7687745594)
E02001588,POINT (440359.3760236003 394383.3383784125)
E02002406,POINT (441487.2735129743 432826.5284623286)
E02002407,POINT (425805.4728995757 432866.2186798063)
E02002404,POINT (431605.3284834574 433081.7200455898)
E02002405,POINT (421315.8924036131 432976.5378577252)
E02002402,POINT (436807.7974425321 433344.4670351095)
E02002403,POINT (440429.3794945452 433123.4099222538)
E02002482,POINT (444723.6395417409 410705.6520972314)
E02002400,POINT (427520.197260607 433417.5991427096)
E02002481,POINT (447230.9905144008 410895.3568709271)
E02002401,POINT (434210.7781610978 433227.8629607421)
E02002480,POINT (446401.385425106 411364.2065400089)
E02002408,POINT (422596.3071104803 432783.8145785261)
E02002409,POINT (424853.8035277325 433088.7185263665)
E02002754,POINT (477961.2101436502 412753.8741642882)
E02002752,POINT (510732.9278418918 414777.5603724822)
E02002750,POINT (507786.2692507358 421540.9992656325)
E02002751,POINT (492473.2955743396 418745.745890432)
E02005782,POINT (421033.2601529519 508268.6425415684)
E02005781,POINT (431005.5986421995 451120.3859638586)
E02005780,POINT (429485.3900866615 453803.9907975353)
E02002666,POINT (508663.0660434366 431026.9171494163)
E02002667,POINT (511033.5713728921 430791.6241417393)
E02002664,POINT (511460.6837286173 431873.2698746542)
E02002665,POINT (506792.9223199681 431244.6212035601)
E02002662,POINT (512862.8663976425 432170.6168419908)
E02002663,POINT (508392.4546436525 431934.0598093675)
E02002660,POINT (514707.491414942 432459.5164539902)
E02002661,POINT (513935.5561581696 432290.1968230355)
E02002668,POINT (513893.7299661444 430837.0247260384)
E02002669,POINT (508056.2207687459 430599.8512617077)
E02001606,POINT (452822.2645272123 385636.3246034511)
E02001607,POINT (445978.4769539707 385480.5735386806)
E02001604,POINT (443117.6681309869 387964.2018714995)
E02001605,POINT (452199.0402475957 386890.5182796771)
E02001602,POINT (441978.3046921106 389970.5895069693)
E02001603,POINT (449265.4083531112 388793.9941049877)
E02001600,POINT (444065.4880176486 391374.4293141906)
E02001681,POINT (432211.9381897284 380364.4318225551)
E02001601,POINT (445164.5264334474 390396.1644437677)
E02001680,POINT (435468.5973294851 380664.7486785686)
E02001608,POINT (446227.7660074644 384538.8850423921)
E02001609,POINT (452282.5333601004 384240.1496495676)
E02002316,POINT (419842.5170461739 415200.2184634172)
E02002397,POINT (423301.9943616033 433777.0188824078)
E02002317,POINT (412393.6271111946 415152.0171841575)
E02002396,POINT (425842.9779407207 433815.3822611783)
E02002314,POINT (416820.547686442 415403.9517782399)
E02002395,POINT (420439.8677211283 434142.58826683)
E02002315,POINT (411113.2154868902 415453.277753801)
E02002394,POINT (432459.667693867 434376.0273250194)
E02002312,POINT (415027.0879730508 415709.8573922504)
E02002393,POINT (431432.5253423632 434306.7632983258)
E02002313,POINT (413436.3702022156 415628.9750148313)
E02002392,POINT (428920.2900979629 434213.5518831535)
E02002310,POINT (416813.6172958335 416226.7092266617)
E02002391,POINT (421708.7940567848 434603.2665613841)
E02002311,POINT (410288.8070030526 416011.3988328367)
E02002390,POINT (435409.6676842013 434703.0708439489)
E02002318,POINT (414163.3494380178 414681.2029645048)
E02002399,POINT (432893.7684265554 433532.3472897219)
E02002319,POINT (408645.5722562509 413997.8473856985)
E02002398,POINT (435540.0356388718 433606.2814443889)
E02002226,POINT (414926.6373715108 432420.3067287954)
E02002227,POINT (417305.0863834303 432038.8968901298)
E02002224,POINT (418311.5250636534 433295.3384331758)
E02002225,POINT (410133.5712358003 432886.9802186261)
E02002222,POINT (412724.3732309621 433510.384941262)
E02002223,POINT (414691.8855363121 433701.6802505677)
E02002220,POINT (418871.2568781855 433899.775881059)
E02002221,POINT (416767.2973628398 433562.0011697209)
E02002228,POINT (418755.0061235148 432110.62870675)
E02002229,POINT (412200.1198015551 431743.0576489643)
E02001516,POINT (438932.2347779144 408505.0293986266)
E02001597,POINT (453590.6820285013 392155.3842757377)
E02001517,POINT (436107.0639489212 407749.4962962716)
E02001596,POINT (447984.0958041294 392463.8412277845)
E02001514,POINT (441208.4144660414 409550.2319476326)
E02001595,POINT (451931.9957313173 392576.9089963773)
E02001515,POINT (434857.1816200239 409501.0560703339)
E02001594,POINT (443319.2428682966 392754.9536788694)
E02001512,POINT (432824.8032113002 410270.9859471424)
E02001593,POINT (441332.5677812427 392931.0567593942)
E02001513,POINT (431031.5268342295 409802.4330766245)
E02001592,POINT (440063.9100255928 393267.6707503611)
E02001510,POINT (436724.3742934486 411164.1311686618)
E02001591,POINT (444218.4990016394 393299.088597142)
E02001511,POINT (439177.3489361607 410550.0651170767)
E02001590,POINT (445213.8635355101 393436.3032455005)
E02001518,POINT (434160.1521401729 407533.1747157665)
E02001599,POINT (448653.8022591243 391779.102110278)
E02001519,POINT (437412.3618482003 407443.3609330272)
E02001598,POINT (445226.9431595923 391877.7745245299)
E02002416,POINT (438604.5135712265 430451.583463304)
E02002417,POINT (442247.1635379228 430408.9665695392)
E02002414,POINT (429826.6398550569 431563.4426248225)
E02002415,POINT (429727.1804976595 430964.2591404294)
E02002412,POINT (426356.7154782435 431756.1034762467)
E02002410,POINT (427139.4410202885 432560.701853158)
E02002411,POINT (429053.3342411298 431915.6396785137)
E02002418,POINT (441260.3002286459 430558.0592733036)
E02002419,POINT (428265.9417698086 430426.6252420491)
E02002726,POINT (518169.1632741193 414588.4588073679)
E02002727,POINT (527987.3343664373 409865.0695966245)
E02002725,POINT (464416.5396802281 421856.7775579317)
E02002728,POINT (526222.4957234631 409705.551393835)
E02002729,POINT (523895.7875587648 409903.6151030329)
E02005799,POINT (501873.065822656 489810.5606017293)
E02002676,POINT (507534.6143076398 429775.7844679883)
E02002677,POINT (511191.6219731487 429438.7223837632)
E02002674,POINT (504892.7997676269 429916.5300475116)
E02002675,POINT (508908.1741523898 429875.9948687343)
E02002672,POINT (515093.1808684058 430367.5344840364)
E02002673,POINT (511986.7834946483 430227.5245041598)
E02002670,POINT (505748.5310466343 430530.5029619876)
E02002671,POINT (512677.8584408294 430552.6563323225)
E02002678,POINT (506700.9235476324 429008.1415793911)
E02002679,POINT (505616.367388694 428704.343172417)
E02001616,POINT (435695.050710073 393363.1155377881)
E02001617,POINT (437012.1625673568 393190.337538804)
E02001614,POINT (435127.9537234497 396386.0135701941)
E02001615,POINT (433780.3582583146 394028.1311095688)
E02001612,POINT (428243.6918824614 397718.359173851)
E02001613,POINT (433882.7721310231 397170.6911491881)
E02001610,POINT (449304.3458781961 382863.7482571822)
E02001611,POINT (426672.373516809 398200.9535569122)
E02001618,POINT (430802.1596482932 392878.6767869436)
E02001619,POINT (434226.6261459414 392705.4389893996)
E02002236,POINT (414710.88591736 430482.5813357184)
E02002237,POINT (413443.2565943788 430506.0952983644)
E02002234,POINT (419265.5418151 431043.9091936204)
E02002235,POINT (416606.3873543792 430903.7950397697)
E02002232,POINT (414164.2811776756 431274.8297396074)
E02002233,POINT (415423.7061225697 431264.4027837482)
E02002230,POINT (416053.9239626334 431682.7215258316)
E02002231,POINT (413214.2113914861 431561.2692962594)
E02002238,POINT (415525.7182456872 430150.0777937275)
E02002239,POINT (418267.9760402278 430064.8184446878)
E02002736,POINT (527683.7434554499 408764.6843634784)
E02002737,POINT (528744.7008935952 408738.2671067896)
E02002734,POINT (524816.991536886 409004.9975426712)
E02002735,POINT (530052.2942599343 409114.9183591776)
E02002732,POINT (521287.4443997769 409943.1825490362)
E02002733,POINT (525827.704045989 409158.4436001398)
E02002730,POINT (529180.8223733315 409817.2246855493)
E02002731,POINT (528420.9054346795 409504.8975529109)
E02002738,POINT (523774.4597582067 408124.8934590773)
E02002739,POINT (530472.8808831359 408120.8616410852)
E02002187,POINT (417149.3178543519 444054.8410634998)
E02002186,POINT (403938.2370353254 446156.2792704623)
E02002185,POINT (416416.7264093383 446308.9618979384)
E02002184,POINT (412015.6518160733 447776.5376003212)
E02002183,POINT (407964.9466589767 449600.4376727697)
E02002189,POINT (405465.0491615454 441943.6628447877)
E02002188,POINT (408318.0291378087 442296.4002549736)
E02006814,POINT (504539.2606690703 428507.819929181)
E02006813,POINT (504778.7931536107 427232.6623404005)
E02006892,POINT (502445.4950844237 457906.1394961114)
E02006891,POINT (503471.3299924582 458072.7801103984)
E02002366,POINT (432947.4678264805 436419.8825496422)
E02002367,POINT (429666.2304575146 436556.345370949)
E02002364,POINT (435185.7574605468 436722.9814325169)
E02002362,POINT (425641.3389499387 437041.0067223929)
E02002363,POINT (430663.1670326193 437013.6814051558)
E02002360,POINT (428794.0771028575 437447.9819406548)
E02002361,POINT (431905.7529713014 437066.6278608354)
E02002368,POINT (421039.8326276902 436405.5939056197)
E02002369,POINT (434173.5845840234 436211.3641711315)
E02002206,POINT (416699.6820734154 436553.5430260027)
E02002287,POINT (423987.8410787323 422258.373599368)
E02002207,POINT (414868.0030699127 436259.8350650179)
E02002286,POINT (422893.7492128478 422497.4032618971)
E02002204,POINT (410600.7592178651 436999.073769078)
E02002285,POINT (420380.1718879624 422866.3696114305)
E02002205,POINT (403529.6413902938 437073.6054756542)
E02002284,POINT (425730.2193643769 422904.9129568231)
E02002202,POINT (414359.7473763151 437466.6785114578)
E02002283,POINT (424269.0937697801 423305.5615095387)
E02002203,POINT (415884.8969423885 437136.9425092539)
E02002282,POINT (423032.1456825713 423650.4068872861)
E02002200,POINT (413347.7615959903 437837.1116414)
E02002281,POINT (421970.2145577548 423886.4611420241)
E02002201,POINT (417931.7891387065 437457.8369691422)
E02002280,POINT (423779.4129745247 424009.1445612154)
E02002208,POINT (418087.3330177499 436287.2413288231)
E02002289,POINT (423253.5372303837 421199.2419993569)
E02002209,POINT (419015.9019046891 435789.331196147)
E02002288,POINT (425941.5361008975 421487.3479281758)
E02001566,POINT (456744.6930121683 400857.9661102213)
E02001567,POINT (455645.1165709112 400657.1017811029)
E02001564,POINT (465178.2712315796 401075.8521953059)
E02001562,POINT (461600.9828975983 401790.3871617515)
E02001563,POINT (460957.3883208694 401170.4357925185)
E02001560,POINT (457780.205244995 402758.6989164402)
E02001561,POINT (456555.6458291126 401924.8332824203)
E02001568,POINT (448290.1227084058 400350.670558092)
E02001569,POINT (447035.2393168156 400319.9483152176)
E02002466,POINT (428853.8778242519 419275.0575520698)
E02002467,POINT (434151.8452615364 419149.8217635684)
E02002464,POINT (442635.4992693532 419927.4709105805)
E02002465,POINT (432099.6562289285 419515.8554308753)
E02002462,POINT (427769.6504476636 420179.3806088778)
E02002463,POINT (430989.3800422436 419882.9606259414)
E02002460,POINT (445383.2881926974 420799.273058193)
E02002461,POINT (440767.0897013514 421146.7728107162)
E02002468,POINT (429914.4704877866 418237.9169074827)
E02002469,POINT (437982.4195037776 418026.3644762108)
E02005767,POINT (434422.1460554966 458665.847530436)
E02005764,POINT (431229.4454898247 470565.3636662071)
E02005765,POINT (439623.1587132991 466377.924653882)
E02005762,POINT (430421.1581014939 471672.026213082)
E02005763,POINT (435441.7085194198 471765.9455899624)
E02005760,POINT (450309.9408864494 464016.9544240283)
E02005761,POINT (423324.355391753 475914.076471124)
E02005768,POINT (428178.6107154682 457617.5732376641)
E02005769,POINT (435311.5863150236 457210.7369476509)
E02002706,POINT (505664.5813584572 432554.5865846521)
E02002787,POINT (457981.7346777814 451440.9515092538)
E02002786,POINT (462198.0353559111 451611.6751813996)
E02002704,POINT (518313.4221853096 435018.1574199452)
E02002785,POINT (463334.5753760573 451609.6369044649)
E02002705,POINT (503464.6104584376 432725.7360103662)
E02002784,POINT (460382.670636779 451753.9911033735)
E02002702,POINT (503922.0341276209 439426.8931541046)
E02002783,POINT (457285.127053163 452243.4439920508)
E02002703,POINT (502866.6126885401 438032.7341187692)
E02002782,POINT (455840.6724608615 454075.5019341366)
E02002700,POINT (503992.5354034836 440132.583323177)
E02002781,POINT (460928.2613798516 452980.8998700925)
E02002780,POINT (459923.3987145587 453411.6260993424)
E02002708,POINT (504430.3026335231 432615.7218140393)
E02002789,POINT (457014.6155951002 450491.7965580764)
E02002788,POINT (459156.5745688863 451305.1068724375)
E02001666,POINT (443617.6347369412 383696.9156390802)
E02001664,POINT (437941.4113925697 383969.3833431858)
E02001665,POINT (432392.2628059147 383754.6860587762)
E02001662,POINT (438841.2675469849 384629.6329648662)
E02001663,POINT (435105.262355636 384258.993450561)
E02001660,POINT (434174.7037475495 384753.9420931921)
E02001661,POINT (436022.8258044203 384740.6233298667)
E02002656,POINT (508232.7356154065 433502.7520502252)
E02002657,POINT (509711.1312120629 433261.329326161)
E02002654,POINT (506741.2923040999 433529.842641688)
E02002655,POINT (511320.3874546507 433679.1006086594)
E02002652,POINT (509511.9091749787 435149.2108261287)
E02001669,POINT (434617.7153825519 383137.7700843413)
E02002653,POINT (510233.5585312476 434051.0767926704)
E02002658,POINT (511983.3070322567 432962.3028453432)
E02002659,POINT (507120.5050318422 432766.3304670205)
E02002197,POINT (411245.2909699871 439107.1309715213)
E02002196,POINT (403302.3341782885 439038.5880568783)
E02002195,POINT (415244.1720858014 439678.128909847)
E02002194,POINT (404775.228551816 439793.6047922755)
E02002193,POINT (405743.0911971912 440012.7640335899)
E02002192,POINT (411536.0478200067 440115.4963380134)
E02002191,POINT (405187.807114771 440969.1432588615)
E02002190,POINT (406625.6738539476 441540.8865776005)
E02002199,POINT (417732.2363887476 438407.2481545989)
E02002198,POINT (415580.6739022299 438856.6260415699)
E02002376,POINT (432894.351125921 435577.0442076357)
E02002377,POINT (431745.5730258168 435610.3965383223)
E02002374,POINT (426728.218560403 435686.3802621516)
E02002375,POINT (425082.7282863139 435681.7314047205)
E02002373,POINT (427579.5289006562 435938.7149399682)
E02002370,POINT (436604.5316917558 436142.1963309594)
E02002371,POINT (430994.0291779225 435801.2135827905)
E02002379,POINT (435255.1766354639 435373.4788053791)
E02002216,POINT (415172.2512194486 434630.2375281507)
E02002297,POINT (413467.992478686 418732.313968776)
E02002217,POINT (417476.6963153625 434406.8279652114)
E02002296,POINT (420182.2068365805 419759.1645274573)
E02002214,POINT (418110.4350226058 435204.1648128806)
E02002295,POINT (416008.6070725013 419542.0803490372)
E02002215,POINT (414075.4717524959 434608.0335203045)
E02002294,POINT (424472.3122598072 420111.6903583659)
E02002212,POINT (412492.3690526834 435328.3270680016)
E02002293,POINT (422227.1913167123 420501.9082824077)
E02002213,POINT (406890.9017998187 434877.9289790685)
E02002292,POINT (416239.9745190828 420412.7116610297)
E02002210,POINT (416823.2887167641 435404.4727662515)
E02002291,POINT (419684.4855724485 420858.3281486316)
E02002211,POINT (413961.9559738578 435351.5930631227)
E02002290,POINT (420668.8555184926 421081.6286490741)
E02002218,POINT (411575.4204706025 434306.0055074317)
E02002299,POINT (414999.5820516499 418503.8898405892)
E02002219,POINT (413969.5914775071 434028.1127205275)
E02002298,POINT (424846.3819376421 418445.4964563552)
E02001576,POINT (465230.0564707853 393860.9497412537)
E02001577,POINT (459192.8183794976 393530.5310612048)
E02001574,POINT (462448.8866205345 397986.1117522862)
E02001575,POINT (461337.8293173335 397910.4081363046)
E02001572,POINT (453870.3258470696 398549.202395905)
E02001573,POINT (450601.6193186587 398370.2266174483)
E02001570,POINT (450126.1077434975 399256.4427981148)
E02001571,POINT (454346.0293636138 400137.0673718771)
E02001578,POINT (441884.4318761405 401308.1226039256)
E02001579,POINT (443743.9308563841 400286.9294032558)
E02002476,POINT (441448.685992842 414751.3882404465)
E02002477,POINT (439076.8358040575 414039.3837831244)
E02002474,POINT (432234.3236163146 415982.3456113886)
E02002475,POINT (435181.6512891048 416498.9709140764)
E02002472,POINT (427098.9009620631 416798.1466765775)
E02002473,POINT (431197.720570026 416485.9723809904)
E02002470,POINT (434104.879610533 417478.0814062143)
E02002471,POINT (444191.620500121 416613.7752979881)
E02002478,POINT (448028.3997245714 413566.1921064178)
E02002479,POINT (442946.1883390333 412876.87475788)
E02005776,POINT (445964.9175193211 455516.0075149785)
E02005777,POINT (432145.8440547892 454768.7540093726)
E02005774,POINT (432698.7962221954 455921.7516000065)
E02005775,POINT (429988.5473363869 455483.6625360392)
E02005772,POINT (435835.2126663313 456332.3789187844)
E02005773,POINT (431042.4317383528 456124.3531115366)
E02005770,POINT (430609.615710356 457106.5756650845)
E02005771,POINT (429020.437399334 456508.744147763)
E02005778,POINT (421984.0210216932 456167.0845363872)
E02005779,POINT (430415.6780306199 454369.3874313225)
E02002716,POINT (520436.4640957527 426870.4304653662)
E02002717,POINT (503548.6215561249 426854.8100764621)
E02002795,POINT (457373.7999006077 446992.3283980178)
E02002715,POINT (494781.6606636306 426956.0994812223)
E02002794,POINT (462228.7641811828 449947.2513502106)
E02002712,POINT (518965.7268030701 428868.9777090142)
E02002793,POINT (457505.5991060594 449501.3528864523)
E02002792,POINT (459528.6031502248 450143.5190362284)
E02002710,POINT (503319.202410338 429645.1063110104)
E02002791,POINT (467397.0093233502 451580.8223908013)
E02002711,POINT (502138.190341732 429476.9230129522)
E02002790,POINT (460856.6209913266 450654.8829211037)
E02002718,POINT (499051.5038905686 426982.5628069506)
E02002719,POINT (502814.8993791512 426630.0015695159)
E02001676,POINT (433932.7209894799 381850.5487133504)
E02001674,POINT (435579.7310776428 382867.5154464195)
E02001675,POINT (443277.9382272381 381949.0432361864)
E02001672,POINT (438607.3236804043 382993.8172569425)
E02001673,POINT (444382.0574637603 382779.5442921054)
E02001670,POINT (437099.5824544884 383028.1958695971)
E02001671,POINT (441814.1843585726 383040.1674052486)
E02001678,POINT (431014.191152991 380945.818253061)
E02001679,POINT (434312.3275997597 380935.6949006339)
E02006861,POINT (428716.3764978246 435681.5037287833)
E02006868,POINT (436890.7829868788 386857.134090109)
E02006869,POINT (440227.4257938914 383543.7851335469)
E02005806,POINT (503831.6052882754 484060.6833057363)
E02005807,POINT (498942.5239825241 484625.0733377986)
E02005804,POINT (504072.4026830078 487608.8066129048)
E02005805,POINT (505401.2188374901 484268.8865882836)
E02005802,POINT (503441.3223679051 488520.3573877509)
E02005803,POINT (502859.9376880337 487805.2117107827)
E02005800,POINT (504116.3638197672 489044.5236846163)
E02005801,POINT (502782.3533288217 489262.2805650146)
E02005808,POINT (511115.7558886865 480342.6457452333)
E02005809,POINT (448233.5186308466 443204.6575205922)
E02002346,POINT (425058.8562951381 439410.6456130269)
E02002347,POINT (429645.5482046431 439286.693209631)
E02002344,POINT (431340.349286115 439823.4756990486)
E02002345,POINT (427278.2172812636 439614.1019640852)
E02002342,POINT (425097.9558856388 440304.827934647)
E02002343,POINT (420840.9541182336 440018.5885067078)
E02002341,POINT (429433.22423804 440355.3818714359)
E02002348,POINT (426019.4035774218 439003.855084385)
E02002349,POINT (432495.543898827 438874.1300054148)
E02002265,POINT (394296.4831790426 423793.6391907498)
E02005750,POINT (454292.111932827 509005.2928404319)
E02002429,POINT (433552.3976548378 428430.4413137841)
E02001589,POINT (448482.3332449896 393342.7069901564)
E02006803,POINT (442654.8125159687 381076.9506945344)
E02001565,POINT (460480.6552722024 401244.9163466917)
E02002340,POINT (421122.3121535669 441165.6502513725)
E02005436,POINT (541783.1245273796 365264.8450616964)
E02005434,POINT (526116.5274616225 369484.7503620803)
E02005432,POINT (534945.7997279334 372095.6505095873)
E02005431,POINT (545518.8766020122 375824.4379574164)
E02006920,POINT (431730.1210886248 319289.6083408788)
E02006872,POINT (406564.744584943 380536.6267171914)
E02002826,POINT (438185.5930132077 330611.0171725487)
E02002827,POINT (456647.3883231709 308676.0466292661)
E02002824,POINT (434454.3503357891 331691.5254464334)
E02002825,POINT (437287.6705181311 331002.568997006)
E02002822,POINT (433671.9469919055 332414.8177569229)
E02002823,POINT (438729.6754313712 332374.6648393826)
E02002820,POINT (438004.5756949605 333343.8245084686)
E02002821,POINT (436776.5486410514 333058.7428465079)
E02004087,POINT (447965.5917325777 334866.6426694811)
E02004086,POINT (442190.5395834642 334762.2080872233)
E02004085,POINT (447515.3275348186 336506.7755176652)
E02002828,POINT (461318.0445094182 308072.5071916071)
E02005897,POINT (465058.9890001031 359035.7719535156)
E02004084,POINT (445484.1364993799 340284.6446871735)
E02002829,POINT (458214.371197681 307636.1300770039)
E02005896,POINT (483287.4444758719 361606.4582003675)
E02004083,POINT (447155.3259722057 340580.0791817079)
E02005895,POINT (475990.206925254 363999.1861765863)
E02004082,POINT (443185.9668653932 341663.8398952874)
E02005894,POINT (461556.8145109122 365761.0903919258)
E02004081,POINT (437736.2610652117 341449.3028351161)
E02005416,POINT (460916.5989669632 298162.7022911644)
E02005496,POINT (495216.7285249897 389772.1964803779)
E02005417,POINT (539969.7949991322 347951.6235359848)
E02005495,POINT (481337.9048757758 390238.2426060465)
E02005414,POINT (460297.9843140444 299093.4441030142)
E02005415,POINT (458876.5055188406 298500.6429931393)
E02005493,POINT (485100.5905018943 395666.5440036667)
E02005412,POINT (462526.4897122182 299956.3865062175)
E02005499,POINT (501646.4102257665 379999.9189961058)
E02005418,POINT (531831.2819217972 344457.1005393481)
E02005498,POINT (485834.5575273861 381805.4300727605)
E02005419,POINT (532913.6557631517 344162.7644157383)
E02005676,POINT (474873.3687777199 258617.3554370843)
E02005674,POINT (476550.4678137025 260808.1912760918)
E02005675,POINT (473640.5487650719 259114.3479176618)
E02005672,POINT (476005.4706762015 261137.1250118397)
E02005673,POINT (473843.720889678 260862.9348102688)
E02005670,POINT (475118.616123717 261331.8136737334)
E02005671,POINT (476953.7379876277 261277.647050788)
E02005678,POINT (472668.5319079796 259046.7807711877)
E02005679,POINT (475178.5692238672 257164.1518263364)
E02006906,POINT (450406.9788093169 343346.2941640695)
E02006904,POINT (457689.6398673928 339474.0491018789)
E02006905,POINT (457208.4921072323 338476.5688768094)
E02006903,POINT (459288.5973825393 380594.1641041009)
E02005866,POINT (461652.3373471113 349410.681875436)
E02005864,POINT (450048.3614901167 334772.5651053481)
E02005865,POINT (456022.9256809269 354426.6453478648)
E02005862,POINT (450885.2426467912 335941.200490646)
E02005863,POINT (451789.648069662 335964.481214568)
E02005860,POINT (453079.9799339847 336803.8779722052)
E02005861,POINT (453631.4835090672 336058.5952434686)
E02005868,POINT (458839.9145881544 346322.5327424353)
E02005869,POINT (459095.1874901489 345601.7291616653)
E02006850,POINT (458595.9895500906 303612.0787965474)
E02006851,POINT (458906.4136643466 304302.370596297)
E02002806,POINT (433789.7910495847 336437.4621183183)
E02002887,POINT (452976.3418852732 341195.1771527557)
E02002807,POINT (438483.4794146253 336284.9543573498)
E02002886,POINT (454618.6410859802 341265.9036670011)
E02002804,POINT (432288.6024982829 336687.7668546936)
E02002885,POINT (455702.1468513198 341350.0756095954)
E02002805,POINT (440387.4911127608 336460.7111597437)
E02002884,POINT (456379.6715340842 341771.8583690196)
E02002802,POINT (436912.4252353201 337244.7927788836)
E02002883,POINT (458789.6540936696 341765.8265053624)
E02002803,POINT (434822.4809299859 336913.7432376191)
E02002882,POINT (457384.4565238038 341935.1983814275)
E02002800,POINT (434563.0807684384 337740.3810247971)
E02002881,POINT (452023.3120645433 342184.4703536931)
E02002801,POINT (438060.4112927481 337639.8720691025)
E02002880,POINT (453697.2309661789 342420.1330864711)
E02002808,POINT (434432.3902340157 335697.3836232462)
E02002889,POINT (456486.0207459684 340621.5425190738)
E02002809,POINT (440376.4505232777 335556.6350803231)
E02002888,POINT (458474.3124023003 340926.7318469863)
E02005646,POINT (488588.9914422837 278085.8932809952)
E02005647,POINT (487217.5716430168 277250.6730470025)
E02005644,POINT (487149.8726511218 279109.1025325819)
E02005645,POINT (486327.6834512091 278432.1260765361)
E02005642,POINT (486880.7129225242 280360.803744179)
E02005643,POINT (487821.0343103215 279518.0860019254)
E02005640,POINT (480306.473921926 283443.3139546564)
E02005641,POINT (481784.8154331634 281152.9231979682)
E02005648,POINT (489110.1887685489 276798.3358361966)
E02005649,POINT (489114.191562433 274807.5817300642)
E02005920,POINT (455349.2942775605 326261.9903998712)
E02006911,POINT (463122.8107770891 300627.9577248665)
E02006919,POINT (429446.3844775385 318473.5344494847)
E02004066,POINT (439429.7488092139 369765.8579354357)
E02004067,POINT (437909.8850122809 369596.5665582113)
E02004064,POINT (437766.669438989 371152.1661986534)
E02005876,POINT (461913.0185075382 342240.819286325)
E02005877,POINT (459785.4569602922 341819.4448826856)
E02004062,POINT (435789.7164460681 372384.0377711249)
E02005874,POINT (459613.8854741446 342989.9602536293)
E02004063,POINT (436626.2915670278 371348.1854596401)
E02005875,POINT (460845.3496301869 342675.4481069078)
E02004060,POINT (442219.3670241878 373009.5677488669)
E02005872,POINT (464149.11085594 344125.9396132592)
E02004061,POINT (437788.7564860852 372610.0368557075)
E02005873,POINT (458801.4310434341 344147.6874829508)
E02005870,POINT (457916.9891816732 345331.5640127396)
E02005871,POINT (459936.3548269253 345294.7930967296)
E02004069,POINT (422706.5771045735 372281.3720831348)
E02005878,POINT (460919.0336976859 341244.4045102203)
E02005879,POINT (462049.2221319401 340929.8219541055)
E02006820,POINT (454329.7026455836 305905.2219371985)
E02002816,POINT (432248.8404975844 333543.8333779082)
E02002897,POINT (451768.108627565 339310.9369867743)
E02002817,POINT (433552.8399167386 333547.4398121629)
E02002896,POINT (458781.8434031458 339726.7207705613)
E02002814,POINT (430945.7282102738 334284.8336173315)
E02002895,POINT (456130.9527369022 339921.0234531828)
E02002815,POINT (434892.2081914135 334164.1878415823)
E02002894,POINT (453489.7723573798 340239.4092974478)
E02002812,POINT (433485.3796522367 334762.4427281462)
E02002893,POINT (455327.8566293648 340365.0197796372)
E02002813,POINT (435589.7449275837 334665.7502667402)
E02002892,POINT (451366.1277637102 340476.9830972804)
E02002810,POINT (430842.8966368921 335311.7369923297)
E02002891,POINT (459793.3485322917 340596.5249263028)
E02006828,POINT (445720.1341255689 343120.5359446853)
E02002811,POINT (434862.4544390789 334853.0512327835)
E02002890,POINT (457573.2030262798 340536.504797293)
E02002818,POINT (434719.385698432 333398.3760132717)
E02002899,POINT (453604.8067873588 338319.4056712242)
E02002819,POINT (438957.601460789 333305.1810250011)
E02002898,POINT (455548.7209573718 339195.367463441)
E02005366,POINT (454952.5678558502 308884.1432193557)
E02005364,POINT (459380.0341693814 309471.8831636619)
E02005365,POINT (461468.5115449859 309120.010584247)
E02005362,POINT (462985.771748971 311254.5093222591)
E02005363,POINT (459046.9965854004 309623.4418833838)
E02005360,POINT (454549.9019417712 312594.8680738644)
E02005361,POINT (461901.4329251811 311297.8731876313)
E02005369,POINT (467774.4341497744 294510.1735203121)
E02005467,POINT (535836.2318738075 324881.8229522671)
E02005465,POINT (522517.0812534317 332813.5269319338)
E02005460,POINT (504329.8060237987 351127.0117530723)
E02005468,POINT (531009.2166652166 324047.7907589876)
E02005469,POINT (523611.8601298485 325233.4977221292)
E02005700,POINT (485425.1733335013 264031.2018581129)
E02005701,POINT (491062.6970576274 263092.0739842723)
E02005656,POINT (480242.1340642485 263540.9991512597)
E02005657,POINT (474650.6900817897 263366.5391308523)
E02005654,POINT (480981.9992334132 264227.1556043889)
E02005655,POINT (478263.4634549748 263680.77401827)
E02005652,POINT (474624.2620965049 264365.5489218594)
E02005653,POINT (479511.6643844604 264326.7644273976)
E02005650,POINT (475646.5828550969 264511.5614727787)
E02005651,POINT (477672.8010031169 264378.1308158725)
E02005658,POINT (475592.185662817 263160.0881338923)
E02005659,POINT (478473.5123022398 262610.7634295817)
E02004126,POINT (429566.9115746798 319416.7528241024)
E02004124,POINT (430017.8650051804 320801.8654140617)
E02004125,POINT (428698.6204846984 320594.3417052291)
E02004122,POINT (430435.2036562651 326835.5052700937)
E02004123,POINT (438363.2811241316 325391.0381629647)
E02004120,POINT (433361.2145422472 330835.9457107121)
E02004121,POINT (441230.2193504253 329716.0646220581)
