msoa11cd,geometry
E02005068,POINT (577138.2912035894 161583.7778541375)
E02004826,POINT (430598.556870054 120331.6886621739)
E02005069,POINT (576813.8214541699 156899.421919864)
E02004827,POINT (442012.6104142026 120637.7004740369)
E02004824,POINT (435563.9116109012 121259.0295950006)
E02006879,POINT (622858.8330642525 136153.4527949161)
E02004825,POINT (438968.4550348653 120119.9103044588)
E02004823,POINT (436688.6501791913 121825.9360191324)
E02004820,POINT (428149.8711377304 143428.5521527574)
E02004828,POINT (438195.6454010532 116702.4122564715)
E02004829,POINT (447161.1592318189 136356.9730477495)
E02006366,POINT (514750.2480973953 156153.8378780969)
E02006367,POINT (513102.3106146138 155117.1761931537)
E02006364,POINT (516379.3828440007 157474.2708059881)
E02006365,POINT (517213.915373141 156444.8648491883)
E02006362,POINT (518768.7965384289 158693.8545835417)
E02006363,POINT (517713.7357461621 158332.7831347526)
E02006360,POINT (498886.4649316184 146781.1742092059)
E02006361,POINT (507642.6464807665 146995.2690944674)
E02004356,POINT (561849.4781346495 103488.0312921129)
E02006368,POINT (513810.3874135602 154264.9274429106)
E02006369,POINT (520101.1184752013 150229.1648195332)
E02003387,POINT (446087.9028405722 165312.1692595278)
E02003386,POINT (447102.8664888545 166288.3111090318)
E02003385,POINT (447696.2079610491 166654.2140291963)
E02003384,POINT (438977.0070956391 166647.5064810762)
E02003383,POINT (452304.4751353753 167308.0822754523)
E02003382,POINT (451715.0835947396 167596.9405727378)
E02003381,POINT (465523.5069707138 167263.3700242919)
E02003380,POINT (450641.1325884564 167560.8638098778)
E02004358,POINT (563064.3962772551 102684.5675008714)
E02003389,POINT (472771.8380461033 176435.7679189213)
E02003388,POINT (465061.1543352163 164790.5844654559)
E02003566,POINT (446212.0168123723 113455.932108379)
E02003567,POINT (439017.1141847791 113300.2974306629)
E02003564,POINT (445269.6543652281 113799.5887529463)
E02003565,POINT (442343.8448255645 113577.6190394132)
E02003562,POINT (444121.294717719 113829.462671247)
E02003563,POINT (439493.1227872128 113774.2469879448)
E02003560,POINT (437820.3258280577 114054.061187081)
E02003561,POINT (443089.6474028623 114029.0097533197)
E02003568,POINT (441159.9965016299 113184.2587949825)
E02006556,POINT (495622.473978775 100129.5270522359)
E02003569,POINT (440494.5544172107 112721.4618869887)
E02006557,POINT (492671.3457772482 99839.8859741507)
E02006554,POINT (497336.4151159882 100466.3404614643)
E02006555,POINT (493523.6663709853 100284.6232277111)
E02006552,POINT (502893.9388395748 101970.7028757933)
E02006553,POINT (492442.8646241846 100836.5102625971)
E02006550,POINT (503775.9291651854 102331.0520831807)
E02006551,POINT (505830.4890008879 102067.5542979085)
E02006558,POINT (493239.12523917 99137.21869709343)
E02006559,POINT (491297.7084927773 98973.29445343791)
E02006466,POINT (501020.3315398272 157114.285724247)
E02006467,POINT (496214.3957071225 157257.6289181763)
E02006464,POINT (497522.4081707977 158021.2180341279)
E02006465,POINT (499404.466836525 157744.1311747294)
E02006462,POINT (496660.2519720893 158530.7459953562)
E02006463,POINT (500035.8265117355 158440.4936725242)
E02006460,POINT (498196.9476653969 158807.7000637657)
E02006461,POINT (501776.7541490294 158778.7763503417)
E02003406,POINT (472161.6240478097 169420.6934420526)
E02003487,POINT (485065.0867363944 233648.2300952384)
E02003407,POINT (495014.75329336 182599.4192624472)
E02003486,POINT (483822.0004334194 234254.5877248177)
E02003404,POINT (472804.8661724275 171366.7349159482)
E02003485,POINT (485809.6032330976 234763.385993237)
E02003405,POINT (472098.3340516213 170763.1350453171)
E02003484,POINT (484746.1439901828 235405.8317580455)
E02003402,POINT (471969.0890903313 172406.4159147718)
E02003483,POINT (483067.6963627991 235216.3371789964)
E02003403,POINT (468793.0772148634 172029.8703852078)
E02003482,POINT (492254.2349988344 236010.5039961528)
E02003400,POINT (473289.8442019509 172741.8640615325)
E02003481,POINT (487257.1506217461 236238.7867251007)
E02003401,POINT (470321.0727079452 172515.0692858223)
E02003480,POINT (490028.2156423426 236284.1428831884)
E02003408,POINT (496126.4690646331 181846.7216417071)
E02003489,POINT (485732.8956283595 233216.2723242462)
E02003409,POINT (493896.810836406 181599.240518209)
E02003488,POINT (487528.2387328941 233499.9215415134)
E02004766,POINT (468035.971114239 108716.2773791616)
E02004767,POINT (470434.5420771685 108603.1410914648)
E02004764,POINT (467963.5081752698 110801.8737465073)
E02004765,POINT (469323.9171262588 109834.9641094758)
E02004760,POINT (480378.9500446133 151397.9542141825)
E02004761,POINT (473553.7257746464 150387.3045385515)
E02004768,POINT (468836.7345295545 108488.7625242316)
E02004769,POINT (471304.6950633817 108524.2772293588)
E02003666,POINT (482134.7896636972 213971.8845278837)
E02003667,POINT (480467.3475840189 213494.0131066662)
E02003664,POINT (481308.3572604274 214705.9741723782)
E02003665,POINT (483380.9658334931 213980.9076835474)
E02003662,POINT (482461.9496998895 215063.2138606467)
E02003663,POINT (480092.730507023 214941.3829378469)
E02003660,POINT (493820.9889297323 216346.3459365282)
E02003661,POINT (466743.9479880921 216118.1453620514)
E02003668,POINT (483829.0908303934 212840.4635511283)
E02003669,POINT (481691.7498480581 212805.0924116873)
E02004687,POINT (460707.676089559 151428.0563124265)
E02004686,POINT (463114.394808416 151821.6102252221)
E02004685,POINT (464406.5451507426 151846.3436573822)
E02004684,POINT (461440.2825353983 153166.8804934669)
E02004683,POINT (463720.1527248946 153231.1388333482)
E02004682,POINT (465685.525941014 153831.8160011301)
E02004681,POINT (463879.2618783152 154261.9563409438)
E02004680,POINT (466090.3005932251 155603.7728078488)
E02004689,POINT (457668.0883327401 150483.2993983715)
E02004688,POINT (461850.2854138158 151263.8279408983)
E02005946,POINT (455654.835409337 207122.8910937955)
E02005947,POINT (451407.8763955869 206508.0594120737)
E02005944,POINT (455252.960889794 207838.6070626874)
E02005945,POINT (453912.8969742716 207175.4146742575)
E02005942,POINT (450698.4238087948 208135.5896308806)
E02005943,POINT (452750.0549642572 207877.8982294508)
E02005940,POINT (449998.5790229414 210097.4527432348)
E02005126,POINT (589648.7594422328 163466.7161759508)
E02005941,POINT (450745.8048132216 209537.6476332046)
E02005127,POINT (590626.299504546 162421.2357118166)
E02005124,POINT (591229.1390521112 163660.2616783411)
E02005125,POINT (592070.0875289289 163555.0211526182)
E02005122,POINT (585075.3774986271 165900.1480192205)
E02005123,POINT (589441.0421913955 164530.7578902652)
E02005120,POINT (599285.0385752376 171245.0345040932)
E02005121,POINT (590727.6162452374 166091.8905519635)
E02005948,POINT (450368.2785976209 206482.9083614387)
E02005949,POINT (454759.4289983682 206106.576665661)
E02005128,POINT (600666.5638100901 161307.7131167654)
E02005129,POINT (601851.8171462336 161195.1032159369)
E02005076,POINT (575688.8451462263 154594.246957707)
E02005077,POINT (577474.7806659545 154108.6285387334)
E02005074,POINT (579294.7628196822 154993.9485942927)
E02005075,POINT (573626.4478912411 155059.2572997323)
E02005072,POINT (578350.6218311643 156023.1224779251)
E02005073,POINT (575281.0576698214 155315.0026163194)
E02005070,POINT (574245.5535666184 156652.2054330071)
E02005071,POINT (576083.7616206998 156564.3710104942)
E02005078,POINT (587785.7823200539 152821.7253058136)
E02004836,POINT (446792.157785215 128555.2334631015)
E02005079,POINT (576442.9941575764 153251.1891867257)
E02004837,POINT (446158.500116366 127776.0116527555)
E02004834,POINT (449049.8742896168 129510.0224796854)
E02004835,POINT (447928.330183697 129553.9224621695)
E02004832,POINT (458586.4867735171 131955.8485964664)
E02004833,POINT (447004.2301016514 130235.5030264686)
E02004830,POINT (449249.4905939599 133486.3585083844)
E02004831,POINT (446558.4887515584 131489.123040113)
E02004838,POINT (447933.2093473204 122447.3984374384)
E02004839,POINT (459744.2884640874 116833.2888975803)
E02006376,POINT (525445.2975975629 159890.6940877039)
E02006377,POINT (523239.9909568612 158508.8865529607)
E02006374,POINT (520920.6355027069 142793.3622574839)
E02006375,POINT (523888.4902538792 159814.0541516369)
E02006372,POINT (517173.3687292759 147581.0259298096)
E02006373,POINT (514420.4626987795 143568.3252438917)
E02006370,POINT (516711.0601532288 150030.0815541738)
E02006371,POINT (516524.6898294179 148897.1042638099)
E02006378,POINT (527877.8294407573 158347.2913074042)
E02006379,POINT (523193.8959467298 157434.9829550516)
E02003316,POINT (577801.019787112 172709.5237187773)
E02003397,POINT (467313.9207590974 173317.7693847657)
E02003317,POINT (574334.5905893949 170719.6085577561)
E02003396,POINT (469165.5352697018 173377.8650894345)
E02003314,POINT (583341.848931663 176209.9858600762)
E02003395,POINT (470072.9062216766 173634.5966488331)
E02003315,POINT (573844.3434940255 174007.3016621245)
E02003394,POINT (468209.5853145528 174114.3124101583)
E02003393,POINT (466843.2930110176 174211.654777301)
E02003392,POINT (472229.9520280596 174721.176249382)
E02003391,POINT (471623.5978566714 175578.453963531)
E02003390,POINT (470436.7015261036 176024.0875060758)
E02003318,POINT (572742.0756207199 169831.8362333328)
E02003399,POINT (471258.3023341895 173170.0713077745)
E02003319,POINT (573706.022500101 169733.6090275238)
E02003398,POINT (473234.6371074851 173360.2910641549)
E02003576,POINT (444425.9854055705 111576.6457615597)
E02003577,POINT (442537.8851659573 111394.7392900728)
E02003574,POINT (446002.9128915248 111779.0165593528)
E02003575,POINT (446858.5812654057 111595.1718185872)
E02003572,POINT (444608.4474751734 112589.5337448063)
E02003573,POINT (446745.7283043622 112517.5640528616)
E02003570,POINT (442630.2452098913 112616.3754360807)
E02003571,POINT (441552.3580691793 112741.5773589572)
E02003578,POINT (445413.7257302444 111400.1605022541)
E02003579,POINT (444126.5503199003 110641.0010088738)
E02004422,POINT (563287.495668988 104512.0132571212)
E02003416,POINT (500903.9865641595 179595.6029104906)
E02003497,POINT (528510.8426989128 106943.5796414722)
E02003417,POINT (498441.91638768 179333.8998070412)
E02003496,POINT (527251.013403717 107190.9024570841)
E02003414,POINT (495460.934918342 179872.3069836835)
E02003495,POINT (525174.5838204523 107267.2059882208)
E02003415,POINT (496936.0940640803 179739.5921179421)
E02003494,POINT (530979.4337541945 107712.6431238278)
E02003412,POINT (494269.2947671572 180619.8178274286)
E02003493,POINT (529812.6868333428 108189.0179004027)
E02003413,POINT (498100.3742014209 180498.1622128934)
E02003492,POINT (533599.7900131794 108372.2254747027)
E02003410,POINT (497034.1718046643 181390.5880322129)
E02003491,POINT (531254.8050976177 108801.6456615686)
E02003411,POINT (499001.8866989538 180949.8606832814)
E02003490,POINT (487744.9919452004 232203.0286168618)
E02003418,POINT (500500.6058945189 178966.0339535873)
E02003499,POINT (533496.8414083875 106649.7469669092)
E02003419,POINT (501440.7443712032 178563.1333854093)
E02003498,POINT (532167.1241955108 106597.1750976151)
E02004776,POINT (471557.3247119578 100322.1227537908)
E02004777,POINT (471859.3098131794 99159.65927714086)
E02004775,POINT (472243.2442222215 106457.7826153614)
E02004772,POINT (467798.00116153 107353.8203608671)
E02004770,POINT (472491.2514128901 108163.9619676161)
E02004771,POINT (471164.7430485053 107655.0134101958)
E02004778,POINT (473395.3841917008 98823.75272467642)
E02004779,POINT (414571.5680195586 114769.7460741357)
E02006790,POINT (536441.8828176542 158565.4682142127)
E02003676,POINT (493884.1484347259 203314.4393347339)
E02003677,POINT (495659.0769729714 202827.8137709279)
E02003674,POINT (469210.3134546976 208961.5082546329)
E02003675,POINT (486939.3947258764 208349.1858898264)
E02003672,POINT (486126.2934698339 211216.7252133038)
E02003673,POINT (474479.9228928938 209045.206483973)
E02003670,POINT (482676.0871876731 212277.1379469848)
E02003671,POINT (481532.0576165579 211743.5149643066)
E02003678,POINT (496683.6313000941 202589.0457418291)
E02006626,POINT (510988.2887453053 103733.5296231405)
E02003679,POINT (496391.5380505208 201071.6560439832)
E02006627,POINT (512535.6714180845 103809.8325539011)
E02006624,POINT (514025.0775961418 104528.3293671369)
E02006625,POINT (515089.7045369757 104341.2775174827)
E02006622,POINT (513010.0683565988 104909.6673314402)
E02006623,POINT (511787.0133813359 104895.4465647908)
E02006620,POINT (530626.866462348 115721.0105499433)
E02006621,POINT (512453.1164134851 106340.1570498013)
E02004697,POINT (476451.9771163573 142430.3721840534)
E02004696,POINT (451609.6820927847 149418.2603519647)
E02006628,POINT (514140.6322447785 103525.2983490678)
E02004695,POINT (460722.0752053675 148403.3120415396)
E02006629,POINT (516100.9623184043 103350.1538551956)
E02004693,POINT (461485.4267067373 149594.5091639234)
E02004692,POINT (460201.6421860986 149834.3104414649)
E02004691,POINT (467054.3260411939 152069.89439699)
E02004690,POINT (462715.6772277484 150157.9615208088)
E02005956,POINT (455432.9761309238 203023.9036248631)
E02005957,POINT (455623.0458421159 202290.3335241091)
E02005954,POINT (453904.4951006108 203946.3090765396)
E02005955,POINT (453723.237835941 203089.162093286)
E02005952,POINT (454670.137859034 204808.9371488491)
E02005953,POINT (452909.4002832674 204848.1157024301)
E02005950,POINT (452873.4753408581 205641.0655641888)
E02005951,POINT (451486.6540827893 204933.568535022)
E02005136,POINT (633740.6341363423 169890.8630224408)
E02005137,POINT (637502.8821663032 169727.2943131254)
E02005134,POINT (635454.8069246314 170239.1890019224)
E02005135,POINT (636186.8217704643 170131.4564471414)
E02005132,POINT (636257.7112434546 171055.9595534018)
E02005133,POINT (638255.1194722556 170750.1009000747)
E02005130,POINT (595666.9862107264 162126.2065839684)
E02005958,POINT (471212.3950559756 206105.4655672545)
E02005131,POINT (606164.5948483631 159158.8481883511)
E02005959,POINT (457731.6334552083 205216.8190290375)
E02005138,POINT (632139.1545589913 169660.7390421803)
E02005139,POINT (629955.7584719704 169250.113217199)
E02005047,POINT (636842.1993340504 150985.5962558924)
E02005044,POINT (637600.9601804024 152248.9806061403)
E02006536,POINT (518077.6969553586 105503.7682693433)
E02003549,POINT (442184.9608584038 116143.8032518875)
E02006537,POINT (523667.7279704796 105404.74842898)
E02006534,POINT (524210.0401774945 106082.9519965243)
E02006535,POINT (521954.0419459308 106061.0882383996)
E02006538,POINT (521701.0701659814 105085.9106313921)
E02006539,POINT (517065.051244584 104945.2475632003)
E02006446,POINT (501634.5757247371 144700.3782477861)
E02006447,POINT (482840.9171689853 144446.5280182559)
E02006444,POINT (483723.1427429857 145423.3465314838)
E02006445,POINT (497087.8634640494 144608.7300546212)
E02006442,POINT (484910.609409545 145806.0647063486)
E02006443,POINT (497546.008552901 145423.7720803574)
E02006440,POINT (484016.5286675814 149022.1151074664)
E02006441,POINT (483982.9080868308 146984.4691898635)
E02006448,POINT (496598.5773022274 143084.410056559)
E02006449,POINT (494068.3426944712 142186.8318925246)
E02004746,POINT (456901.5254588939 100511.1074395762)
E02004747,POINT (459899.7241926919 100409.6526188454)
E02004744,POINT (458578.7777622832 101167.7296503918)
E02004745,POINT (460477.1808114391 101010.8220516699)
E02004742,POINT (458531.3281534613 102509.4039272073)
E02004743,POINT (460277.1567392241 101702.5666739251)
E02004740,POINT (454782.414586552 102674.3198161511)
E02004741,POINT (458053.551626755 103515.9301894018)
E02004748,POINT (461327.0221132757 100020.2828101398)
E02004749,POINT (459526.2726823826 99305.90227327775)
E02006632,POINT (512870.0904128937 102644.9352137937)
E02006633,POINT (511322.7595940033 102564.3333359209)
E02006630,POINT (513850.94195056 102822.2859133824)
E02006631,POINT (514934.8339450095 102808.8859491907)
E02005926,POINT (444972.8517598267 239580.4296981193)
E02005927,POINT (446158.1904125607 239384.73852144)
E02005924,POINT (446350.7701910116 240953.5300180621)
E02005925,POINT (443926.079143986 240724.3946708599)
E02005922,POINT (444151.1405144506 242134.9518012893)
E02005923,POINT (444757.5005287661 241093.7175307199)
E02005107,POINT (620820.6272168201 136519.6008309837)
E02005104,POINT (623173.998247826 137377.9740995561)
E02005105,POINT (622951.1226148746 136798.1135465286)
E02005103,POINT (621213.7246417324 139644.1040666303)
E02005100,POINT (544167.1190548106 146677.0411043457)
E02005101,POINT (551182.4082259396 144667.489027784)
E02005929,POINT (438238.873285418 235550.5743569964)
E02005109,POINT (616461.6441722519 135384.2435655496)
E02005056,POINT (564584.3070662349 173899.0498291083)
E02005057,POINT (566267.7868351312 173571.7456395975)
E02005054,POINT (629208.175962321 140974.7713098215)
E02005055,POINT (562863.4619968785 173945.9283386538)
E02005052,POINT (631676.182977153 142199.2240911043)
E02006824,POINT (489337.0128212995 195576.2749849392)
E02005053,POINT (630996.6246369558 141237.921349745)
E02005050,POINT (629536.2403455672 144032.6121994632)
E02006822,POINT (470179.8381751053 106958.0433981431)
E02005051,POINT (630731.4607324053 142758.4659942558)
E02006823,POINT (491121.7017956178 195969.1412937904)
E02006821,POINT (468040.7189514351 105621.4991173851)
E02006006,POINT (428046.2174855238 206517.2969949595)
E02006007,POINT (432046.2129306585 203310.9290105085)
E02006004,POINT (426143.4074569854 209013.9605405859)
E02006005,POINT (428170.3008628287 207852.1409850292)
E02005058,POINT (563667.6902473528 173192.8283584452)
E02006002,POINT (435032.030391283 209634.7859332266)
E02004816,POINT (437324.2848040439 145949.7126347894)
E02005059,POINT (564868.4513282627 172922.7911634308)
E02006003,POINT (442968.0774414056 209501.7456829128)
E02004817,POINT (435879.3749713099 146050.6429922722)
E02006000,POINT (436387.8985914291 210356.9145691554)
E02004814,POINT (435598.6566915676 147394.8537552204)
E02006001,POINT (434092.8789261642 209607.0373063135)
E02006829,POINT (470328.2718973605 112127.303373428)
E02004815,POINT (436730.312906143 147182.6380608237)
E02004812,POINT (486855.9735378781 149752.4623999138)
E02004813,POINT (487635.6336372405 149475.0800040698)
E02004810,POINT (487704.7890380907 150672.1433111741)
E02004811,POINT (485714.0191892213 150319.1195959676)
E02004818,POINT (434408.9692375485 145354.4705229958)
E02004819,POINT (435899.6516868406 144922.2053081157)
E02003366,POINT (485171.597454494 161351.5652277756)
E02003367,POINT (447990.9775627746 177593.3619904263)
E02003364,POINT (485041.4702826919 162586.6297785592)
E02003365,POINT (483726.6738583286 161821.7243461069)
E02003362,POINT (486290.5034532493 166535.4328013128)
E02003363,POINT (483622.3458644891 163624.6765299892)
E02003360,POINT (485395.7167457994 167350.5280557012)
E02003361,POINT (487159.0997785569 167090.8211501992)
E02003368,POINT (432935.6766895512 178690.3528369166)
E02006356,POINT (499993.5049066556 150016.2130902568)
E02003369,POINT (461970.4932713488 176693.4359337855)
E02006357,POINT (488964.2667153323 149694.7682062755)
E02006354,POINT (501559.9093075644 150783.1303420147)
E02006355,POINT (497422.712916826 150369.3740353882)
E02006352,POINT (498028.83752858 151399.2917450435)
E02006353,POINT (489301.1174193451 150867.0992612241)
E02006350,POINT (499473.6154392636 151837.418914204)
E02006351,POINT (502157.2859713619 151583.8987787011)
E02004387,POINT (544020.5575599392 101263.9426600708)
E02004386,POINT (544714.4264906496 101242.9997687272)
E02006358,POINT (498584.6093262577 149736.9666936596)
E02004385,POINT (540947.9799068434 101822.5056982085)
E02004384,POINT (539772.4393915297 101913.9089944078)
E02004383,POINT (540619.4078451407 110043.9500226118)
E02004381,POINT (541387.559043023 110597.7587400929)
E02004380,POINT (535497.5672877524 116133.1702393013)
E02004388,POINT (541825.2641690198 101028.5055295552)
E02003556,POINT (444711.9940124011 114748.1121457582)
E02003557,POINT (442547.4935250738 114665.3642668977)
E02003554,POINT (440920.536814852 115316.9910664267)
E02003555,POINT (438380.5552973525 115003.2296808822)
E02003552,POINT (439018.8397227082 115633.0295940592)
E02003553,POINT (443249.6590569262 115496.7215867559)
E02003550,POINT (439811.279571218 116091.2871319744)
E02003551,POINT (443938.890260983 115841.7885459202)
E02003558,POINT (439653.8136275998 114461.2176490419)
E02006587,POINT (525941.8806245825 134359.6964020064)
E02003559,POINT (440626.7565855787 114159.7901285125)
E02006586,POINT (525299.429477534 135005.295783389)
E02006585,POINT (527319.6408710539 135228.5113139037)
E02006584,POINT (524335.5382786159 135431.2845671588)
E02006583,POINT (528523.5862897558 135624.9712495751)
E02006582,POINT (529638.7390591974 135950.2426165997)
E02006581,POINT (526512.2904606997 136023.4715897614)
E02006580,POINT (524882.1199247366 136283.0675721283)
E02006589,POINT (518557.4097323051 132701.7255423187)
E02006588,POINT (519934.5387004158 132238.7822846599)
E02003466,POINT (481641.8126658807 240866.6367633196)
E02003467,POINT (485270.1721998097 240975.6976436875)
E02003464,POINT (483773.5751652149 241290.9922508592)
E02003465,POINT (486811.6614748061 240930.4034818858)
E02003462,POINT (487589.3284815841 243390.4208181479)
E02003463,POINT (485843.5134726187 241639.8488233892)
E02003461,POINT (486282.1787316225 243819.5833384512)
E02003468,POINT (479552.2253753391 240364.3240379251)
E02006456,POINT (506373.378382607 160955.65846768)
E02003469,POINT (483228.4882498215 239990.1333055918)
E02006457,POINT (503991.2835615391 160490.3375040155)
E02006453,POINT (501318.5381651032 136574.8457138276)
E02006450,POINT (494806.4002806429 139836.640546662)
E02006451,POINT (506304.344050592 139221.4332888958)
E02004406,POINT (551270.5765416699 130407.9951771254)
E02004407,POINT (562757.7605212922 131625.4112255013)
E02006458,POINT (500119.2330175241 159682.7473026725)
E02004404,POINT (554655.0748501667 134665.1563643088)
E02006459,POINT (501885.1863458488 159579.7362838845)
E02004405,POINT (552289.0826885391 130964.0858333962)
E02004402,POINT (574301.529265438 107473.1423801979)
E02004403,POINT (543087.5620080543 134825.3103814526)
E02004401,POINT (572988.7603101282 107957.9228267705)
E02004408,POINT (552519.7998722616 129785.0409298018)
E02004409,POINT (544025.6319702514 127811.7396005584)
E02004756,POINT (472629.8085189664 154421.6112955681)
E02004757,POINT (481528.7378309036 153780.4616235747)
E02004754,POINT (476349.8029179444 156820.5098528952)
E02004755,POINT (480647.4095782569 155170.955180849)
E02004752,POINT (480871.0018260842 160245.380051168)
E02004753,POINT (484439.5634845747 160070.7969492792)
E02003706,POINT (488333.4178455354 193126.7893211629)
E02004750,POINT (460785.4677294258 99281.26414735729)
E02003707,POINT (484240.7100481686 193250.3744346552)
E02004751,POINT (481759.901300443 160772.676170481)
E02003704,POINT (490000.3232728931 193956.4462611734)
E02003705,POINT (487672.6308394348 193490.3358349627)
E02003702,POINT (480685.6654196906 194293.2031317102)
E02003703,POINT (487180.9487552238 194090.2147838261)
E02003701,POINT (485309.1754509973 194354.8291927082)
E02004758,POINT (479999.7960233045 153426.3952665283)
E02004759,POINT (481581.5111203414 152412.2300743454)
E02003708,POINT (484857.3230020841 193054.2017038151)
E02003709,POINT (489071.6593636609 192926.0291253093)
E02003656,POINT (476912.5873503659 228075.5812448215)
E02003657,POINT (485306.8550165193 226993.6387421548)
E02003654,POINT (480321.3887231351 231665.6137685349)
E02003655,POINT (468322.0595035832 227518.6731860316)
E02003652,POINT (470000.3015627734 233690.5187435087)
E02003653,POINT (469939.2228603882 234312.6110997132)
E02003658,POINT (486632.3888620887 219755.6324478008)
E02006606,POINT (540535.6915026443 138121.5248107582)
E02003659,POINT (477017.4782688965 218591.2121424836)
E02006607,POINT (538482.5545657703 138086.874225149)
E02006604,POINT (539090.1049573306 138822.4747317094)
E02006605,POINT (531643.7205338238 139030.8330871946)
E02006602,POINT (511412.1204596606 115286.472703631)
E02006603,POINT (518333.9453075225 110979.6582758482)
E02006600,POINT (506256.8285590492 116543.3782037171)
E02006601,POINT (521148.9151235857 115933.1127622534)
E02006608,POINT (534837.0957726296 137727.1097962646)
E02006609,POINT (536107.333903095 129302.4059086685)
E02005936,POINT (455444.6155311293 217810.5921039477)
E02005937,POINT (449010.6216636418 214120.7313683045)
E02005934,POINT (457336.7324284939 223040.3176334794)
E02005935,POINT (459157.2735614831 221977.0106080864)
E02005932,POINT (458231.8626037294 224003.9779195892)
E02005933,POINT (459079.8505793324 223430.4815681613)
E02005930,POINT (448230.1076202911 228758.0696894422)
E02005931,POINT (459207.7405901166 224911.5346162526)
E02005116,POINT (591873.4565479357 174200.466220167)
E02005117,POINT (594869.0649080324 173389.0466382119)
E02005114,POINT (604764.5128241193 120972.5751820757)
E02005115,POINT (592588.4873761703 174687.9043841246)
E02005112,POINT (608785.3980141628 127895.4562675716)
E02005113,POINT (607377.5494307079 124724.8329470232)
E02005110,POINT (612122.5984133615 135078.9725401892)
E02005938,POINT (449531.0351984958 213212.2310564868)
E02005111,POINT (615692.7272464857 134490.3701454568)
E02005939,POINT (448077.3840080605 213123.3622663493)
E02005118,POINT (594132.3462811281 172499.4093759026)
E02005119,POINT (591574.1015531865 172063.0824968808)
E02005026,POINT (611484.9499286842 154243.7285375811)
E02005022,POINT (614911.9423506982 159334.2226312071)
E02006837,POINT (522468.1403378597 162320.1584707001)
E02006832,POINT (560525.5239216087 165534.3947698414)
E02006833,POINT (567987.0888035656 157935.5153890832)
E02006830,POINT (468550.9947291187 111775.0143963829)
E02006831,POINT (469482.4017111758 111249.6375501558)
E02005028,POINT (555061.7878659007 175249.2148956447)
E02006838,POINT (484081.5961667978 136027.5780873015)
E02006839,POINT (487217.6453658341 137357.9554111036)
E02003376,POINT (433654.6067027404 168212.8867690778)
E02003377,POINT (455736.0758887836 167830.9512773079)
E02003374,POINT (466846.9516989286 171642.0606159435)
E02003375,POINT (463879.8507767634 170935.246235183)
E02003372,POINT (466216.3865640837 172558.0668739275)
E02003373,POINT (450915.0482137236 172066.0677731441)
E02003370,POINT (466078.0618315785 175719.5033929152)
E02003371,POINT (466075.9498728876 174442.9990281214)
E02003378,POINT (446622.30164809 167997.838574185)
E02006326,POINT (510810.5107415781 165036.6507760943)
E02003379,POINT (448568.3877207912 167918.6498896204)
E02006327,POINT (508951.2733827885 164969.738154572)
E02006324,POINT (511382.8548336937 166003.1508021018)
E02006325,POINT (515447.0273519636 165755.4948325667)
E02006322,POINT (517025.7252722646 166495.6306806424)
E02006323,POINT (510130.3382825395 166454.4386268876)
E02006320,POINT (510933.8893693358 167011.1071888868)
E02006321,POINT (515977.1549320958 166964.842657226)
E02004397,POINT (574886.0135870855 115752.6702177542)
E02004396,POINT (583750.7071088532 115015.0701614206)
E02006328,POINT (507649.567453899 164798.6834042728)
E02004395,POINT (591795.0046574951 120106.2864887731)
E02006329,POINT (513765.709796373 164626.826584817)
E02004394,POINT (572660.3396041817 120997.793689936)
E02004392,POINT (572000.9391083354 127090.4262820021)
E02004399,POINT (575612.3855365028 108429.8024704462)
E02004398,POINT (574091.1671739762 108979.7753280865)
E02003526,POINT (466649.5521678834 105847.0877416669)
E02003527,POINT (462982.6331857927 105884.3569922348)
E02003524,POINT (463747.5094995904 106212.9926543818)
E02003525,POINT (465046.8628789329 105897.784892714)
E02003522,POINT (533407.0104899365 103711.0362005231)
E02003523,POINT (537805.0604654003 102696.2802015482)
E02003520,POINT (531738.7063867273 104261.1989473536)
E02003521,POINT (532372.4495849557 103922.6871733313)
E02006597,POINT (508650.3814054566 125603.5579616573)
E02003529,POINT (466328.5885204992 104991.8391404542)
E02006596,POINT (516018.7409332795 126511.0413870353)
E02006595,POINT (518470.1644753772 129673.8846888719)
E02006594,POINT (515960.7256127669 130592.0627634664)
E02006593,POINT (517388.9414953735 130776.1885930353)
E02006592,POINT (511159.5404285223 131249.9973382706)
E02006591,POINT (518644.7212128171 131434.4668831246)
E02006590,POINT (517034.7322751856 132176.0637645298)
E02006599,POINT (508265.3248171695 117210.7936627001)
E02006598,POINT (519425.3200808237 119793.3495503991)
E02003476,POINT (486505.7479253248 237802.9205613098)
E02003477,POINT (482047.9950604542 236694.0538810684)
E02003474,POINT (487897.3970703385 238282.3849690849)
E02003475,POINT (489508.3425286862 238638.2249435235)
E02003472,POINT (485584.3682095617 239041.6927665067)
E02003473,POINT (482301.139292224 238498.8062590684)
E02003470,POINT (481241.8688804572 239938.9977289644)
E02003471,POINT (484184.6686761802 239648.0506057111)
E02003478,POINT (483154.95982013 237517.8522501214)
E02006426,POINT (488749.4708119301 157163.9765354924)
E02003479,POINT (485468.8964880324 237559.0962359915)
E02006427,POINT (489098.2242799565 155572.8739666919)
E02006424,POINT (488799.4868912225 159341.9993923937)
E02006425,POINT (488303.1072263481 158110.638687044)
E02006422,POINT (490406.8557075878 159678.8423737796)
