index,Distance in meter,origin_id,destination_id
2141,14906.2,E02003903,21270
2142,982.8,E02003904,5645
2143,14398.8,E02003904,5741
2144,7041.5,E02003904,6045
2145,1181.9,E02003904,7273
2146,13482.4,E02003904,7873
2147,900.5,E02003904,8199
2148,15896.1,E02003904,9931
2149,15896.1,E02003904,10990
2150,15307.2,E02003904,15412
2151,15334,E02003904,17933
2152,13454.9,E02003904,19355
2153,894.4,E02003931,5649
2154,1022.8,E02003931,6210
2155,1196.2,E02003931,6594
2156,3757.8,E02003931,7368
2157,3638.9,E02003931,7684
2158,3644.7,E02003931,14997
2159,5990.4,E02003933,9621
2160,13125.1,E02003933,10818
2161,3678,E02003933,12053
2162,3565.3,E02003933,17577
2163,4835.6,E02003934,9621
2164,11779.2,E02003934,12053
2165,11666.6,E02003934,17577
2166,1283.6,E02003935,5664
2167,223.7,E02003935,6340
2168,2170.4,E02003935,7876
2169,1358.7,E02003935,11512
2170,248.1,E02003935,13547
2171,2263.2,E02003935,14439
2172,12776.8,E02003950,159
2173,654.4,E02003950,324
2174,12749.8,E02003950,6209
2175,10819.4,E02003950,6354
2176,357.4,E02003950,7167
2177,12464.7,E02003950,7169
2178,11059.5,E02003950,7252
2179,11841.5,E02003950,8517
2180,11207.8,E02003950,9774
2181,12113.1,E02003950,11507
2182,13847.4,E02003950,15039
2183,11678,E02003950,15522
2184,11841.5,E02003950,16185
2185,11840.7,E02003950,16524
2186,11038.7,E02003950,17321
2187,11691.5,E02003950,19356
2188,2873.3,E02003952,5646
2189,14151.8,E02003952,6050
2190,4264.6,E02003952,6207
2191,1890.3,E02003952,6829
2192,3095.2,E02003952,6984
2193,9585.1,E02003952,7350
2194,3198.6,E02003952,8344
2195,11690.3,E02003952,9032
2196,1405,E02003952,9121
2197,4385.8,E02003952,11510
2198,11265.8,E02003952,15952
2199,9623.3,E02003952,16710
2200,14115.3,E02003954,5644
2201,1106,E02003954,5646
2202,794.2,E02003954,6207
2203,1953.4,E02003954,6829
2204,982.7,E02003954,6984
2205,13075.1,E02003954,7350
2206,1431.3,E02003954,8344
2207,13827.2,E02003954,9032
2208,2444.9,E02003954,9121
2209,13909.7,E02003954,9472
2210,915.4,E02003954,11510
2211,14601.5,E02003954,15952
2212,13113.2,E02003954,16710
2213,13158.1,E02003955,5644
2214,1076.8,E02003955,5646
2215,15733.6,E02003955,6050
2216,2468,E02003955,6207
2217,1585.2,E02003955,6829
2218,1298.6,E02003955,6984
2219,12771.7,E02003955,7350
2220,908.3,E02003955,8344
2221,13523.8,E02003955,9032
2222,1721.9,E02003955,9121
2223,12952.4,E02003955,9472
2224,2589.2,E02003955,11510
2225,12847.6,E02003955,15952
2226,12809.8,E02003955,16710
2227,13721,E02003956,973
2228,11226.3,E02003956,4540
2229,4484.6,E02003956,6050
2230,15212.6,E02003956,6206
2231,14213.9,E02003956,6208
2232,10835.2,E02003956,7170
2233,10387.5,E02003956,7275
2234,15441.1,E02003956,7279
2235,14994.3,E02003956,7347
2236,13837.6,E02003956,7350
2237,15313.2,E02003956,7991
2238,11980.5,E02003956,8840
2239,14193.4,E02003956,9650
2240,10332.5,E02003956,10522
2241,14946.5,E02003956,11511
2242,11158.4,E02003956,11527
2243,11567.4,E02003956,11986
2244,14940,E02003956,12340
2245,12129.5,E02003956,13092
2246,10501.2,E02003956,13325
2247,11411.2,E02003956,13800
2248,1873.4,E02003956,14311
2249,10711.4,E02003956,14345
2250,10970.5,E02003956,14403
2251,10727.8,E02003956,15952
2252,13721,E02003956,15967
2253,13490.8,E02003956,16585
2254,13875.7,E02003956,16710
2255,14938.5,E02003956,16951
2256,10122.4,E02003956,21747
2257,13269.4,E02003957,973
2258,8266.3,E02003957,4540
2259,12422.3,E02003957,6050
2260,10721.2,E02003957,6205
2261,12252.6,E02003957,6206
2262,11253.9,E02003957,6208
2263,8177.3,E02003957,7170
2264,9878,E02003957,7275
2265,14989.5,E02003957,7279
2266,14542.7,E02003957,7347
2267,12353.2,E02003957,7991
2268,9020.5,E02003957,8840
2269,11233.4,E02003957,9650
2270,7372.5,E02003957,10522
2271,14494.8,E02003957,11511
2272,8198.4,E02003957,11527
2273,8607.4,E02003957,11986
2274,14488.3,E02003957,12340
2275,9169.5,E02003957,13092
2276,9991.7,E02003957,13325
2277,8451.2,E02003957,13800
2278,6070.9,E02003957,14311
2279,10201.9,E02003957,14345
2280,8615.8,E02003957,14403
2281,13269.4,E02003957,15967
2282,13039.1,E02003957,16585
2283,14486.8,E02003957,16951
2284,10956.3,E02003957,20589
2285,7269.4,E02003957,21747
2286,8908.9,E02003958,4540
2287,4839.6,E02003958,6050
2288,15529.4,E02003958,6206
2289,14530.7,E02003958,6208
2290,8301.3,E02003958,7170
2291,8112.4,E02003958,7275
2292,14611,E02003958,7350
2293,15630,E02003958,7991
2294,10588.5,E02003958,8840
2295,14510.2,E02003958,9650
2296,9378.8,E02003958,10522
2297,10805.5,E02003958,11527
2298,8966.7,E02003958,11986
2299,10737.4,E02003958,13092
2300,8226,E02003958,13325
2301,9389.1,E02003958,13800
2302,8294,E02003958,14311
2303,7701,E02003958,14345
2304,8014.6,E02003958,14403
2305,11501.2,E02003958,15952
2306,14649.2,E02003958,16710
2307,5195.3,E02003959,4540
2308,8249.4,E02003959,6205
2309,2408.2,E02003959,6206
2310,1070.4,E02003959,6208
2311,8124.4,E02003959,6985
2312,5886.5,E02003959,7170
2313,6464.6,E02003959,7275
2314,15099.6,E02003959,7279
2315,15350.2,E02003959,7347
2316,14765.4,E02003959,7356
2317,2154.4,E02003959,7991
2318,5464.5,E02003959,8840
2319,1049.9,E02003959,9650
2320,5024.5,E02003959,10522
2321,15388.8,E02003959,11511
2322,3803.9,E02003959,11527
2323,6083.9,E02003959,11986
2324,15295.9,E02003959,12340
2325,5613.4,E02003959,13092
2326,6578.3,E02003959,13325
2327,4895.1,E02003959,13800
2328,12772.7,E02003959,14311
2329,6615.7,E02003959,14345
2330,15523.9,E02003959,14355
2331,6228.1,E02003959,14403
2332,15487.1,E02003959,16951
2333,8484.5,E02003959,20589
2334,15249.1,E02003959,21747
2335,7660.6,E02003960,4540
2336,7806.9,E02003960,6205
2337,2112.1,E02003960,6206
2338,2726.8,E02003960,6208
2339,5235.7,E02003960,6985
2340,8351.8,E02003960,7170
2341,8930,E02003960,7275
2342,14657.1,E02003960,7279
2343,14907.8,E02003960,7347
2344,2212.7,E02003960,7991
2345,7929.8,E02003960,8840
2346,2797.6,E02003960,9650
2347,7489.8,E02003960,10522
2348,14946.4,E02003960,11511
2349,6269.3,E02003960,11527
2350,8549.3,E02003960,11986
2351,14853.5,E02003960,12340
2352,8078.7,E02003960,13092
2353,9043.6,E02003960,13325
2354,7360.4,E02003960,13800
2355,15238,E02003960,14311
2356,9081,E02003960,14345
2357,15081.5,E02003960,14355
2358,8693.4,E02003960,14403
2359,15044.7,E02003960,16951
2360,8042,E02003960,20589
2361,2101.9,E02003961,4540
2362,13178.7,E02003961,6050
2363,11927.3,E02003961,6205
2364,5747.1,E02003961,6206
2365,4748.4,E02003961,6208
2366,11463.3,E02003961,6985
2367,2478.7,E02003961,7170
2368,3056.8,E02003961,7275
2369,11529.3,E02003961,7356
2370,5847.7,E02003961,7991
2371,2894.4,E02003961,8840
2372,4727.9,E02003961,9650
2373,1240.4,E02003961,10522
2374,612.3,E02003961,11527
2375,2939.3,E02003961,11986
2376,3043.4,E02003961,13092
2377,3170.5,E02003961,13325
2378,2325,E02003961,13800
2379,9393.8,E02003961,14311
2380,3207.9,E02003961,14345
2381,2917.2,E02003961,14403
2382,12162.5,E02003961,20589
2383,11870.2,E02003961,21747
2384,1342.5,E02003962,4540
2385,11823.4,E02003962,6050
2386,14143.6,E02003962,6205
2387,7963.3,E02003962,6206
2388,6964.6,E02003962,6208
2389,13679.5,E02003962,6985
2390,613.1,E02003962,7170
2391,1351.8,E02003962,7275
2392,9824.3,E02003962,7356
2393,14490.7,E02003962,7784
2394,8063.9,E02003962,7991
2395,3786,E02003962,8840
2396,6944.1,E02003962,9650
2397,1533.4,E02003962,10522
2398,2960,E02003962,11527
2399,1948.2,E02003962,11986
2400,3935,E02003962,13092
2401,1465.4,E02003962,13325
2402,2229.5,E02003962,13800
2403,9422.7,E02003962,14311
2404,1502.8,E02003962,14345
2405,1212.2,E02003962,14403
2406,14529.7,E02003962,19504
2407,14378.7,E02003962,20589
2408,11899.1,E02003962,21747
2409,711.4,E02003963,4540
2410,12452.4,E02003963,6050
2411,12774.2,E02003963,6205
2412,6593.9,E02003963,6206
2413,5595.2,E02003963,6208
2414,12310.1,E02003963,6985
2415,1402.6,E02003963,7170
2416,1980.8,E02003963,7275
2417,10453.3,E02003963,7356
2418,15119.7,E02003963,7784
2419,6694.6,E02003963,7991
2420,1988.6,E02003963,8840
2421,5574.7,E02003963,9650
2422,357.7,E02003963,10522
2423,1784.4,E02003963,11527
2424,1548.8,E02003963,11986
2425,2137.6,E02003963,13092
2426,2094.4,E02003963,13325
2427,860.1,E02003963,13800
2428,9489.1,E02003963,14311
2429,2131.8,E02003963,14345
2430,1841.1,E02003963,14403
2431,15158.7,E02003963,19504
2432,13009.3,E02003963,20589
2433,11965.5,E02003963,21747
2434,10722.1,E02003964,4540
2435,10114.6,E02003964,7170
2436,10389.5,E02003964,7275
2437,4574.2,E02003964,7356
2438,12658.5,E02003964,7784
2439,10701.7,E02003964,8840
2440,11192.1,E02003964,10522
2441,12618.8,E02003964,11527
2442,10724.9,E02003964,11986
2443,10850.7,E02003964,13092
2444,10503.2,E02003964,13325
2445,11147.3,E02003964,13800
2446,10251.7,E02003964,14345
2447,9774.2,E02003964,14403
2448,12697.5,E02003964,19504
2449,1112.9,E02003976,3691
2450,429,E02003976,3711
2451,1622.7,E02003976,13433
2452,7009.5,E02003987,761
2453,11278.8,E02003987,766
2454,14290.2,E02003987,1431
2455,879.6,E02003987,2164
2456,15552.6,E02003987,3475
2457,15489.6,E02003987,3477
2458,14846,E02003987,3479
2459,14385.3,E02003987,3481
2460,14968.3,E02003987,3934
2461,10518.9,E02003987,5072
2462,14122.7,E02003987,5255
2463,14273.5,E02003987,7103
2464,15410.2,E02003987,8326
2465,584.8,E02003987,9042
2466,11278.8,E02003987,9264
2467,14854.5,E02003987,10212
2468,14854.5,E02003987,10317
2469,15709.4,E02003987,11668
2470,14453.4,E02003987,13174
2471,14596.2,E02003987,13993
2472,14846,E02003987,14104
2473,12135,E02003987,14561
2474,10826.3,E02003987,14635
2475,14136,E02003987,14703
2476,12135,E02003987,15110
2477,15429.3,E02003987,15926
2478,15121.2,E02003987,16388
2479,11278.8,E02003987,19520
2480,15755.4,E02003987,19968
2481,14752.5,E02003987,20423
2482,15857.1,E02003988,1431
2483,14874.9,E02003988,2154
2484,15631.5,E02003988,2157
2485,299.4,E02003988,2163
2486,15952.2,E02003988,3481
2487,15391,E02003988,5072
2488,15689.7,E02003988,5255
2489,15840.5,E02003988,7103
2490,1026.5,E02003988,8436
2491,14836.6,E02003988,10212
2492,14836.6,E02003988,10317
2493,15663.6,E02003988,11668
2494,16020.3,E02003988,13174
2495,15431.8,E02003988,14561
2496,15698.4,E02003988,14635
2497,15703,E02003988,14703
2498,15431.8,E02003988,15110
2499,13064.8,E02003988,15443
2500,15816.4,E02003988,15861
2501,15814.4,E02003988,18531
2502,15709.6,E02003988,19968
2503,13642.7,E02003988,21426
2504,701.2,E02004007,3471
2505,754.6,E02004007,9855
2506,621.8,E02004007,12365
2507,15924.9,E02004008,3029
2508,16086.3,E02004008,14625
2509,16066.4,E02004008,16699
2510,15918.4,E02004008,21018
2511,5103.5,E02004013,2156
2512,5309.5,E02004013,17685
2513,1740.4,E02004014,2152
2514,14808,E02004014,2156
2515,15014,E02004014,17685
2516,7976.8,E02004015,251
2517,7541.7,E02004015,3105
2518,1330.7,E02004015,3120
2519,13256.4,E02004015,3121
2520,8714.7,E02004015,3124
2521,7406.3,E02004015,3320
2522,7697,E02004015,10375
2523,8485.1,E02004015,10632
2524,1480,E02004015,11143
2525,1065,E02004015,17227
2526,7454.4,E02004015,20059
2527,3295.7,E02004023,3293
2528,1911.3,E02004027,312
2529,4683.8,E02004027,3122
2530,1584,E02004027,15810
2531,1210.6,E02004027,15818
2532,2465,E02004027,18557
2533,1489.9,E02004027,19341
2534,9569.4,E02004065,58
2535,9578.2,E02004065,105
2536,9816,E02004065,231
2537,15904.1,E02004065,297
2538,10251.2,E02004065,1837
2539,5215.3,E02004065,3558
2540,14888.4,E02004065,4135
2541,10276.7,E02004065,4138
2542,14745.1,E02004065,4139
2543,10904.7,E02004065,4141
2544,7594.8,E02004065,4142
2545,6977.1,E02004065,4146
2546,2872.8,E02004065,4151
2547,4699,E02004065,4623
2548,6826,E02004065,4659
2549,2802.7,E02004065,4835
2550,2983.2,E02004065,4847
2551,13387.2,E02004065,4849
2552,12982.8,E02004065,4854
2553,15885.4,E02004065,4943
2554,13064.2,E02004065,5017
2555,15878.2,E02004065,5023
2556,13215.7,E02004065,5028
2557,9847.4,E02004065,5036
2558,2017.3,E02004065,5037
2559,11385.6,E02004065,5042
2560,6800.8,E02004065,5045
2561,9439.2,E02004065,5060
2562,13326.9,E02004065,5062
2563,7715.5,E02004065,5065
2564,4193.8,E02004065,5073
2565,3328.1,E02004065,7688
2566,13290.6,E02004065,7704
2567,12550.2,E02004065,7943
2568,14305,E02004065,7969
2569,14462.8,E02004065,8010
2570,3063,E02004065,8102
2571,14890.3,E02004065,8714
2572,14082.9,E02004065,9229
2573,13279.7,E02004065,9713
2574,11286.4,E02004065,9925
2575,4362.4,E02004065,9933
2576,13414.5,E02004065,9934
2577,2867.5,E02004065,9935
2578,9750.5,E02004065,9938
2579,12378.4,E02004065,10140
2580,2259.3,E02004065,10253
2581,6093.3,E02004065,10928
2582,6236.6,E02004065,11133
2583,7942.9,E02004065,11240
2584,5215.3,E02004065,11283
2585,2190.6,E02004065,11287
2586,4185.3,E02004065,11317
2587,6814,E02004065,11782
2588,9851.3,E02004065,12104
2589,7434.6,E02004065,12377
2590,6133.3,E02004065,12483
2591,3536.2,E02004065,12652
2592,11454.9,E02004065,13019
2593,9796.5,E02004065,13290
2594,5569.2,E02004065,13636
2595,3438.1,E02004065,13829
2596,5569.2,E02004065,14571
2597,3062.6,E02004065,14692
2598,13033.6,E02004065,14875
2599,3055.8,E02004065,15015
2600,2352.6,E02004065,15066
2601,2801.7,E02004065,15187
2602,6120.1,E02004065,15503
2603,2136.1,E02004065,15581
2604,2801.7,E02004065,15614
2605,5569.2,E02004065,15677
2606,12942.7,E02004065,15995
2607,5569.2,E02004065,16028
2608,14082.9,E02004065,16436
2609,5287.2,E02004065,17042
2610,13361,E02004065,18278
2611,13221.8,E02004065,18292
2612,2444.9,E02004065,18543
2613,9572.8,E02004065,19492
2614,15217.8,E02004065,19556
2615,2361.4,E02004065,20235
2616,13615.9,E02004065,20413
2617,2836.1,E02004065,20955
2618,6120.1,E02004065,21355
2619,10680.5,E02004065,21402
2620,9514.1,E02004065,21474
2621,3482.2,E02004065,21606
2622,13224.9,E02004065,21801
2623,8553.5,E02004068,4147
2624,12200,E02004068,10399
2625,13824.2,E02004074,102
2626,12028.5,E02004074,783
2627,12227.5,E02004074,2266
2628,14489.3,E02004074,2269
2629,183,E02004074,2306
2630,15441.6,E02004074,2539
2631,7711,E02004074,4849
2632,8867.1,E02004074,5062
2633,12426,E02004074,5166
2634,12997.5,E02004074,5546
2635,12838.2,E02004074,5562
2636,14478.7,E02004074,6918
2637,13271.9,E02004074,7085
2638,14478.7,E02004074,7679
2639,7833.3,E02004074,7704
2640,15343.5,E02004074,7875
2641,9443.4,E02004074,7969
2642,16067.2,E02004074,8339
2643,7533.9,E02004074,9713
2644,9051.7,E02004074,9934
2645,12192.2,E02004074,10392
2646,15405.4,E02004074,10986
2647,14953.4,E02004074,10988
2648,12900.5,E02004074,11468
2649,13891.1,E02004074,11619
2650,15405.4,E02004074,12668
2651,8777,E02004074,12821
2652,15282.4,E02004074,14554
2653,10937.9,E02004074,15995
2654,12436.1,E02004074,17045
2655,12033,E02004074,17726
2656,12923.7,E02004074,18090
2657,7591.8,E02004074,18292
2658,740.4,E02004074,18700
2659,15527.5,E02004074,19077
2660,15441.4,E02004074,21474
2661,7588.7,E02004074,21801
2662,5092.4,E02004075,2269
2663,9810.4,E02004075,2306
2664,5946.6,E02004075,7875
2665,6008.5,E02004075,10986
2666,14571.5,E02004075,10988
2667,6008.5,E02004075,12668
2668,5885.5,E02004075,14554
2669,13086,E02004075,16840
2670,10465.2,E02004075,18700
2671,2258.4,E02004076,2269
2672,2185.6,E02004076,7875
2673,2247.5,E02004076,10986
2674,9188.3,E02004076,10988
2675,2247.5,E02004076,12668
2676,2124.5,E02004076,14554
2677,10234.5,E02004076,16840
2678,10234.5,E02004077,2269
2679,9323.8,E02004077,7875
2680,9385.8,E02004077,10986
2681,13637.7,E02004077,10988
2682,9385.8,E02004077,12668
2683,9262.8,E02004077,14554
2684,6721.5,E02004077,16840
2685,8760.6,E02004112,58
2686,8769.4,E02004112,105
2687,10560.5,E02004112,231
2688,9442.4,E02004112,1837
2689,6299.5,E02004112,3558
2690,15632.8,E02004112,4135
2691,9467.9,E02004112,4138
2692,15489.5,E02004112,4139
2693,11649.1,E02004112,4141
2694,8339.2,E02004112,4142
2695,6968.3,E02004112,4146
2696,4315.9,E02004112,4151
2697,4690.2,E02004112,4623
2698,7570.4,E02004112,4659
2699,4245.7,E02004112,4835
2700,4426.2,E02004112,4847
2701,11316.3,E02004112,4849
2702,13727.2,E02004112,4854
2703,13808.6,E02004112,5017
2704,13960.1,E02004112,5028
2705,9038.6,E02004112,5036
2706,2655,E02004112,5037
2707,12130,E02004112,5042
2708,7545.2,E02004112,5045
2709,10183.6,E02004112,5060
2710,11256.1,E02004112,5062
2711,8460,E02004112,5065
2712,5278,E02004112,5073
2713,4267.5,E02004112,7688
2714,11219.8,E02004112,7704
2715,11741.4,E02004112,7943
2716,12234.2,E02004112,7969
2717,14826.4,E02004112,8010
2718,3807.4,E02004112,8102
2719,15634.8,E02004112,8714
2720,14827.3,E02004112,9229
2721,11208.8,E02004112,9713
2722,12030.9,E02004112,9925
2723,4353.6,E02004112,9933
2724,11343.7,E02004112,9934
2725,4310.5,E02004112,9935
2726,8941.8,E02004112,9938
2727,12861.6,E02004112,10140
2728,3934.9,E02004112,10253
2729,6837.8,E02004112,10928
2730,6981,E02004112,11133
2731,8687.4,E02004112,11240
2732,6299.5,E02004112,11283
2733,2673.8,E02004112,11287
2734,5269.5,E02004112,11317
2735,7558.4,E02004112,11782
2736,9042.5,E02004112,12104
2737,6625.8,E02004112,12377
2738,6877.8,E02004112,12483
2739,3527.4,E02004112,12652
2740,12199.3,E02004112,13019
2741,8987.7,E02004112,13290
2742,6313.6,E02004112,13636
2743,4881.1,E02004112,13829
2744,6313.6,E02004112,14571
2745,4324,E02004112,14692
2746,13778,E02004112,14875
2747,4317.2,E02004112,15015
2748,2343.8,E02004112,15066
2749,4244.7,E02004112,15187
2750,4049.3,E02004112,15503
2751,2127.2,E02004112,15581
2752,4244.7,E02004112,15614
2753,6313.6,E02004112,15677
2754,10871.9,E02004112,15995
2755,6313.6,E02004112,16028
2756,14827.3,E02004112,16436
2757,4748.4,E02004112,17042
2758,14105.4,E02004112,18278
2759,11150.9,E02004112,18292
2760,4120.5,E02004112,18543
2761,10317.2,E02004112,19492
2762,15962.2,E02004112,19556
2763,3878.3,E02004112,20235
2764,14360.4,E02004112,20413
2765,4279.1,E02004112,20955
2766,4049.3,E02004112,21355
2767,11425,E02004112,21402
2768,7443.3,E02004112,21474
2769,4972.9,E02004112,21606
2770,11154.1,E02004112,21801
2771,3616.8,E02004113,58
2772,3625.5,E02004113,105
2773,10703.1,E02004113,231
2774,7599.6,E02004113,297
2775,3274.4,E02004113,1837
2776,12369.6,E02004113,2265
2777,14890.5,E02004113,2539
2778,14692.8,E02004113,2736
2779,12796.1,E02004113,3558
2780,1012.2,E02004113,4138
2781,11558.2,E02004113,4141
2782,12186.5,E02004113,4142
2783,1833.8,E02004113,4146
2784,9087.5,E02004113,4151
2785,14594,E02004113,4421
2786,13807.6,E02004113,4435
2787,13863.8,E02004113,4444
2788,4348.8,E02004113,4623
2789,11417.7,E02004113,4659
2790,8725.8,E02004113,4835
2791,8419.4,E02004113,4847
2792,15975.9,E02004113,4849
2793,11853.5,E02004113,4854
2794,12351,E02004113,5014
2795,11934.9,E02004113,5017
2796,8459.9,E02004113,5018
2797,7573.7,E02004113,5023
2798,3708,E02004113,5036
2799,10968.7,E02004113,5037
2800,11580.9,E02004113,5042
2801,11392.5,E02004113,5045
2802,14030.9,E02004113,5060
2803,15915.7,E02004113,5062
2804,12307.3,E02004113,5065
2805,13540.8,E02004113,5073
2806,14514.1,E02004113,5357
2807,12321.5,E02004113,5555
2808,14154.6,E02004113,5575
2809,13551.7,E02004113,5578
2810,14286.8,E02004113,7114
2811,12279,E02004113,7536
2812,8188.9,E02004113,7688
2813,15879.4,E02004113,7704
2814,4250.2,E02004113,7943
2815,3600.4,E02004113,8010
2816,8264,E02004113,8102
2817,12953.6,E02004113,9229
2818,15868.4,E02004113,9713
2819,11481.7,E02004113,9925
2820,4668.3,E02004113,9933
2821,16003.2,E02004113,9934
2822,9092.9,E02004113,9935
2823,3918.4,E02004113,9938
2824,13805.4,E02004113,9952
2825,9075,E02004113,10253
2826,8120.6,E02004113,10928
2827,14231.9,E02004113,11117
2828,10828.3,E02004113,11133
2829,12534.7,E02004113,11240
2830,12796.1,E02004113,11283
2831,11057.2,E02004113,11287
2832,13421.4,E02004113,11317
2833,12424.8,E02004113,11376
2834,11405.7,E02004113,11782
2835,3711.8,E02004113,12104
2836,12401.8,E02004113,12105
2837,15556.2,E02004113,12147
2838,11983.8,E02004113,12360
2839,2647.4,E02004113,12377
2840,10725.1,E02004113,12483
2841,12774.4,E02004113,12503
2842,6930.5,E02004113,12652
2843,15655.6,E02004113,12890
2844,15661.1,E02004113,12897
2845,11650.2,E02004113,13019
2846,15498.2,E02004113,13257
2847,3843.9,E02004113,13290
2848,7680.4,E02004113,13636
2849,9339.8,E02004113,13829
2850,15546.1,E02004113,14354
2851,11335.9,E02004113,14394
2852,7680.4,E02004113,14571
2853,9464.1,E02004113,14692
2854,11904.2,E02004113,14875
2855,9457.3,E02004113,15015
2856,8299.5,E02004113,15066
2857,9384.8,E02004113,15187
2858,12667.8,E02004113,15188
2859,5894.9,E02004113,15503
2860,8083,E02004113,15581
2861,9384.8,E02004113,15614
2862,15001.3,E02004113,15668
2863,7680.4,E02004113,15677
2864,15498.2,E02004113,16011
2865,7680.4,E02004113,16028
2866,12953.6,E02004113,16436
2867,4847.7,E02004113,17042
2868,14600.8,E02004113,17461
2869,12424.8,E02004113,17807
2870,12231.7,E02004113,18278
2871,15810.5,E02004113,18292
2872,9260.6,E02004113,18543
2873,14164.5,E02004113,19492
2874,13058.6,E02004113,19499
2875,15751.9,E02004113,19536
2876,14581.2,E02004113,19551
2877,10098.3,E02004113,20235
2878,13811.3,E02004113,20413
2879,9155.6,E02004113,20955
2880,5894.9,E02004113,21355
2881,11295.9,E02004113,21402
2882,8596.4,E02004113,21474
2883,8894.3,E02004113,21606
2884,15813.7,E02004113,21801
2885,3685.7,E02004114,58
2886,3694.5,E02004114,105
2887,12257.1,E02004114,231
2888,10015.9,E02004114,297
2889,4367.5,E02004114,1837
2890,12411,E02004114,2265
2891,14931.9,E02004114,2539
2892,14734.2,E02004114,2736
2893,8993.6,E02004114,3558
2894,4393,E02004114,4138
2895,13112.2,E02004114,4141
2896,9991,E02004114,4142
2897,3387.9,E02004114,4146
2898,6859.8,E02004114,4151
2899,5590.7,E02004114,4623
2900,9222.2,E02004114,4659
2901,6530.3,E02004114,4835
2902,6223.9,E02004114,4847
2903,12054.6,E02004114,4849
2904,13407.5,E02004114,4854
2905,13488.9,E02004114,5017
2906,9959.4,E02004114,5018
2907,9990,E02004114,5023
2908,15612,E02004114,5028
2909,3963.7,E02004114,5036
2910,7729.9,E02004114,5037
2911,13134.9,E02004114,5042
2912,9197.1,E02004114,5045
2913,11835.5,E02004114,5060
2914,11994.3,E02004114,5062
2915,10111.8,E02004114,5065
2916,10347.3,E02004114,5073
2917,16068.1,E02004114,5357
2918,12362.8,E02004114,5555
2919,15968,E02004114,5578
2920,13833,E02004114,7536
2921,5993.4,E02004114,7688
2922,11958,E02004114,7704
2923,6666.5,E02004114,7943
2924,13908.5,E02004114,7969
2925,6695.3,E02004114,8010
2926,6011.4,E02004114,8102
2927,14507.6,E02004114,9229
2928,11947.1,E02004114,9713
2929,13035.7,E02004114,9925
2930,5254.1,E02004114,9933
2931,12081.9,E02004114,9934
2932,6854.5,E02004114,9935
2933,3866.8,E02004114,9938
2934,6478.8,E02004114,10253
2935,8563.6,E02004114,10928
2936,8632.9,E02004114,11133
2937,10339.2,E02004114,11240
2938,8993.6,E02004114,11283
2939,7748.7,E02004114,11287
2940,10338.8,E02004114,11317
2941,12466.2,E02004114,11376
2942,9210.3,E02004114,11782
2943,3967.6,E02004114,12104
2944,12443.2,E02004114,12105
2945,1550.9,E02004114,12377
2946,8529.6,E02004114,12483
2947,12815.7,E02004114,12503
2948,4665.1,E02004114,12652
2949,15697,E02004114,12890
2950,15702.5,E02004114,12897
2951,13204.2,E02004114,13019
2952,3912.8,E02004114,13290
2953,8039.5,E02004114,13636
2954,7144.3,E02004114,13829
2955,13752.2,E02004114,14394
2956,8039.5,E02004114,14571
2957,6867.9,E02004114,14692
2958,13458.3,E02004114,14875
2959,6861.1,E02004114,15015
2960,6034,E02004114,15066
2961,6788.7,E02004114,15187
2962,1779.5,E02004114,15503
2963,5817.5,E02004114,15581
2964,6788.7,E02004114,15614
2965,8039.5,E02004114,15677
2966,14599.6,E02004114,15995
2967,8039.5,E02004114,16028
2968,14507.6,E02004114,16436
2969,5648.9,E02004114,17042
2970,12466.2,E02004114,17807
2971,13785.7,E02004114,18278
2972,11889.2,E02004114,18292
2973,6664.4,E02004114,18543
2974,11969,E02004114,19492
2975,13099.9,E02004114,19499
2976,7502.1,E02004114,20235
2977,15365.3,E02004114,20413
2978,6823,E02004114,20955
2979,1779.5,E02004114,21355
2980,12850,E02004114,21402
2981,8181.5,E02004114,21474
2982,6698.8,E02004114,21606
2983,11892.3,E02004114,21801
2984,15774.6,E02004129,4266
2985,6864,E02004129,6058
2986,7534.3,E02004129,6188
2987,9777.7,E02004129,6195
2988,13829.7,E02004129,9498
2989,7380.4,E02004129,13234
2990,7534.3,E02004129,15309
2991,7755.5,E02004129,15886
2992,9377.8,E02004129,17541
2993,9983.8,E02004129,18614
2994,14968.2,E02004130,1949
2995,10543.2,E02004130,1950
2996,15741.3,E02004130,4263
2997,9119.5,E02004130,4266
2998,15241.4,E02004130,6056
2999,292.6,E02004130,6058
3000,15723,E02004130,6062
3001,13950.7,E02004130,6066
3002,9850.7,E02004130,6067
3003,14950.2,E02004130,6185
3004,741.5,E02004130,6188
3005,2201.4,E02004130,6195
3006,15247.9,E02004130,6883
3007,9567.5,E02004130,10170
3008,587.6,E02004130,13234
3009,13796.9,E02004130,14165
3010,741.5,E02004130,15309
3011,962.7,E02004130,15886
3012,1126.2,E02004130,17541
3013,2407.5,E02004130,18614
3014,13671.8,E02004131,1949
3015,10753.5,E02004131,1950
3016,9465.6,E02004131,4266
3017,13944.9,E02004131,6056
3018,2314.2,E02004131,6058
3019,12654.2,E02004131,6066
3020,10061,E02004131,6067
3021,13653.7,E02004131,6185
3022,2491.8,E02004131,6188
3023,783.2,E02004131,6195
3024,9777.8,E02004131,10170
3025,2612.6,E02004131,13234
3026,12500.4,E02004131,14165
3027,2491.8,E02004131,15309
