index,geometry,point_lon,point_lat
384,POINT (0.003451612450678754 51.56033448883104),0.003451612,51.56033449
385,POINT (-0.2010518876732305 51.47634688875894),-0.201051888,51.47634689
386,POINT (-0.2196738876703085 51.49341058877272),-0.219673888,51.49341059
387,POINT (-0.2698634872843426 52.21107858938096),-0.269863487,52.21107859
388,POINT (-0.2369837875280326 51.75302498898861),-0.236983788,51.75302499
389,POINT (-0.2773101874318905 51.95111988915653),-0.277310187,51.95111989
390,POINT (-0.2816360876018297 51.65357618890484),-0.281636088,51.65357619
391,POINT (-0.4993067876353525 51.74563698898076),-0.499306788,51.74563699
392,POINT (-0.1249922876208539 51.5180696887944),-0.124992288,51.51806969
393,POINT (-0.7753844875874745 52.04199248923641),-0.775384488,52.04199249
394,POINT (-0.1943824876562668 51.50135848877962),-0.194382488,51.50135849
395,POINT (1.21768081349935 52.63652828973439),1.217680813,52.63652829
396,POINT (0.09865281247212433 51.53866568881477),0.098652812,51.53866569
397,POINT (0.1310185124909493 51.55116718882548),0.131018512,51.55116719
398,POINT (-0.02020628762526068 51.44514868873649),-0.020206288,51.44514869
399,POINT (-0.3059500876703126 51.55007508881834),-0.305950088,51.55007509
400,POINT (-0.2690755876674023 51.53071218880278),-0.269075588,51.53071219
401,POINT (-0.04906828757850568 51.54301258881601),-0.049068288,51.54301259
402,POINT (-0.09594828761642914 51.50731138878601),-0.095948288,51.50731139
403,POINT (-0.2266133876688335 51.5004619887784),-0.226613388,51.50046199
404,POINT (-0.2908687876344769 51.60260978886222),-0.290868788,51.60260979
405,POINT (-0.2539599877280094 51.41584798870846),-0.253959988,51.41584799
406,POINT (0.2205139125304614 51.56487938883811),0.220513913,51.56487939
407,POINT (-0.4252154877397506 51.50896858878271),-0.425215488,51.50896859
408,POINT (-0.3717178877421923 51.46857928874997),-0.371717888,51.46857929
409,POINT (-0.3463759877290384 51.47460408875532),-0.346375988,51.47460409
410,POINT (-0.005326587559285541 51.54871238882136),-0.005326588,51.54871239
411,POINT (-0.1977618876115424 51.58103188884538),-0.197761888,51.58103189
412,POINT (-0.08050368755853134 51.59724098886026),-0.080503688,51.59724099
413,POINT (-0.1319388876302099 51.50637038878467),-0.131938888,51.50637039
414,POINT (-0.1227734876155805 51.52574488880075),-0.122773488,51.52574489
415,POINT (-0.1199212876067795 51.53910028881178),-0.119921288,51.53910029
416,POINT (-0.09401818754282029 51.63303078888972),-0.094018188,51.63303079
417,POINT (-0.1879151875924629 51.60775158886766),-0.187915188,51.60775159
418,POINT (-0.1879883876316765 51.53976858881138),-0.187988388,51.53976859
419,POINT (-0.1193959875895147 51.56855698883606),-0.119395988,51.56855699
420,POINT (-0.06033138753574975 51.62373218888242),-0.060331388,51.62373219
421,POINT (-0.1268409875701613 51.60680598886758),-0.126840988,51.60680599
422,POINT (-0.1376297876072625 51.54957468882017),-0.137629788,51.54957469
423,POINT (-0.2716590876261342 51.60435908886388),-0.271659088,51.60435909
424,POINT (-0.2964419876259007 51.62135798887777),-0.296441988,51.62135799
425,POINT (-0.2748393876210888 51.61530008887296),-0.274839388,51.61530009
426,POINT (-0.1641720876147558 51.55367268882319),-0.164172088,51.55367269
427,POINT (-0.225701487622876 51.57962808884384),-0.225701488,51.57962809
428,POINT (-0.209234687639117 51.54066058881182),-0.209234688,51.54066059
429,POINT (-0.134204787638057 51.49429778877475),-0.134204788,51.49429779
430,POINT (-0.3074985876920502 51.51320948878777),-0.307498588,51.51320949
431,POINT (-0.2175882876528851 51.52222748879647),-0.217588288,51.52222749
432,POINT (-0.2356913876478042 51.54284948881327),-0.235691388,51.54284949
433,POINT (-0.2331319876648136 51.51166528878755),-0.233131988,51.51166529
434,POINT (-0.2000122876740184 51.4743205887573),-0.200012288,51.47432059
435,POINT (-0.3268039876539341 51.59269268885355),-0.326803988,51.59269269
436,POINT (-0.2601376876538831 51.54834378881751),-0.260137688,51.54834379
437,POINT (-0.2576680876336301 51.58198468884544),-0.257668088,51.58198469
438,POINT (-0.406721787765393 51.4515651887354),-0.406721788,51.45156519
439,POINT (0.07450571247527558 51.55869198883077),0.074505712,51.55869199
440,POINT (0.08384211249963296 51.5945703888603),0.083842112,51.59457039
441,POINT (0.02338201248577948 51.60814648887062),0.023382012,51.60814649
442,POINT (0.1534125124484048 51.46576518875646),0.153412512,51.46576519
443,POINT (0.1012137123768826 51.37585988868283),0.101213712,51.37585989
444,POINT (-0.02154168761300469 51.46687028875416),-0.021541688,51.46687029
445,POINT (0.09293941243877892 51.48544848877132),0.092939412,51.48544849
446,POINT (-0.08041178763874589 51.45930068874698),-0.080411788,51.45930069
447,POINT (-0.03309478765337792 51.40514338870376),-0.033094788,51.40514339
448,POINT (-0.1742675876394026 51.51755578879326),-0.174267588,51.51755579
449,POINT (-0.06316948765941628 51.41329738870979),-0.063169488,51.41329739
450,POINT (-0.0863159876589861 51.42834348872161),-0.086315988,51.42834349
451,POINT (-0.03811198764113696 51.4290653887231),-0.038111988,51.42906539
452,POINT (-0.1282738876551072 51.46123288874774),-0.128273888,51.46123289
453,POINT (-0.070433087556974 51.59352868885734),-0.070433088,51.59352869
454,POINT (0.01228511237522485 51.42617598872167),0.012285112,51.42617599
455,POINT (-0.1269589876795066 51.41856008871291),-0.126958988,51.41856009
456,POINT (-0.1119443876373812 51.48138888876451),-0.111944388,51.48138889
457,POINT (-0.02816928766780215 51.37761788868156),-0.028169288,51.37761789
458,POINT (-0.1269589876795066 51.41856008871291),-0.126958988,51.41856009
459,POINT (-0.1070717876301884 51.49067588877218),-0.107071788,51.49067589
460,POINT (-0.07345168761549559 51.49479608877611),-0.073451688,51.49479609
461,POINT (-0.1629849877050906 51.39731928869494),-0.162984988,51.39731929
462,POINT (-0.2825380877379479 51.41717208870905),-0.282538088,51.41717209
463,POINT (-0.1193985877419147 51.30733038862285),-0.119398588,51.30733039
464,POINT (-0.1489572876746675 51.44068728873059),-0.148957288,51.44068729
465,POINT (-0.247768987692662 51.47294298875543),-0.247768988,51.47294299
466,POINT (-0.314313587750027 51.41698068870839),-0.314313588,51.41698069
467,POINT (-0.3024356877736655 51.36835688866874),-0.302435688,51.36835689
468,POINT (-0.1142472877205593 51.34052318864978),-0.114247288,51.34052319
469,POINT (-0.1770181875814829 51.61971808887773),-0.177018188,51.61971809
470,POINT (-0.1284949877008188 51.38304498868398),-0.128494988,51.38304499
471,POINT (-0.1712968876687353 51.46505838875018),-0.171296888,51.46505839
472,POINT (-0.1457383876848583 51.42116878871471),-0.145738388,51.42116879
473,POINT (-0.09953258764825214 51.45495048874309),-0.099532588,51.45495049
474,POINT (-0.09553178769516725 51.37227048867587),-0.095531788,51.37227049
475,POINT (-0.2547814877387528 51.39783818869372),-0.254781488,51.39783819
476,POINT (-0.1434037876075146 51.55284018882279),-0.143403788,51.55284019
477,POINT (-0.04037448758638021 51.52406708880063),-0.040374488,51.52406709
478,POINT (-0.04879508759687184 51.51133578879003),-0.048795088,51.51133579
479,POINT (-0.01272238758404441 51.51091138879029),-0.012722388,51.51091139
480,POINT (-0.02607538754291834 51.58974448885479),-0.026075388,51.58974449
481,POINT (-0.192794087660788 51.49252338877238),-0.192794088,51.49252339
482,POINT (0.027508812440008 51.5272448888043),0.027508812,51.52724489
483,POINT (-0.1665539876543287 51.48685738876814),-0.166553988,51.48685739
484,POINT (-0.3649025876813509 51.57039738883454),-0.364902588,51.57039739
485,POINT (-0.3816700877265958 51.50250088877789),-0.381670088,51.50250089
486,POINT (-0.1721563876315147 51.52983098880338),-0.172156388,51.52983099
487,POINT (-0.2606178876858374 51.49314308877187),-0.260617888,51.49314309
488,POINT (0.09638051242759356 51.46442208875429),0.096380512,51.46442209
489,POINT (0.1806959124661691 51.47969398876824),0.180695912,51.47969399
490,POINT (-0.03189748761096614 51.47673248876203),-0.031897488,51.47673249
491,POINT (-0.0423111876349638 51.44217458873367),-0.042311188,51.44217459
492,POINT (0.03708371241616551 51.48075158876651),0.037083712,51.48075159
493,POINT (0.05568861240520703 51.45087188874255),0.055688612,51.45087189
494,POINT (-0.1265987876631621 51.44635328873561),-0.126598788,51.44635329
495,POINT (-0.01820288768434958 51.3435127886542),-0.018202888,51.34351279
496,POINT (-0.2124513876861612 51.46135398874646),-0.212451388,51.46135399
497,POINT (-0.1711501876920448 51.42486598871726),-0.171150188,51.42486599
498,POINT (-0.1889965876849768 51.4483712887362),-0.188996588,51.44837129
499,POINT (-0.2089694877142722 51.410672488705),-0.208969488,51.41067249
500,POINT (0.06680351247272055 51.55903198883091),0.066803512,51.55903199
501,POINT (-0.329099587738524 51.44665368873253),-0.329099588,51.44665369
502,POINT (-0.3019902877180652 51.46433278874751),-0.301990288,51.46433279
503,POINT (-0.01330858755561654 51.55995938883048),-0.013308588,51.55995939
504,POINT (-0.08631158760991073 51.51244748879039),-0.086311588,51.51244749
505,POINT (-0.1193959875895147 51.56855698883606),-0.119395988,51.56855699
506,POINT (-1.962031787971481 52.40115418957696),-1.962031788,52.40115419
507,POINT (-1.73263048781407 52.47920098964448),-1.732630488,52.47920099
508,POINT (-0.1706747876665547 51.46841778875294),-0.170674788,51.46841779
509,POINT (-1.784059287884052 52.39082288956369),-1.784059288,52.39082289
510,POINT (0.06660781242603792 51.47966098876614),0.066607812,51.47966099
511,POINT (-1.841392787851226 52.51821138968331),-1.841392788,52.51821139
512,POINT (-0.1737118876504281 51.4981624887773),-0.173711888,51.49816249
513,POINT (-1.643788587810641 52.39493028956467),-1.643788588,52.39493029
514,POINT (-1.975482687973132 52.41230968958762),-1.975482688,52.41230969
515,POINT (-1.849423287893379 52.44052508961114),-1.849423288,52.44052509
516,POINT (-0.06316948765941628 51.41329738870979),-0.063169488,51.41329739
517,POINT (-1.946367087935052 52.45907298963054),-1.946367088,52.45907299
518,POINT (-0.06712488758512976 51.54296418881573),-0.067124888,51.54296419
519,POINT (-0.220932087669757 51.49517968877413),-0.220932088,51.49517969
520,POINT (-1.852001087869737 52.49161578965874),-1.852001088,52.49161579
521,POINT (-1.849274987870258 52.48763708965499),-1.849274988,52.48763709
522,POINT (-1.991515187966825 52.44273588961633),-1.991515188,52.44273589
523,POINT (-0.2262983876219815 51.58157648884549),-0.226298388,51.58157649
524,POINT (-0.07518578757367854 51.56775398883603),-0.075185788,51.56775399
525,POINT (-1.53558478772367 52.46044148962284),-1.535584788,52.46044149
526,POINT (-0.2428904876769544 51.49697668877531),-0.242890488,51.49697669
527,POINT (-0.2428904876769544 51.49697668877531),-0.242890488,51.49697669
528,POINT (-1.578616587771954 52.4068734895744),-1.578616588,52.40687349
529,POINT (-1.511234687717503 52.44854268961139),-1.511234688,52.44854269
530,POINT (-1.272469787373629 52.90132149002595),-1.272469787,52.90132149
531,POINT (-1.672400187426406 53.21873759034263),-1.672400187,53.21873759
532,POINT (-1.550495587575799 52.7746392899156),-1.550495588,52.77463929
533,POINT (-0.7914197878851427 51.51163138878068),-0.791419788,51.51163139
534,POINT (-1.215362587196154 53.20547439031129),-1.215362587,53.20547439
535,POINT (-0.1195536876274318 51.50329728878236),-0.119553688,51.50329729
536,POINT (-0.1712800876300933 51.53172388880498),-0.171280088,51.53172389
537,POINT (-1.920613287545089 53.25310779038639),-1.920613288,53.25310779
538,POINT (-1.403677687370646 53.04206999016321),-1.403677687,53.04206999
539,POINT (-1.489935587289165 53.30514099041815),-1.489935587,53.30514099
540,POINT (-0.174988887590625 51.60251218886345),-0.174988888,51.60251219
541,POINT (0.009763312426314827 51.5147574887938),0.009763312,51.51475749
542,POINT (0.02592691238258715 51.43042518872538),0.025926912,51.43042519
543,POINT (-0.2139441876556792 51.5150197887906),-0.213944188,51.51501979
544,POINT (-2.162351888031897 52.4977787896719),-2.162351888,52.49777879
545,POINT (-2.145256288044012 52.45310608962956),-2.145256288,52.45310609
546,POINT (-0.8751213872574235 52.75384078987743),-0.875121387,52.75384079
547,POINT (-1.09437578743658 52.60417888974536),-1.094375787,52.60417889
548,POINT (-0.1445431875834316 51.59524048885781),-0.144543188,51.59524049
549,POINT (-1.62696918759224 52.82158808996211),-1.626969188,52.82158809
550,POINT (0.00448021245084051 51.55997478883074),0.004480212,51.55997479
551,POINT (-0.04157628756779971 51.5567051888274),-0.041576288,51.55670519
552,POINT (-2.2288825881736 52.27735698946718),-2.228882588,52.27735699
553,POINT (-0.1259148876403929 51.48503068876727),-0.125914888,51.48503069
554,POINT (-2.277043588167984 52.34344338952978),-2.277043588,52.34344339
555,POINT (-2.261302988140063 52.38392738956731),-2.261302988,52.38392739
556,POINT (-2.308706488295706 52.11361338931687),-2.308706488,52.11361339
557,POINT (-0.09990248760609584 51.52757718880261),-0.099902488,51.52757719
558,POINT (-1.895678387984979 52.30290678948464),-1.895678388,52.30290679
559,POINT (-2.153661688138207 52.26705888945621),-2.153661688,52.26705889
560,POINT (-2.575719488536403 51.91571038913823),-2.575719489,51.91571039
561,POINT (-0.04879508759687184 51.51133578879003),-0.048795088,51.51133579
562,POINT (-0.1915601876498086 51.51070418878735),-0.191560188,51.51070419
563,POINT (-0.101936587612528 51.51779548879453),-0.101936588,51.51779549
564,POINT (-0.1755458876306483 51.53351288880639),-0.175545888,51.53351289
565,POINT (-0.1514422876278679 51.52283638879794),-0.151442288,51.52283639
566,POINT (-0.005308787562008091 51.54403538881753),-0.005308788,51.54403539
567,POINT (-0.1374245876288556 51.51219158878938),-0.137424588,51.51219159
568,POINT (-1.086301687411965 52.64497078978263),-1.086301687,52.64497079
569,POINT (-1.152096087447882 52.6359427897759),-1.152096087,52.63594279
570,POINT (-1.145195987467651 52.590552289734),-1.145195987,52.59055229
571,POINT (-0.0810408876207953 51.49045378877244),-0.081040888,51.49045379
572,POINT (-1.510694187589523 52.7054975898497),-1.510694188,52.70549759
573,POINT (-1.369615487601642 52.54008468969264),-1.369615488,52.54008469
574,POINT (-0.1004103876017147 51.53543938880905),-0.100410388,51.53543939
575,POINT (-0.1600980876451021 51.49864278877789),-0.160098088,51.49864279
576,POINT (-1.197837687560414 52.45785998961365),-1.197837688,52.45785999
577,POINT (-0.008453086555780136 53.37022239041771),-0.008453087,53.37022239
578,POINT (-0.05085668761303018 51.48494138876842),-0.050856688,51.48494139
579,POINT (-0.5285111869205797 53.10263629018908),-0.528511187,53.10263629
580,POINT (-0.00509898756711987 51.53515598881025),-0.005098988,51.53515599
581,POINT (-0.7846999868843093 53.41187989048937),-0.784699987,53.41187989
582,POINT (0.2583645135370153 53.33652549037636),0.258364514,53.33652549
583,POINT (-0.5450367868347803 53.28633619036095),-0.545036787,53.28633619
584,POINT (-0.1549135876274118 51.52584758880037),-0.154913588,51.52584759
585,POINT (-0.1261329876135241 51.53142698880539),-0.126132988,51.53142699
586,POINT (-0.01810398762198392 51.44944528874004),-0.018103988,51.44944529
587,POINT (-1.542481987668335 52.57851458973224),-1.542481988,52.57851459
588,POINT (-1.081466787626114 52.22577528940194),-1.081466788,52.22577529
589,POINT (-0.1832057876462906 51.51140528878805),-0.183205788,51.51140529
590,POINT (-0.5367370872923151 52.40000518955024),-0.536737087,52.40000519
591,POINT (-0.7117744873235546 52.48440868962865),-0.711774487,52.48440869
592,POINT (-0.8919682875231848 52.25815058942857),-0.891968288,52.25815059
593,POINT (-0.5818642873726758 52.28630918944992),-0.581864287,52.28630919
594,POINT (-1.891426987918229 52.4344587896064),-1.891426988,52.43445879
595,POINT (-1.160354787648945 52.25196668942648),-1.160354788,52.25196669
596,POINT (-0.8417712874838752 52.29013028945646),-0.841771287,52.29013029
597,POINT (-0.7121299873204924 52.49051658963415),-0.712129987,52.49051659
598,POINT (-1.137964387750626 52.03804378923522),-1.137964388,52.03804379
599,POINT (-0.2823037877446634 51.40541018869943),-0.282303788,51.40541019
600,POINT (-0.7680442870323856 53.09870949019378),-0.768044287,53.09870949
601,POINT (0.01560051244845728 51.54901798882192),0.015600512,51.54901799
602,POINT (-1.92136988790136 52.50133748966944),-1.921369888,52.50133749
603,POINT (-0.2484386876248401 51.59119708885319),-0.248438688,51.59119709
604,POINT (-1.96998908792742 52.50055388966987),-1.969989088,52.50055389
605,POINT (-0.09651608764379854 51.46069618874786),-0.096516088,51.46069619
606,POINT (-2.422940888156737 52.53790888971645),-2.422940888,52.53790889
607,POINT (-0.154812787657755 51.47347668875733),-0.154812788,51.47347669
608,POINT (-2.805850988376313 52.53785498972672),-2.805850988,52.53785499
609,POINT (-0.1712800876300933 51.53172388880498),-0.171280088,51.53172389
610,POINT (-2.663769988128934 52.90132199007352),-2.663769988,52.90132199
611,POINT (-0.3452479878194644 51.31705198862608),-0.345247988,51.31705199
612,POINT (-2.20070818798949 52.631265689799),-2.200708188,52.63126569
613,POINT (-1.830320187764264 52.68548618983984),-1.830320188,52.68548619
614,POINT (-1.580317787820267 52.31227108948764),-1.580317788,52.31227109
615,POINT (-0.005326587559285541 51.54871238882136),-0.005326588,51.54871239
616,POINT (-1.530806187811611 52.28088488945814),-1.530806188,52.28088489
617,POINT (-1.539692487822264 52.26848038944699),-1.539692488,52.26848039
618,POINT (-1.385574987755412 52.25235158942999),-1.385574988,52.25235159
619,POINT (0.5822788124931582 51.30238718863629),0.582278812,51.30238719
620,POINT (-2.780183387841589 53.72776719090025),-2.780183388,53.72776719
621,POINT (-0.2202279876691324 51.49580498877467),-0.220227988,51.49580499
622,POINT (-0.1257429876224945 51.51572298879248),-0.125742988,51.51572299
623,POINT (0.07494001245916193 51.53096098880808),0.074940012,51.53096099
624,POINT (-2.248147087827969 53.03582969018877),-2.248147088,53.03582969
625,POINT (-1.930797187821657 52.67686928983455),-1.930797188,52.67686929
626,POINT (-2.206800087829205 52.9823270901354),-2.206800088,52.98232709
627,POINT (-0.0490149875868205 51.5287069888043),-0.049014988,51.52870699
628,POINT (-0.09953258764825214 51.45495048874309),-0.099532588,51.45495049
629,POINT (-2.237867187831635 53.01512839016831),-2.237867188,53.01512839
630,POINT (-2.175392187749869 53.1166819902644),-2.175392188,53.11668199
631,POINT (-0.08488108761318093 51.50593118878508),-0.084881088,51.50593119
632,POINT (-2.172735687778549 53.0508447902004),-2.172735688,53.05084479
633,POINT (-1.276728287999354 51.68838638892891),-1.276728288,51.68838639
634,POINT (-2.454887088112362 52.6722310898454),-2.454887088,52.67223109
635,POINT (-2.037898787932211 52.56578588973275),-2.037898788,52.56578589
636,POINT (-0.0973199876076791 51.52322338879905),-0.097319988,51.52322339
637,POINT (-0.1500988876279223 51.52188768879718),-0.150098888,51.52188769
638,POINT (-0.1057170875548813 51.61966828887851),-0.105717088,51.61966829
639,POINT (-0.1315143876291466 51.50793038878597),-0.131514388,51.50793039
640,POINT (-1.46805558765833 52.52388888967993),-1.468055588,52.52388889
641,POINT (-1.471445687682673 52.47864668963826),-1.471445688,52.47864669
642,POINT (0.1252975125018842 51.57321108884339),0.125297513,51.57321109
643,POINT (-1.203899287405701 52.76919548990055),-1.203899287,52.76919549
644,POINT (-0.2976885876844271 51.51998338879353),-0.297688588,51.51998339
645,POINT (-0.2373369877029709 51.44835838873539),-0.237336988,51.44835839
646,POINT (-0.1277582876280974 51.50735088878556),-0.127758288,51.50735089
647,POINT (-0.1716840876168406 51.55491388882411),-0.171684088,51.55491389
648,POINT (-1.864141587891962 52.4590736896287),-1.864141588,52.45907369
649,POINT (-0.0474764875056888 51.66748468891882),-0.047476488,51.66748469
650,POINT (-1.908641887908614 52.47264918964238),-1.908641888,52.47264919
651,POINT (-0.01424248758273126 51.51409788879288),-0.014242488,51.51409789
652,POINT (-0.1458775876289877 51.51735118879348),-0.145877588,51.51735119
653,POINT (-1.882874887855709 52.55366728971747),-1.882874888,52.55366729
654,POINT (-0.08651688760775107 51.51628628879353),-0.086516888,51.51628629
655,POINT (-1.505210087731579 52.41453818957999),-1.505210088,52.41453819
656,POINT (-1.474919587721326 52.40517268957078),-1.474919588,52.40517269
657,POINT (-1.446386487455325 52.91268059004228),-1.446386487,52.91268059
658,POINT (-0.1348594876778257 51.42639268871915),-0.134859488,51.42639269
659,POINT (-0.1089741876762758 51.41286458870859),-0.108974188,51.41286459
660,POINT (-0.03216408758623689 51.51920538879677),-0.032164088,51.51920539
661,POINT (-1.911441987507767 53.32322399045426),-1.911441988,53.32322399
662,POINT (-0.2237524877052148 51.43573828872526),-0.223752488,51.43573829
663,POINT (-1.201081387480206 52.61852738976102),-1.201081387,52.61852739
664,POINT (-0.0670641876726225 51.39317628869339),-0.067064188,51.39317629
665,POINT (-0.340220987718819 51.48831398876674),-0.340220988,51.48831399
666,POINT (0.01070191242963816 51.51985958879798),0.010701912,51.51985959
667,POINT (0.09767601338487802 53.17244499023198),0.097676013,53.17244499
668,POINT (-0.1865180876555095 51.49760878877665),-0.186518088,51.49760879
669,POINT (-0.9264819875579561 52.2216219893964),-0.926481988,52.22162199
670,POINT (-0.8518665875093222 52.25057788942133),-0.851866588,52.25057789
671,POINT (-0.8108965874244356 52.37658558953338),-0.810896587,52.37658559
672,POINT (-0.01201558755343484 51.56289708883293),-0.012015588,51.56289709
673,POINT (-1.103017887255951 52.97091789008572),-1.103017887,52.97091789
674,POINT (-1.099708387277635 52.92417429004187),-1.099708387,52.92417429
675,POINT (-0.1164160876208028 51.51271678879013),-0.116416088,51.51271679
676,POINT (-0.1081147876178045 51.51262298879016),-0.108114788,51.51262299
677,POINT (-0.148030387628665 51.51928188879505),-0.148030388,51.51928189
678,POINT (-1.998027187934811 52.51607538968509),-1.998027188,52.51607539
679,POINT (-0.08443668761577541 51.50119598878118),-0.084436688,51.50119599
680,POINT (-0.1711501876920448 51.42486598871726),-0.171150188,51.42486599
681,POINT (-0.1193959875895147 51.56855698883606),-0.119395988,51.56855699
682,POINT (-0.2428904876769544 51.49697668877531),-0.242890488,51.49697669
683,POINT (-1.938866287788978 52.75423628990801),-1.938866288,52.75423629
684,POINT (-0.08237918762130286 51.4904254887724),-0.082379188,51.49042549
685,POINT (-1.998131087888779 52.61191708977515),-1.998131088,52.61191709
686,POINT (-0.03216408758623689 51.51920538879677),-0.032164088,51.51920539
687,POINT (-2.081814887939827 52.59932928976553),-2.081814888,52.59932929
688,POINT (-2.143631087975409 52.59504808976313),-2.143631088,52.59504809
689,POINT (-0.2107371876803249 51.47032668875386),-0.210737188,51.47032669
690,POINT (-0.1928236876611542 51.49191278877186),-0.192823688,51.49191279
691,POINT (-1.30892948708131 53.54557739064203),-1.308929487,53.54557739
692,POINT (-0.188640087632145 51.53937808881105),-0.188640088,51.53937809
693,POINT (-1.106853687086084 53.32056809041644),-1.106853687,53.32056809
694,POINT (-0.9546870870084806 53.3260421904152),-0.954687087,53.32604219
695,POINT (-0.09814548761044596 51.51898348879556),-0.098145488,51.51898349
696,POINT (-0.215452687649735 51.52629718879987),-0.215452688,51.52629719
697,POINT (0.02048371239177296 51.44933308874064),0.020483712,51.44933309
698,POINT (-2.018823687286392 53.95525039108512),-2.018823687,53.95525039
699,POINT (-1.721271787186956 53.79770199091075),-1.721271787,53.79770199
700,POINT (-1.781270387204889 53.83245509094859),-1.781270387,53.83245509
701,POINT (-0.1712561876561361 51.48674378876797),-0.171256188,51.48674379
702,POINT (-0.1049429876230551 51.50159098878118),-0.104942988,51.50159099
703,POINT (-1.751686587225138 53.75031059086556),-1.751686587,53.75031059
704,POINT (-0.1847371876647591 51.48049918876263),-0.184737188,51.48049919
705,POINT (-1.766657987195494 53.83517399095045),-1.766657987,53.83517399
706,POINT (-0.2197231876376937 51.54996478881937),-0.219723188,51.54996479
707,POINT (-1.835137587300444 53.68629669080686),-1.835137587,53.68629669
708,POINT (-0.2197231876376937 51.54996478881937),-0.219723188,51.54996479
709,POINT (-2.09216618743436 53.71387419084817),-2.092166187,53.71387419
710,POINT (-1.83108178727281 53.7428902908626),-1.831081787,53.74289029
711,POINT (-2.65887218778736 53.67835559084364),-2.658872188,53.67835559
712,POINT (-0.2481777876430743 51.5592716888267),-0.248177788,51.55927169
713,POINT (-0.05046328759613403 51.51363678879191),-0.050463288,51.51363679
714,POINT (-1.334907786519386 54.83545679192448),-1.334907787,54.83545679
715,POINT (-0.1235214876503664 51.46637958875204),-0.123521488,51.46637959
716,POINT (-0.1720814875736448 51.63011588888642),-0.172081488,51.63011589
717,POINT (-1.335097986552254 54.75804499184612),-1.335097987,54.75804499
718,POINT (-1.566269386674231 54.77889529188573),-1.566269387,54.77889529
719,POINT (-0.08092148766812303 51.40939158870629),-0.080921488,51.40939159
720,POINT (-0.3151979876968568 51.50994508878498),-0.315197988,51.50994509
721,POINT (-1.603423286656473 54.87329839198498),-1.603423287,54.87329839
722,POINT (-1.525641686669411 54.7349204918378),-1.525641687,54.73492049
723,POINT (-0.1277582876280974 51.50735088878556),-0.127758288,51.50735089
724,POINT (-1.335097986552254 54.75804499184612),-1.335097987,54.75804499
725,POINT (-1.842935786798943 54.8688940920002),-1.842935787,54.86889409
726,POINT (-0.1679909876471472 51.50015998877904),-0.167990988,51.50015999
727,POINT (-0.08091338759241132 51.53912938881236),-0.080913388,51.53912939
728,POINT (-0.03767218752272737 51.6318240888894),-0.037672188,51.63182409
729,POINT (-1.258006887079614 53.49349029058921),-1.258006887,53.49349029
730,POINT (-0.9542494868699942 53.61140659068805),-0.954249487,53.61140659
731,POINT (-0.1257129876434658 51.47961768876284),-0.125712988,51.47961769
732,POINT (-0.2533057876515163 51.54796068881726),-0.253305788,51.54796069
733,POINT (0.05266541245218759 51.5326339888091),0.052665412,51.53263399
734,POINT (-0.04216498756233948 51.56645418883542),-0.042164988,51.56645419
735,POINT (-0.2014165862826111 54.08478959110172),-0.201416586,54.08478959
736,POINT (-0.4231943864206781 54.01219809104516),-0.423194386,54.01219809
737,POINT (-0.1082973876262691 51.49818348877835),-0.108297388,51.49818349
738,POINT (-1.700051987261237 53.60762499072226),-1.700051987,53.60762499
739,POINT (-1.784087187320585 53.5788536906983),-1.784087187,53.57885369
740,POINT (-0.321657186482573 53.78803229082465),-0.321657186,53.78803229
741,POINT (-0.2817715876379387 51.59048048885222),-0.281771588,51.59048049
742,POINT (-0.2687102864628376 53.77915959081344),-0.268710286,53.77915959
743,POINT (-0.2683629864660315 53.77238099080696),-0.268362986,53.77238099
744,POINT (-0.1909564876663958 51.48166298876347),-0.190956488,51.48166299
745,POINT (-1.547287487083896 53.81416899091719),-1.547287487,53.81416899
746,POINT (-0.2428904876769544 51.49697668877531),-0.242890488,51.49697669
747,POINT (0.1691990125299508 51.5945304888615),0.169199013,51.59453049
748,POINT (-0.1879883876316765 51.53976858881138),-0.187988388,51.53976859
749,POINT (-1.370126387007987 53.77204129086588),-1.370126387,53.77204129
750,POINT (-0.005326587559285541 51.54871238882136),-0.005326588,51.54871239
751,POINT (-1.55170428707104 53.84786839095069),-1.551704287,53.84786839
752,POINT (-0.09634288758881496 51.55508128882528),-0.096342888,51.55508129
753,POINT (-0.1250765876308131 51.50097718878034),-0.125076588,51.50097719
754,POINT (-1.567143287113798 53.7720932908768),-1.567143287,53.77209329
755,POINT (-0.05526788759793049 51.51355688879178),-0.055267888,51.51355689
756,POINT (-0.174988887590625 51.60251218886345),-0.174988888,51.60251219
757,POINT (-1.683831587135917 53.86521709097547),-1.683831587,53.86521709
758,POINT (-1.535092387106433 53.7500765908534),-1.535092387,53.75007659
759,POINT (-1.592441887133431 53.75920649086555),-1.592441887,53.75920649
760,POINT (-1.547655387084846 53.81251319091559),-1.547655387,53.81251319
761,POINT (-0.05201608756710101 51.56445798883361),-0.052016088,51.56445799
762,POINT (-1.576420986633166 54.89192489200176),-1.576420987,54.89192489
763,POINT (-1.636638186638813 54.96338259207982),-1.636638187,54.96338259
764,POINT (-0.1041109876244853 51.49860798877875),-0.104110988,51.49860799
765,POINT (-0.1193959875895147 51.56855698883606),-0.119395988,51.56855699
766,POINT (-0.2408328877291067 51.40550638870024),-0.240832888,51.40550639
