,Distance in meter,origin_id,destination_id
547,8230.3,E02002721,18573
548,9277.1,E02002721,19535
549,18162.9,E02002722,795
550,1018.4,E02002722,798
551,7055.2,E02002722,929
552,1118.6,E02002722,2396
553,18857.5,E02002722,2398
554,18986.6,E02002722,10614
555,19664.8,E02002722,10728
556,942.7,E02002722,11686
557,19666.6,E02002722,19671
558,14807.1,E02002723,804
559,888.2,E02002723,812
560,812.9,E02002723,816
561,1585.7,E02002723,1058
562,457,E02002723,1059
563,1262.2,E02002723,1078
564,5073.6,E02002723,2278
565,5867,E02002723,2389
566,15779.3,E02002723,3567
567,18655.1,E02002723,4318
568,19743.6,E02002723,4845
569,20648.5,E02002723,5397
570,19010.6,E02002723,6499
571,410.8,E02002723,6712
572,20744.4,E02002723,8283
573,1298.4,E02002723,9132
574,19027.8,E02002723,9534
575,19345.2,E02002723,9535
576,20443.6,E02002723,9578
577,11678.1,E02002723,9877
578,450.8,E02002723,10178
579,15133.8,E02002723,10402
580,15061.1,E02002723,10460
581,11676.4,E02002723,10655
582,14936.9,E02002723,10785
583,17207,E02002723,10958
584,15129.7,E02002723,11119
585,1298.4,E02002723,11475
586,17207,E02002723,11497
587,20922.9,E02002723,11944
588,522,E02002723,12057
589,18964.9,E02002723,13468
590,17922,E02002723,13595
591,20911.3,E02002723,14604
592,19633.5,E02002723,15308
593,15784.9,E02002723,15868
594,1262.2,E02002723,16149
595,18801.9,E02002723,16372
596,1429.5,E02002723,18427
597,1298.4,E02002723,18573
598,1280.2,E02002723,19535
599,20791.5,E02002723,19567
600,15808.8,E02002724,804
601,1053.9,E02002724,812
602,461.8,E02002724,816
603,19063.3,E02002724,930
604,1593.7,E02002724,1058
605,679.2,E02002724,1059
606,2117.3,E02002724,1078
607,6075.3,E02002724,2278
608,6868.7,E02002724,2389
609,16780.9,E02002724,3567
610,19656.8,E02002724,4318
611,19751.6,E02002724,4845
612,21650.2,E02002724,5397
613,20012.2,E02002724,6499
614,723.4,E02002724,6712
615,21746,E02002724,8283
616,2153.6,E02002724,9132
617,20029.4,E02002724,9534
618,21445.3,E02002724,9578
619,12679.7,E02002724,9877
620,890,E02002724,10178
621,16135.5,E02002724,10402
622,16062.8,E02002724,10460
623,12678.1,E02002724,10655
624,19068.5,E02002724,10700
625,15938.6,E02002724,10785
626,18208.6,E02002724,10958
627,16131.4,E02002724,11119
628,2153.6,E02002724,11475
629,18208.6,E02002724,11497
630,21924.6,E02002724,11944
631,1626.3,E02002724,12057
632,19966.6,E02002724,13468
633,18923.6,E02002724,13595
634,21912.9,E02002724,14604
635,19641.6,E02002724,15308
636,16786.6,E02002724,15868
637,2117.3,E02002724,16149
638,19803.6,E02002724,16372
639,2284.6,E02002724,18427
640,2153.6,E02002724,18573
641,599.3,E02002724,19535
642,21793.1,E02002724,19567
643,7034.5,E02002753,350
644,36202.9,E02002753,351
645,7605.5,E02002753,369
646,36144.9,E02002753,810
647,32062.4,E02002753,1058
648,6166.4,E02002753,2936
649,9973.6,E02002753,4149
650,6626.5,E02002753,4418
651,11309.7,E02002753,4834
652,13904.5,E02002753,4845
653,17567.8,E02002753,5058
654,4155.5,E02002753,5276
655,3394.3,E02002753,5497
656,6041.7,E02002753,5500
657,8311.2,E02002753,5503
658,4925.7,E02002753,5504
659,7431,E02002753,5506
660,17692,E02002753,5513
661,18861.8,E02002753,5516
662,7298.6,E02002753,5520
663,8467.6,E02002753,6366
664,7036,E02002753,6463
665,19446.8,E02002753,6504
666,4721.2,E02002753,6713
667,20174,E02002753,7902
668,2963.1,E02002753,7930
669,7607,E02002753,8385
670,4567.6,E02002753,8561
671,1856,E02002753,8987
672,5557.4,E02002753,9074
673,2856.9,E02002753,10116
674,5513,E02002753,10172
675,14129.2,E02002753,10382
676,9973.6,E02002753,10504
677,3586.9,E02002753,10521
678,4925.7,E02002753,10707
679,2542.5,E02002753,11019
680,8430.2,E02002753,11121
681,15521.4,E02002753,11234
682,8460.7,E02002753,11442
683,2833.5,E02002753,12361
684,6864.6,E02002753,12420
685,4791.5,E02002753,12784
686,3519.8,E02002753,12837
687,8165.7,E02002753,13450
688,3513.4,E02002753,13659
689,18418.2,E02002753,14174
690,19059,E02002753,14175
691,4558,E02002753,14210
692,17493.5,E02002753,14238
693,2608.2,E02002753,14973
694,18193.5,E02002753,15013
695,14014.5,E02002753,15308
696,4317.7,E02002753,15645
697,4671.7,E02002753,15987
698,4524.2,E02002753,16223
699,8153.9,E02002753,18398
700,2529.4,E02002753,19454
701,3676.9,E02002753,20022
702,13645,E02002753,21054
703,36814.7,E02002753,21383
704,3815.9,E02002755,350
705,34449.7,E02002755,351
706,4386.8,E02002755,369
707,34391.8,E02002755,810
708,2947.7,E02002755,2936
709,8220.4,E02002755,4149
710,2119.9,E02002755,4418
711,8091.1,E02002755,4834
712,15768.6,E02002755,4845
713,14584.1,E02002755,5058
714,1171.9,E02002755,5276
715,1109.4,E02002755,5497
716,6047.9,E02002755,5500
717,5092.5,E02002755,5503
718,2120.3,E02002755,5504
719,4212.3,E02002755,5506
720,14708.4,E02002755,5513
721,20725.9,E02002755,5516
722,4079.9,E02002755,5520
723,5248.9,E02002755,6366
724,3817.3,E02002755,6463
725,16463.1,E02002755,6504
726,1737.6,E02002755,6713
727,17190.4,E02002755,7902
728,678.2,E02002755,7930
729,4388.4,E02002755,8385
730,2192.8,E02002755,8561
731,2357,E02002755,8987
732,2573.8,E02002755,9074
733,3154,E02002755,10116
734,4690.2,E02002755,10172
735,12556,E02002755,10382
736,8220.4,E02002755,10504
737,1301.9,E02002755,10521
738,2120.3,E02002755,10707
739,4051.4,E02002755,11019
740,5446.6,E02002755,11121
741,12537.7,E02002755,11234
742,5242,E02002755,11442
743,3130.7,E02002755,12361
744,3645.9,E02002755,12420
745,1500,E02002755,12784
746,1234.9,E02002755,12837
747,5182.1,E02002755,13450
748,1228.4,E02002755,13659
749,15434.6,E02002755,14174
750,20923.1,E02002755,14175
751,4455.6,E02002755,14210
752,14509.9,E02002755,14238
753,3709.6,E02002755,14973
754,15209.8,E02002755,15013
755,15878.6,E02002755,15308
756,2463.6,E02002755,15645
757,3602.2,E02002755,15987
758,2149.3,E02002755,16223
759,4935.2,E02002755,18398
760,3929.7,E02002755,19454
761,1392,E02002755,20022
762,12071.7,E02002755,21054
763,35061.5,E02002755,21383
764,3403.2,E02002756,350
765,3974.1,E02002756,369
766,2535,E02002756,2936
767,8663.5,E02002756,4149
768,1707.2,E02002756,4418
769,7678.4,E02002756,4834
770,15355.9,E02002756,4845
771,14438.5,E02002756,5058
772,965.6,E02002756,5276
773,696.7,E02002756,5497
774,5635.2,E02002756,5500
775,4679.8,E02002756,5503
776,1707.6,E02002756,5504
777,3799.6,E02002756,5506
778,14562.7,E02002756,5513
779,20313.2,E02002756,5516
780,3667.3,E02002756,5520
781,4836.2,E02002756,6366
782,3404.7,E02002756,6463
783,16317.4,E02002756,6504
784,1591.9,E02002756,6713
785,17044.7,E02002756,7902
786,575.5,E02002756,7930
787,3975.7,E02002756,8385
788,1780.1,E02002756,8561
789,2488.8,E02002756,8987
790,1692.4,E02002756,9074
791,2741.3,E02002756,10116
792,4277.5,E02002756,10172
793,12143.3,E02002756,10382
794,8663.5,E02002756,10504
795,889.2,E02002756,10521
796,1707.6,E02002756,10707
797,3638.7,E02002756,11019
798,5300.9,E02002756,11121
799,12392.1,E02002756,11234
800,4829.3,E02002756,11442
801,2718,E02002756,12361
802,3233.2,E02002756,12420
803,1087.3,E02002756,12784
804,822.2,E02002756,12837
805,5036.4,E02002756,13450
806,815.8,E02002756,13659
807,15288.9,E02002756,14174
808,20510.4,E02002756,14175
809,4042.9,E02002756,14210
810,14364.2,E02002756,14238
811,3296.9,E02002756,14973
812,15064.2,E02002756,15013
813,15465.9,E02002756,15308
814,2051,E02002756,15645
815,3189.5,E02002756,15987
816,1736.6,E02002756,16223
817,4522.5,E02002756,18398
818,3517.1,E02002756,19454
819,979.3,E02002756,20022
820,11659,E02002756,21054
821,35504.6,E02002756,21383
822,4205.7,E02002757,350
823,4776.7,E02002757,369
824,3337.6,E02002757,2936
825,10069.6,E02002757,4149
826,2509.7,E02002757,4418
827,8480.9,E02002757,4834
828,14268.1,E02002757,4845
829,15319.9,E02002757,5058
830,2064.4,E02002757,5276
831,1499.3,E02002757,5497
832,4438.8,E02002757,5500
833,5482.4,E02002757,5503
834,1595.9,E02002757,5504
835,4602.2,E02002757,5506
836,15444.2,E02002757,5513
837,19225.4,E02002757,5516
838,4469.8,E02002757,5520
839,5638.8,E02002757,6366
840,4207.2,E02002757,6463
841,17198.9,E02002757,6504
842,2516.6,E02002757,6713
843,17926.2,E02002757,7902
844,1981.5,E02002757,7930
845,4778.2,E02002757,8385
846,1022.7,E02002757,8561
847,1401,E02002757,8987
848,2495,E02002757,9074
849,1653.5,E02002757,10116
850,3910.1,E02002757,10172
851,12526.3,E02002757,10382
852,10069.6,E02002757,10504
853,1691.8,E02002757,10521
854,1595.9,E02002757,10707
855,2550.9,E02002757,11019
856,6182.4,E02002757,11121
857,13273.5,E02002757,11234
858,5631.9,E02002757,11442
859,23731.1,E02002757,12278
860,1630.2,E02002757,12361
861,4035.8,E02002757,12420
862,1246.6,E02002757,12784
863,1624.8,E02002757,12837
864,6442.6,E02002757,13450
865,1618.3,E02002757,13659
866,16170.4,E02002757,14174
867,19422.6,E02002757,14175
868,2955.1,E02002757,14210
869,15245.7,E02002757,14238
870,2209.1,E02002757,14973
871,15945.6,E02002757,15013
872,14378.1,E02002757,15308
873,1181.3,E02002757,15645
874,1982.2,E02002757,15987
875,979.3,E02002757,16223
876,5325.1,E02002757,18398
877,2429.3,E02002757,19454
878,1781.9,E02002757,20022
879,12042,E02002757,21054
880,2556.2,E02002758,350
881,3127.2,E02002758,369
882,1688,E02002758,2936
883,10107.5,E02002758,4149
884,612.6,E02002758,4418
885,6831.4,E02002758,4834
886,16461.3,E02002758,4845
887,12925.2,E02002758,5058
888,2372.7,E02002758,5276
889,1573.5,E02002758,5497
890,4788.3,E02002758,5500
891,3832.8,E02002758,5503
892,1640.6,E02002758,5504
893,2952.7,E02002758,5506
894,13049.4,E02002758,5513
895,21418.7,E02002758,5516
896,2820.3,E02002758,5520
897,3989.3,E02002758,6366
898,2557.7,E02002758,6463
899,14804.2,E02002758,6504
900,2291.9,E02002758,6713
901,15531.4,E02002758,7902
902,2289.8,E02002758,7930
903,3128.7,E02002758,8385
904,2360.1,E02002758,8561
905,4265.7,E02002758,8987
906,1874.4,E02002758,9074
907,3846.8,E02002758,10116
908,3430.5,E02002758,10172
909,11296.4,E02002758,10382
910,10107.5,E02002758,10504
911,1342.7,E02002758,10521
912,1640.6,E02002758,10707
913,4744.2,E02002758,11019
914,3787.6,E02002758,11121
915,10878.8,E02002758,11234
916,3982.4,E02002758,11442
917,3823.4,E02002758,12361
918,2386.3,E02002758,12420
919,2198.1,E02002758,12784
920,1933,E02002758,12837
921,3750.6,E02002758,13450
922,1926.6,E02002758,13659
923,13775.6,E02002758,14174
924,21615.9,E02002758,14175
925,3840.1,E02002758,14210
926,12850.9,E02002758,14238
927,4402.3,E02002758,14973
928,13550.9,E02002758,15013
929,16571.4,E02002758,15308
930,2138.8,E02002758,15645
931,2342.6,E02002758,15987
932,2316.6,E02002758,16223
933,3061.7,E02002758,18398
934,4622.5,E02002758,19454
935,1856,E02002758,20022
936,10812.1,E02002758,21054
937,17987.4,E02002759,211
938,13317.2,E02002759,350
939,12967.8,E02002759,369
940,16587.6,E02002759,370
941,14088.1,E02002759,2936
942,22027.3,E02002759,4149
943,14790.6,E02002759,4418
944,14897.1,E02002759,4834
945,16697.7,E02002759,4853
946,16073.8,E02002759,4865
947,1443.4,E02002759,5058
948,14808.9,E02002759,5276
949,14911.3,E02002759,5497
950,15549.2,E02002759,5500
951,14593.8,E02002759,5503
