index,geometry,point_lon,point_lat
556,POINT (-2.308706488295706 52.11361338931687),-2.308706488,52.11361339
560,POINT (-2.575719488536403 51.91571038913823),-2.575719489,51.91571039
572,POINT (-1.510694187589523 52.7054975898497),-1.510694188,52.70549759
576,POINT (-1.197837687560414 52.45785998961365),-1.197837688,52.45785999
577,POINT (-0.008453086555780136 53.37022239041771),-0.008453087,53.37022239
579,POINT (-0.5285111869205797 53.10263629018908),-0.528511187,53.10263629
581,POINT (-0.7846999868843093 53.41187989048937),-0.784699987,53.41187989
582,POINT (0.2583645135370153 53.33652549037636),0.258364514,53.33652549
587,POINT (-1.542481987668335 52.57851458973224),-1.542481988,52.57851459
591,POINT (-0.7117744873235546 52.48440868962865),-0.711774487,52.48440869
593,POINT (-0.5818642873726758 52.28630918944992),-0.581864287,52.28630919
595,POINT (-1.160354787648945 52.25196668942648),-1.160354788,52.25196669
596,POINT (-0.8417712874838752 52.29013028945646),-0.841771287,52.29013029
598,POINT (-1.137964387750626 52.03804378923522),-1.137964388,52.03804379
600,POINT (-0.7680442870323856 53.09870949019378),-0.768044287,53.09870949
606,POINT (-2.422940888156737 52.53790888971645),-2.422940888,52.53790889
608,POINT (-2.805850988376313 52.53785498972672),-2.805850988,52.53785499
610,POINT (-2.663769988128934 52.90132199007352),-2.663769988,52.90132199
612,POINT (-2.20070818798949 52.631265689799),-2.200708188,52.63126569
613,POINT (-1.830320187764264 52.68548618983984),-1.830320188,52.68548619
618,POINT (-1.385574987755412 52.25235158942999),-1.385574988,52.25235159
638,POINT (-0.1057170875548813 51.61966828887851),-0.105717088,51.61966829
640,POINT (-1.46805558765833 52.52388888967993),-1.468055588,52.52388889
643,POINT (-1.203899287405701 52.76919548990055),-1.203899287,52.76919549
650,POINT (-1.908641887908614 52.47264918964238),-1.908641888,52.47264919
661,POINT (-1.911441987507767 53.32322399045426),-1.911441988,53.32322399
667,POINT (0.09767601338487802 53.17244499023198),0.097676013,53.17244499
669,POINT (-0.9264819875579561 52.2216219893964),-0.926481988,52.22162199
674,POINT (-1.099708387277635 52.92417429004187),-1.099708387,52.92417429
691,POINT (-1.30892948708131 53.54557739064203),-1.308929487,53.54557739
694,POINT (-0.9546870870084806 53.3260421904152),-0.954687087,53.32604219
698,POINT (-2.018823687286392 53.95525039108512),-2.018823687,53.95525039
700,POINT (-1.781270387204889 53.83245509094859),-1.781270387,53.83245509
709,POINT (-2.09216618743436 53.71387419084817),-2.092166187,53.71387419
714,POINT (-1.334907786519386 54.83545679192448),-1.334907787,54.83545679
721,POINT (-1.603423286656473 54.87329839198498),-1.603423287,54.87329839
722,POINT (-1.525641686669411 54.7349204918378),-1.525641687,54.73492049
725,POINT (-1.842935786798943 54.8688940920002),-1.842935787,54.86889409
730,POINT (-0.9542494868699942 53.61140659068805),-0.954249487,53.61140659
735,POINT (-0.2014165862826111 54.08478959110172),-0.201416586,54.08478959
736,POINT (-0.4231943864206781 54.01219809104516),-0.423194386,54.01219809
738,POINT (-1.700051987261237 53.60762499072226),-1.700051987,53.60762499
740,POINT (-0.321657186482573 53.78803229082465),-0.321657186,53.78803229
747,POINT (0.1691990125299508 51.5945304888615),0.169199013,51.59453049
763,POINT (-1.636638186638813 54.96338259207982),-1.636638187,54.96338259
770,POINT (-3.586793688054268 54.54480699179847),-3.586793688,54.54480699
771,POINT (-3.171326487662304 54.83043899206813),-3.171326488,54.83043899
772,POINT (-2.743012887443372 54.65668609185243),-2.743012887,54.65668609
776,POINT (-3.492655287926975 54.71297799196924),-3.492655288,54.71297799
785,POINT (-0.4390775865877275 53.68416549073184),-0.439077587,53.68416549
786,POINT (-0.8222026868465605 53.52589669059964),-0.822202687,53.52589669
790,POINT (-0.2919779862644682 54.20982069122793),-0.291977986,54.20982069
798,POINT (-1.548730786938369 54.1410370912415),-1.548730787,54.14103709
800,POINT (-1.570341886510842 55.18368799229993),-1.570341887,55.18368799
804,POINT (-2.006007286549731 55.77255289295258),-2.006007287,55.77255289
807,POINT (-1.580519286457489 55.33261069245404),-1.580519286,55.33261069
809,POINT (-1.223142387126773 53.35731599045662),-1.223142387,53.35731599
823,POINT (-1.487567987215 53.4600979905678),-1.487567987,53.46009799
835,POINT (-1.400237186526343 54.90652299200199),-1.400237187,54.90652299
836,POINT (-1.21381188651597 54.68636659176425),-1.213811887,54.68636659
838,POINT (-1.216531386567097 54.57175729164929),-1.216531387,54.57175729
841,POINT (-1.069408086475027 54.60102139166752),-1.069408086,54.60102139
855,POINT (-1.258131686896625 53.88547679097078),-1.258131687,53.88547679
856,POINT (-1.071031486848121 53.78132669085852),-1.071031487,53.78132669
857,POINT (-1.191265486753766 54.12114789119879),-1.191265487,54.12114789
861,POINT (-1.493535887129853 53.6502494907533),-1.493535887,53.65024949
864,POINT (-2.471351787665927 53.69580169085091),-2.471351788,53.69580169
866,POINT (-2.163416087588079 53.45967409059988),-2.163416088,53.45967409
871,POINT (-2.384245487662841 53.58247169073285),-2.384245488,53.58247169
877,POINT (-2.726164987993196 53.29382999046224),-2.726164988,53.29382999
878,POINT (-2.122631987655437 53.25849559040042),-2.122631988,53.25849559
883,POINT (-2.531034387921922 53.19033109035123),-2.531034388,53.19033109
884,POINT (-2.633231987783092 53.65140699081512),-2.633231988,53.65140699
892,POINT (-2.392920087542655 53.8738332910256),-2.392920088,53.87383329
924,POINT (-3.224693987972819 54.10963869131818),-3.224693988,54.10963869
926,POINT (-2.748033587577882 54.32324669150712),-2.748033588,54.32324669
927,POINT (-3.09767368785389 54.19890349140233),-3.097673688,54.19890349
930,POINT (-2.602139487535048 54.20067009137114),-2.602139488,54.20067009
931,POINT (-2.095848987514237 53.53833839067423),-2.095848988,53.53833839
963,POINT (-2.841227087931906 53.60301189077747),-2.841227088,53.60301189
967,POINT (-2.583476987826694 53.47927299064006),-2.583476988,53.47927299
982,POINT (-2.378510787782855 53.30202349045452),-2.378510788,53.30202349
991,POINT (-3.038837488056547 53.60234309078729),-3.038837488,53.60234309
1004,POINT (-0.9707791879764026 51.4827337887545),-0.970779188,51.48273379
1007,POINT (-0.1126044880239525 50.82984388824611),-0.112604488,50.82984389
1010,POINT (-0.836725187786475 51.72457268896132),-0.836725188,51.72457269
1011,POINT (-0.6337455878356646 51.48514648876021),-0.633745588,51.48514649
1012,POINT (-0.7501443878033816 51.62798328887938),-0.750144388,51.62798329
1016,POINT (0.7060266127030829 51.5814709888603),0.706026613,51.58147099
1017,POINT (-0.2756153880174502 50.93604818832313),-0.275615388,50.93604819
1019,POINT (-0.8225569873955058 52.4414649895919),-0.822556987,52.44146499
1022,POINT (-0.7843361880457532 51.22047648853862),-0.784336188,51.22047649
1028,POINT (0.4207265121863416 50.88787828831102),0.420726512,50.88787829
1030,POINT (0.1616812122058667 51.05627958843121),0.161681212,51.05627959
1031,POINT (0.4296860122631808 51.00740468840257),0.429686012,51.00740469
1037,POINT (-1.126260188396788 50.84639938822659),-1.126260188,50.84639939
1038,POINT (-1.034507188333471 50.89175548826557),-1.034507188,50.89175549
1039,POINT (-1.310679888560768 50.69167158809727),-1.310679889,50.69167159
1041,POINT (-1.14104158848042 50.70957068811678),-1.141041588,50.70957069
1046,POINT (0.7659486126336009 51.43644058874654),0.765948613,51.43644059
1047,POINT (1.316101512736178 51.3346437886841),1.316101513,51.33464379
1050,POINT (0.5955376125254253 51.34817728867263),0.595537613,51.34817729
1052,POINT (0.3579569124591914 51.36694108868146),0.357956912,51.36694109
1056,POINT (0.4945839124228091 51.23337548857974),0.494583912,51.23337549
1062,POINT (0.8892289125963939 51.31450508865474),0.889228913,51.31450509
1065,POINT (1.311471512603567 51.12916348852895),1.311471513,51.12916349
1071,POINT (0.6337260124279072 51.17007318853485),0.633726012,51.17007319
1074,POINT (0.5068388125340231 51.40940258871878),0.506838813,51.40940259
1075,POINT (-0.8474660880045582 51.33923738863569),-0.847466088,51.33923739
1079,POINT (-1.535103287985119 51.94556108915587),-1.535103288,51.94556109
1087,POINT (-1.128268187983369 51.59468388884861),-1.128268188,51.59468389
1090,POINT (-1.321325887820271 52.06738498926285),-1.321325888,52.06738499
1091,POINT (-1.596551388111431 51.75871748899048),-1.596551388,51.75871749
1094,POINT (-1.426114388115514 51.59858558885063),-1.426114388,51.59858559
1096,POINT (-1.259232687944978 51.77553078900478),-1.259232688,51.77553079
1097,POINT (-1.142407287817631 51.91528588912694),-1.142407288,51.91528589
1102,POINT (-0.9325657882285323 51.00368248835856),-0.932565788,51.00368249
1103,POINT (-0.9365457883186632 50.8483326882335),-0.936545788,50.84833269
1106,POINT (-1.3652874884601 50.91356378827486),-1.365287488,50.91356379
1112,POINT (-0.5045675878387966 51.38949248868268),-0.504567588,51.38949249
1120,POINT (-0.4880999879757448 51.14049998847987),-0.488099988,51.14049999
1126,POINT (-1.509841488511729 50.93451038828868),-1.509841489,50.93451039
1127,POINT (-1.589862588662988 50.72353638811471),-1.589862589,50.72353639
1133,POINT (-1.793090988643019 50.92846898827771),-1.793090989,50.92846899
1135,POINT (-1.26283228833446 51.0607135883978),-1.262832288,51.06071359
1138,POINT (-0.4864916881581356 50.82754888823116),-0.486491688,50.82754889
1139,POINT (-0.3633004879856656 51.04365118840552),-0.363300488,51.04365119
1141,POINT (-0.5088282880880709 50.96098438833569),-0.508828288,50.96098439
1148,POINT (-0.7181050882312526 50.85144748824251),-0.718105088,50.85144749
1156,POINT (-0.6138955877045222 51.70491388894558),-0.613895588,51.70491389
1161,POINT (0.17704701234542 51.27919798860722),0.177047012,51.27919799
1165,POINT (-1.244613687969123 51.71774168895445),-1.244613688,51.71774169
1175,POINT (-0.1562943878665761 51.11852768847074),-0.156294388,51.11852769
1176,POINT (-2.345549088687247 51.36093198863982),-2.345549089,51.36093199
1177,POINT (-1.996076288516001 51.35236578863442),-1.996076289,51.35236579
1180,POINT (-1.593915088274195 51.44624068871822),-1.593915088,51.44624069
1183,POINT (-2.317129088649855 51.40608738867954),-2.317129089,51.40608739
1185,POINT (-2.54520458876614 51.41140038868355),-2.545204589,51.41140039
1187,POINT (-0.08134148791275791 50.99679038837694),-0.081341488,50.99679039
1192,POINT (-1.762876088410278 51.33923318862492),-1.762876088,51.33923319
1201,POINT (-2.576680788744017 51.49001478875329),-2.576680789,51.49001479
1203,POINT (-2.590459488778866 51.43423638870372),-2.590459489,51.43423639
1204,POINT (-2.754861988867662 51.43353098870292),-2.754861989,51.43353099
1209,POINT (-2.526860788722418 51.48006568874449),-2.526860789,51.48006569
1215,POINT (-3.997617989905462 50.73882478808151),-3.99761799,50.73882479
1217,POINT (-3.392723489495672 50.86414438819776),-3.392723489,50.86414439
1218,POINT (-3.644643089673894 50.7910092881312),-3.64464309,50.79100929
1221,POINT (-4.082042890137067 50.34623398774242),-4.08204289,50.34623399
1226,POINT (-4.350127290085288 50.81882518814854),-4.35012729,50.81882519
1228,POINT (-3.474817889678025 50.580569687953),-3.47481789,50.58056969
1229,POINT (-0.5166832870656151 52.81189098992122),-0.516683287,52.81189099
1230,POINT (-4.058882989789798 51.07552488837964),-4.05888299,51.07552489
1232,POINT (-1.912962988799972 50.73966318811935),-1.912962989,50.73966319
1236,POINT (-2.450796389119756 50.62123138800883),-2.450796389,50.62123139
1237,POINT (-2.768885889222636 50.73407638809608),-2.768885889,50.73407639
1245,POINT (-2.117461388924098 50.68663418807083),-2.117461389,50.68663419
1250,POINT (-2.068761388277892 51.89257418911233),-2.068761388,51.89257419
1252,POINT (-2.171491688335737 51.88335558910482),-2.171491688,51.88335559
1253,POINT (-2.219432688429086 51.7457447889811),-2.219432688,51.74574479
1254,POINT (-2.220059288428629 51.74731518898252),-2.220059288,51.74731519
1255,POINT (-2.497262388537722 51.82446798905413),-2.497262389,51.82446799
1258,POINT (-5.056092490786368 50.26014378765058),-5.056092491,50.26014379
1260,POINT (-5.086045690851155 50.15653228756109),-5.086045691,50.15653229
1263,POINT (-4.410306690263542 50.50377508787148),-4.41030669,50.50377509
1264,POINT (-5.269997891000398 50.09970978750903),-5.269997891,50.09970979
1266,POINT (-5.41284429106305 50.18716348758167),-5.412844291,50.18716349
1273,POINT (-1.291844188157959 51.40611718868642),-1.291844188,51.40611719
1275,POINT (-2.31169608873242 51.23773458853274),-2.311696089,51.23773459
1276,POINT (-3.462729389377248 51.19883148849208),-3.462729389,51.19883149
1277,POINT (-2.522819088862875 51.19417418849322),-2.522819089,51.19417419
1278,POINT (-3.015692889181012 51.08244588839176),-3.015692889,51.08244589
1280,POINT (-2.418039188877656 51.05877008837744),-2.418039189,51.05877009
1285,POINT (-0.5734549879536491 51.23566538855519),-0.573454988,51.23566539
1291,POINT (-0.3262559875659229 51.74719538898311),-0.326255988,51.74719539
1295,POINT (-1.942337988019444 52.28210438946628),-1.942337988,52.28210439
1301,POINT (-2.2264014878351 52.99348329014692),-2.226401488,52.99348329
1302,POINT (-1.679839286790694 54.6568106917705),-1.679839287,54.65681069
1309,POINT (-4.236310989915572 51.04054958834756),-4.23631099,51.04054959
1316,POINT (-0.8098973877254459 51.81523568903935),-0.809897388,51.81523569
1320,POINT (-1.545413687090298 53.79781679090095),-1.545413687,53.79781679
1324,POINT (-2.254486987648765 53.44142389058628),-2.254486988,53.44142389
1336,POINT (-0.2464737873459631 52.08307758926985),-0.246473787,52.08307759
1338,POINT (-2.132651987862314 52.82212658997877),-2.132651988,52.82212659
1339,POINT (-2.139878387761082 53.04876989019715),-2.139878388,53.04876989
1354,POINT (-2.016953587877146 52.65736848981855),-2.016953588,52.65736849
1356,POINT (-2.648366989058677 50.93489598826841),-2.648366989,50.93489599
1370,POINT (-1.488149487480017 52.90566739003703),-1.488149487,52.90566739
1382,POINT (-1.781429587288807 53.64571399076395),-1.781429587,53.64571399
1397,POINT (0.04980331240722453 51.45784428874811),0.049803312,51.45784429
1401,POINT (-2.501889188127476 52.69753258987107),-2.501889188,52.69753259
1403,POINT (0.9409850124043337 50.98469918840542),0.940985012,50.98469919
1404,POINT (0.6092203122353079 50.87333418830787),0.609220312,50.87333419
1409,POINT (-1.308647987012789 53.69168799078404),-1.308647987,53.69168799
1420,POINT (-2.89214058813865 53.19139079036786),-2.892140588,53.19139079
1421,POINT (0.7176032130041576 52.07817288926593),0.717603213,52.07817289
1425,POINT (-0.1054442865014256 53.55733889059606),-0.105444287,53.55733889
1430,POINT (-0.3709279876801354 51.57662018883966),-0.370927988,51.57662019
1437,POINT (-2.867876687757905 54.0658797912502),-2.867876688,54.06587979
1451,POINT (-2.73265548778333 53.79639729096708),-2.732655488,53.79639729
1458,POINT (-1.761544688300268 51.54811618880567),-1.761544688,51.54811619
1460,POINT (-1.619865488387987 51.25503278855455),-1.619865488,51.25503279
1491,POINT (-0.3221198871227626 52.54685028967775),-0.322119887,52.54685029
1501,POINT (0.512814312795159 51.84204708906897),0.512814313,51.84204709
1504,POINT (0.4547222126137364 51.57027778884651),0.454722213,51.57027779
1507,POINT (1.39057381366355 52.82005548988881),1.390573814,52.82005549
1509,POINT (0.7202963130918359 52.22598258938967),0.720296313,52.22598259
1540,POINT (-1.941056888764881 50.82939708819251),-1.941056889,50.82939709
1544,POINT (-1.5266332877796 52.34019078951223),-1.526633288,52.34019079
1548,POINT (-0.06975898678765348 52.97716399005937),-0.069758987,52.97716399
1572,POINT (-2.244461687490209 53.78969949093244),-2.244461687,53.78969949
1592,POINT (-1.800299788570546 51.07008258839585),-1.800299789,51.07008259
1595,POINT (-4.865817990549466 50.51594898787589),-4.865817991,50.51594899
